4 - Percentage of wages paid during maternity leave

Indicator Name,Region,Country Code,Country,Measure Name,Measure Value,Actual Data,Data Unit,Footnote
Percentage of wages paid during maternity leave,Northern Africa,504,Morocco,Maternity leave cash benefits,At least 66.6%,66.7,%,Amount: The daily benefit conceeded shall be equal to the average daily wage defined in the 2nd paragraph of art. 35. The benefit is due for every working day or not. The daily benefit shall be equal to 2/3 of the average daily wage defined below. It cannot be in any case lower than 2/3 of the legal minimum wage. The average daily wage over which the benefits shall be determined is obtained by dividing the total of salaries submited to contribution (to the social security) and received by the insured during the six months preceding the inital inability to work by the actual number of days worked during these 6 months. The average daily wage serving as basis for the calculation of the benefits due because of posteriors disabilities is obtained by dividing the total of salaries submited to contribution (to the social security) and received by the insured during the 3 or 2 months (or one civil month) preceeding the beginning of the inability to work by the actual number of days worked during this period. For that the highest average daily wage is to be considered. Once the inability to work is due an accident  the insured has the right to 3 months of benefits in case of initial inability and less than a month in case of posterior inability. The average daily wage serving as basis for the calculation is obtained in each case by dividing the amount of salaries submited to contribution and received during the period he/she contributed (to the social security) by the actual number of days worked during the mentioned period. If the benefitiary keeps receiving his/her salary during the work interruption   the daily benefit is only due if the sum of the fraction of the maintained daily salary and the daily benefit does not exceed the average daily wage amount defined in art. 35.  Source: The insured female worker who has contributed for 54 consecutive or not days during the 10 months preceding the time she stoped working because of the birth has the right to cash benefits from the date of the work stoppage for 14 weeks. From the mentioned period at least 7 weeks should be taken after the birth. The benefits are conditioned to the fact the she stops working during the above mentioned period. Besides that she must reside in Maroc. Subject to forclosure  except in cases of force majeure  the request of the daily benefits shall be made directly to the National Social Security Fund (Caisse Nationale de Sécurité Sociale) within nine months following the date the insured stopped working. Within the 30 days following the work interruption or the extension of this interruption   the insured shall send to the National Social Security Fund (Caisse Nationale de Sécurité Sociale)  except in cases of force majeure  a work’s interruption notice signed by a doctor and the employer  using as specific form  of which the model will be determined by the general director of the social security fund. In case this procedure is not followed  the insured shall have his/her benefits suspended.
Percentage of wages paid during maternity leave,Northern Africa,788,Tunisia,Maternity leave cash benefits,Less than 66.6%,66.7% or 50% or 100%,-,Amount: For women covered by the Labour Code the amount is two-thirds (66.7%) of the average daily wage. For women working in agriculture  it amounts to 50 per cent of the flat-rate daily wage calculated on the basis of the guaranteed minimum wage in agriculture. For civil servants  the full salary is paid during maternity leave  and half-salary during the optional period of additional postnatal leave.  Source: National Social Security Fund.
Percentage of wages paid during maternity leave,Northern Africa,818,Egypt,Maternity leave cash benefits,At least 66.6%,100,%,Amount: Compensation shall be equal to the worker’s comprehensive wage. However  the employer may deprive her of the compensation for her comprehensive wage during the leave period  or recover the amount paid  if it is proved that she had worked during the leave for another employer.  Source: Responsibility for financing the compensation for wages while on maternity leave is split between social insurance scheme and the employer. The social insurance scheme bears 75% of the cost and the employer bears 25%.
Percentage of wages paid during maternity leave,Oceania,16,American Samoa,-,-,-,-,-
Percentage of wages paid during maternity leave,Oceania,90,Solomon Islands,Maternity leave cash benefits,Less than 66.6%,25,%,Amount: While on maternity leave  the employee shall be paid not less than twenty-five per centum of the wages she would have earned had she not been absent from work and for any period of additional annual or sick leave at the full rate to which she is entitled during such leave.  Source: The employer is required to finance the maternity leave benefits.
Percentage of wages paid during maternity leave,Oceania,184,Cook Islands,-,-,-,-,-
Percentage of wages paid during maternity leave,Oceania,242,Fiji,Maternity leave cash benefits,At least 66.6%,100,%,Amount: The woman will be entitled to the normal remuneration she would have received as if she had been at work for the first 3 births. For her fourth and subsequent births  she will be entitled to only half the normal remuneration she would have received as if she had been at work.  Source: The employer is liable for the maternity leave payments.
Percentage of wages paid during maternity leave,Oceania,258,French Polynesia,-,-,-,-,-
Percentage of wages paid during maternity leave,Oceania,296,Kiribati,Maternity leave cash benefits,Less than 66.6%,25,%,Amount: A woman employee shall be entitled to be paid not less than 25 per cent of the wages she would have earned had she not been absent on maternity leave.  Source: The maternity leave cash benefits are to be paid by the employer.
Percentage of wages paid during maternity leave,Oceania,316,Guam,-,-,-,-,-
Percentage of wages paid during maternity leave,Oceania,540,New Caledonia,-,-,-,-,-
Percentage of wages paid during maternity leave,Oceania,548,Vanuatu,Maternity leave cash benefits,Less than 66.6%,66,%,Amount: A woman employee shall be entitled to be paid 66% of the remuneration she would have earned had she not been absent on maternity leave.  Source: The maternity leave benefits are to be paid by the employee’s employer or  where applicable  employers. If there is more than one employer from whom a woman employee would be entitled to claim wages under this subsection  the Commissioner of labour  a labour officer or a labour inspector must determine the amount of wages that must be paid by each employer according to the number of hours on which the woman employee has worked for the relevant employer.
Percentage of wages paid during maternity leave,Oceania,584,Marshall Islands,-,-,-,-,-
Percentage of wages paid during maternity leave,Oceania,598,Papua New Guinea,Maternity leave cash benefits,Unpaid,Unpaid,-,Amount: Maternity leave shall be without wages  except where the employee elects to convert recreation or sick leave credits into paid maternity leave.
Percentage of wages paid during maternity leave,Oceania,776,Tonga,-,-,-,-,-
Percentage of wages paid during maternity leave,Oceania,798,Tuvalu,-,-,-,-,-
Percentage of wages paid during maternity leave,Oceania,882,Samoa,-,-,-,-,-
Percentage of wages paid during maternity leave,Sub-Saharan Africa,24,Angola,Maternity leave cash benefits,At least 66.6%,100,%,Amount: The total amount of the cash benefits shall be of 100% of the average daily wage effectively registered in the last two months before the beginning of the leave  but the months where the employee worked less than 20 days shall not be considered (in the calculation).  Source: The employer shall pay the cash benefits in advance to the employee  completing it until it reaches the total amount due if the female worker was in service. In this case the employer acquires the right to reimbursement before the social security system. The employer shall pay the maternity leave benefits and pre-maternity benefits within 30 days counting from the beginning of the leave.
Percentage of wages paid during maternity leave,Sub-Saharan Africa,72,Botswana,Maternity leave cash benefits,Less than 66.6%,50,%,Amount: The amended 2010 Employment Order requires employers in designated areas to pay maternity benefits to female employees. The maternity benefit is at least 50% of the basic pay and other benefits she would otherwise be entitled to receive  and is paid for six weeks before and six weeks after the expected date of childbirth; may be extended two weeks if there are complications arising from pregnancy or childbirth.  Source: The cash benefits must be paid by the employer in three installments.
Percentage of wages paid during maternity leave,Sub-Saharan Africa,108,Burundi,Maternity leave cash benefits,At least 66.6%,100,%,Amount: 100 % of the wage. However  the worker on maternity leave is entitled  from the employer’s part  to half of her monthly salary in cash  at the time of the interruption  as well as to all the in-kind payment she was entitled to before. The amount of the daily benefit to which the worker is entitled for the maternity leave is calculated on the basis of the worker’s monthly average salary  and cannot be less than 2/3 of it for the daily benefit in cases of disease or accident and 50% in case of maternity.  Source: The worker on maternity leave is taken care by the social security body to which her employer is affiliated  with regards to medical care  as well as to other benefits. The act regulating such body shall precise the modalities of application of this paragraph. However  the worker on maternity leave is entitled  from the employer's part  to half of her monthly salary in cash  at the time of the interruption  as well as to all the in-kind payment she was entitled to before. The maternity leave benefits shall be paid for the duration of the leave and it is only due if the worker's salray has been suspended. The amount of the daily benefit to which the worker is entitled for the maternity leave is calculated on the basis of the worker's monthly average salary  and cannot be less than 2/3 of it for the daily benefit in cases of disease or accident and 50% in case of maternity.
Percentage of wages paid during maternity leave,Sub-Saharan Africa,120,Cameroon,Maternity leave cash benefits,At least 66.6%,100,%,Amount: Prenantal allowances: two payments of 8.100 Cameroon Francs after each of the medical examinations. Maternity allowance: 100% of the amount of wages received before maternity leave for the period of maternity leave (e.g. 14 weeks). Maternity benefits are paid in one amount after birth or immediately when they are claimed.  Source: The National Social Insurance Fund.
Percentage of wages paid during maternity leave,Sub-Saharan Africa,132,Cabo Verde,Maternity leave cash benefits,At least 66.6%,90,%,Amount: During maternity leave  the worker is entitled to receive from the employer the difference between her normal salary (equal to 90% of the insured’s last monthly earnings or the average of earnings in the last 4 months  whichever is higher) and the benefits paid by social security. If the female worker has not paid into the social security system  then the employer must pay the full amount of the benefit during the maternity leave period.  Source: In the event of maternity  the worker has the right to receive from the employer the difference between the liquid remuneration to which she would be entitled during the period of absence and the amount of the benefits provided by the Social Security during the maternity leave. In case the woman is not covered by the Social Security  she is entitled to receive from the employer the totality of the liquid retribution during the leave.
Percentage of wages paid during maternity leave,Sub-Saharan Africa,140,Central African Republic,Maternity leave cash benefits,Less than 66.6%,50,%,Amount: Every pregnant woman is entitled  for the period of 14 months  to free medical care and to half of the salary she received at the moment of the suspension of the employment contract. She conserves the right to all in kind payment. The maternity daily indemnity is equal to half of the average daily remuneration subject to the contribution. The daily indemnity shall be obtained dividing by 90 the total of remunerations subject to the contribution  that the insured received during the 3 months preceeding that of start of the leave.  Source: Social Security. The maternity daily indemnity is equal to half of the average daily remuneration subject to the contribution. The daily indemnity shall be obtained dividing by 90 the total of remunerations subject to the contribution  that the insured received during the 3 months preceeding that of start of the leave.
Percentage of wages paid during maternity leave,Sub-Saharan Africa,148,Chad,Maternity leave cash benefits,Less than 66.6%,50,%,Amount: "50% of the insured’s last daily wage is paid for six weeks before and eight weeks after the expected date of childbirth; may be extended up to three weeks if there are complications arising from pregnancy or childbirth."  Source: Social Security Fund. "Social insurance system. Maternity benefits only."
Percentage of wages paid during maternity leave,Sub-Saharan Africa,174,Comoros,Maternity leave cash benefits,At least 66.6%,100,%,Amount: The woman is entitled  for the period above  to the full salary she was receiving before taking maternity leave. This amount shall be paid by the employer until a social security system is put in place.  Source: The woman is entitled  for the period above  to the full salary she was receiving before taking maternity leave. This amount shall be paid by the employer until a social security system is put in place.
Percentage of wages paid during maternity leave,Sub-Saharan Africa,178,Congo,Maternity leave cash benefits,At least 66.6%,100,%,Amount: During the maternity leave period  the pregant woman is entitled to half her salary from the employer and the other half of the salary and free medical care from the social security system; amount equal to what she was receiving before the interruption of the work. She is also entitled to the in-kind payments she received when of the interruption of work. The daily benefit shall be equal to half of the worker’s salary at the moment of the interruption of work  including any kind of compensation but those characterised as reimboursement of fees.  Source: During the maternity leave period  the pregant woman is entitled  from the part of the employer  to half of her salary  and from the social security system  to free medical care and the other half of the salary she was receiving when of the interruption of the work.
Percentage of wages paid during maternity leave,Sub-Saharan Africa,180,Democratic Republic of the Congo,Maternity leave cash benefits,At least 66.6%,66.7,%,Amount: During the period of the maternity leave  the worker is entitled to 2/3 of her salary  as well as the in kind contractual advantages she used to receive.  Source: Employer.
Percentage of wages paid during maternity leave,Sub-Saharan Africa,204,Benin,Maternity leave cash benefits,At least 66.6%,100,%,Amount: The indemnization is equal to the salary received before the maternity leave. Employers shall pay the maternity cash benefit and the Social Security Fund will reimburse them the 50%.  Source: The benefits are finance 50 per cent by social security and 50 per cent by the employer.
Percentage of wages paid during maternity leave,Sub-Saharan Africa,226,Equatorial Guinea,Maternity leave cash benefits,At least 66.6%,75,%,Amount: 75 per cent of the salary on the basis of which contributions are paid. If eligibility conditions are not fulfilled  the mother receives a lump-sum equal to 2 months of the salary on the basis of which contributions are paid.  Source: Social Security System  which is financed by the contributions of the insured  employers  the State and other income such as interest.
Percentage of wages paid during maternity leave,Sub-Saharan Africa,231,Ethiopia,Maternity leave cash benefits,At least 66.6%,100,%,Amount: Women have a constitutional right to maternity leave on full pay. The Labour Proclamation provides that periods of maternity leave taken before the date of confinement are to be paid. These periods include periods of leave taken to attend pregnancy-related medical examinations  upon recommendation by a medical doctor and during the 30 days preceding the expected date of confinement. In the absence of any provision to the contrary  it is inferred that the entitlement is to full pay. The Labour Proclamation is silent as to the entitlement to pay during periods of post-natal maternity leave. The Civil Code requires that employers whose employees are taking one month’s maternity leave in accordance with its terms  pay the employee half her salary during the period of maternity leave.  Source: Employer paid  social security administered.
Percentage of wages paid during maternity leave,Sub-Saharan Africa,232,Eritrea,Maternity leave cash benefits,Other,N.A.,-,Amount: The Labour Proclamation provides that the maternity shall be paid  but does not specify whether it will be at the rate of the employee’s wages or remuneration (as those terms are defined in §3).  Source: Employer.
Percentage of wages paid during maternity leave,Sub-Saharan Africa,262,Djibouti,Maternity leave cash benefits,At least 66.6%,100,%,Amount: During the maternity leave  the pregnant workers is entitled to the integrality of the salary she received at the moment the contract was suspended. Women mentioned in art. 1 of the present act and in art. 116 of the Labour Code shall receive half of their salary as maternity leave benefits.  Source: The payment of the maternity leave cash benefits shall be made 50% by the Social Protection Body and the other 50% by the employer.
Percentage of wages paid during maternity leave,Sub-Saharan Africa,266,Gabon,Maternity leave cash benefits,At least 66.6%,100,%,Amount: During maternity leave  the woman is entitled to free medical care and to the totality of the salary she was receiving by the time of the suspension of the work. These shall be provided and paid by the National Social Security Fund. She maintains the right to the in kind payments.  Source: During maternity leave  the woman is entitled to free medical care and to the totality of the salary she was receiving by the time of the suspension of the work. These shall be provided and paid by the National Social Security Fund. She maintains the right to the in kind payments.
Percentage of wages paid during maternity leave,Sub-Saharan Africa,270,Gambia,Maternity leave cash benefits,At least 66.6%,100,%,Amount: 100 per cent.  Source: Employer.
Percentage of wages paid during maternity leave,Sub-Saharan Africa,288,Ghana,Maternity leave cash benefits,At least 66.6%,100,%,Amount: A woman worker on maternity leave is entitled to be paid her full remuneration and other benefits to which she is otherwise entitled.  Source: Employers.
Percentage of wages paid during maternity leave,Sub-Saharan Africa,324,Guinea,Maternity leave cash benefits,At least 66.6%,100,%,Amount: 100 per cent (during 14 weeks of maternity leave and any extension thereof). Additionally  prenatal allowances are paid during the whole period of pregnancy.  Source: 50 per cent shall be paid by the employer while the other 50 per cent by the Social Security Fund  which is financed by contributions of employers  penalties  income from investment of funds  donations  and other income.
Percentage of wages paid during maternity leave,Sub-Saharan Africa,384,Côte d'Ivoire,Maternity leave cash benefits,At least 66.6%,100,%,Amount: Since the third month of pregnancy  the woman has the right  to the limit of the rates of the health administration  to the reimbursement of the payments made for medical care in relation with the pregnancy and the birth. During the period of 14 months  and without loss of the possibility of extension forseen in art. 23.5  paragraph 1  the pregnant worker is entitled to a maternity cash benefit equal to the salary she received at the moment she suspends the work. Besides the pre-natal and maternity benefits forseen in arts. 44 and 47 of the present decree  female workers shall receive  during the period preceeding the birth and period after the birth  such as defined in art. 23.5 of the Labour Code  a daily indemnity equal to the salary she received at the moment she suspended her employment contract.  Source: The cash benefits shall be paid by the National Social Security Fund  which shall establish for this purpose a management account nurtured by the employers contribution. The National Social Insurance Fund  which is financed by the contribution of employers (for family benefits)  interests  fines and other income and exceptionally  by contributions from the General Budget of the State.
Percentage of wages paid during maternity leave,Sub-Saharan Africa,404,Kenya,Maternity leave cash benefits,At least 66.6%,100,%,Amount: Full pay.  Source: The employer is to finance maternity leave benefits.
Percentage of wages paid during maternity leave,Sub-Saharan Africa,426,Lesotho,Maternity leave cash benefits,Unpaid,Unpaid,-,Maternity leave is unpaid. "Nothing in this law shall be deemed to impose any liability on an employer to pay wages to a female employee in respect of the period of her absence from work but nothing shall prevent an employer from making any payment on account of wages in respect of such period if the employer so wishes or the terms of the contract otherwise require".
Percentage of wages paid during maternity leave,Sub-Saharan Africa,430,Liberia,-,-,-,-,-
Percentage of wages paid during maternity leave,Sub-Saharan Africa,450,Madagascar,Maternity leave cash benefits,At least 66.6%,100,%,Amount: Fifty per cent of wages for the period of maternity leave for employees covered by the Labour Code paid by Social Insurance (CNAPS) and fifty percent by the employer. As a result  women workers receive an amount equal to her full salary during maternity leave.  Source: National Social Security Fund (50 percent) and the employer (50 percent) or  if the woman is not covered by the Fund  the employer shall pay the total amount of the salary.
Percentage of wages paid during maternity leave,Sub-Saharan Africa,454,Malawi,Maternity leave cash benefits,At least 66.6%,100,%,Amount: During the period when an employee is on maternity leave  her normal benefits and entitlements  including her contractual rights and accumulation of seniority  shall continue uninterrupted and her period of employment shall not be considered to have been interrupted  reduced or broken.  Source: The employer shall pay the benefits. During the period when an employee is on maternity leave  her normal benefits and entitlements  including her contractual rights and accumulation of seniority  shall continue uninterrupted and her period of employment shall not be considered to have been interrupted  reduced or broken.
Percentage of wages paid during maternity leave,Sub-Saharan Africa,466,Mali,Maternity leave cash benefits,At least 66.6%,100,%,Amount: The daily benefits  during the maternity leave  shall be equal to the total amount  without limitations  of the salary perceived at the moment of suspension of work. The daily benefits shall be paid for the period of 14 weeks forseen in art. L179 of the Labour Code. The daily benefits are due for the totality of the pre-natal and post-natal rests.  Source: In order to favor the pre-natal and post-natal rest  the National Social Security Institut shall pay to women workers a benefit according to that forseen in art. L182 of the Labour Code during the period of the leave conceeded in the occasion of birth.
Percentage of wages paid during maternity leave,Sub-Saharan Africa,478,Mauritania,Maternity leave cash benefits,At least 66.6%,100,%,Amount: The daily indemnities are paid at 100 per cent of the average daily wage computed on the basis of earnings during the previous 90 days.  Source: The Social Security Fund  which is financed by contributions of employers  penalties  income from investment of funds  donations  and other income.
Percentage of wages paid during maternity leave,Sub-Saharan Africa,480,Mauritius,Maternity leave cash benefits,At least 66.6%,100,%,Amount: Full pay. A female worker who remains in continuous employment with the same employer for a period of 12 consecutive months immediately preceding the beginning of leave under this section shall  on production of a medical certificate  be entitled to - (a) 12 weeks’ maternity leave on full pay; Domestic Workers: A female domestic worker who remains in continuous employment with the same employer for a period of 12 consecutive months immediately preceding her confinement shall  on production of a medical certificate  be entitled to - (a) 12 weeks’ maternity leave on full pay.  Source: The employer.
Percentage of wages paid during maternity leave,Sub-Saharan Africa,508,Mozambique,Maternity leave cash benefits,At least 66.6%,100,%,Amount: The daily amount of the benefit for maternity leave corresponds to the average ammount of the daily salary calculated according to the following formule: AS=R/180  being AS the amount of the average salary and R the total remuneration received by the employee registered in the 6 months preceeding the second month before the beggining of the incapability for working.  Source: Compulsory social security comprises benefits in the event of sickness  maternity  invalidity  old age and death.
Percentage of wages paid during maternity leave,Sub-Saharan Africa,516,Namibia,Maternity leave cash benefits,At least 66.6%,100,%,Amount: (3) During any period of maternity leave  the provisions of the contract of employment remain in force  and the employer must  during the period of maternity leave  pay to the employee the remuneration payable to that employee except the basic wage.  Source: (3) During any period of maternity leave  the provisions of the contract of employment remain in force  and the employer must  during the period of maternity leave  pay to the employee the remuneration payable to that employee except the basic wage. (4) The Social Security Commission established by the Social Security Act  1994 (Act No. 34 of 1994) must  during the period that an employee is on maternity leave  pay to that employee such portion of that employee’s basic wage as may be prescribed in terms of that Act.
Percentage of wages paid during maternity leave,Sub-Saharan Africa,562,Niger,Maternity leave cash benefits,At least 66.6%,100,%,Amount: For the period of maternity leave (14 weeks) and eventually three-week extension on medical grounds  50% of wages plus birth charges  and eventually medical care. Besides that  the woman has the right to request the balance of the payment in kind eventually due by the employer. During the period of suspension of the contract determined in Title 3 of the Labour Code  the woman who has worked for at least 2 years at the same company shall receive from the employer the totality of her salary  being deducted from it the amount already given by the social security or any other fund replacing this service.  Source: Social security (50% of the wage). If the employee receives any payment in kind from the employer  this payment should continue - in the charge of the employer - from the start untill the end of the maternity leave. During the period of suspension of the contract determined in Title 3 of the Labour Code  the woman who has worked for at least 2 years at the same company shall receive from the employer the totality of her salary  being deducted from it the amount already given by the social security or any other fund replacing this service.
Percentage of wages paid during maternity leave,Sub-Saharan Africa,566,Nigeria,Maternity leave cash benefits,Less than 66.6%,50,%,Amount: In any public or private industrial or commercial undertaking or any branch thereof  or in any agricultural undertaking or any branch thereof  a woman- (c) if she is absent from her work in pursuance of paragraph (a) or (b) of this subsection and had been continuously employed by her then employer for a period of six months or more immediately prior to her absence  shall be paid not less than fifty per cent of the wages she would have earned if she had not been absent.  Source: In any public or private industrial or commercial undertaking or any branch thereof  or in any agricultural undertaking or any branch thereof  a woman- (c) if she is absent from her work in pursuance of paragraph (a) or (b) of this subsection and had been continuously employed by her then employer for a period of six months or more immediately prior to her absence  shall be paid not less than fifty per cent of the wages she would have earned if she had not been absent.
Percentage of wages paid during maternity leave,Sub-Saharan Africa,624,Guinea-Bissau,Maternity leave cash benefits,At least 66.6%,100,%,Amount: Every female worker is entitled to a maternity leave of 60 days  without loss of remuneration  during the whole pregnancy and in cases of delivery of stillborn  or death of living birth.  Source: Whenever the employee is covered by the social security system which will pay her the pecuniary benefit due for the maternity leave  the remuneration due by the employer shall be diminished according to the amount paid by the social security.
Percentage of wages paid during maternity leave,Sub-Saharan Africa,646,Rwanda,Maternity leave cash benefits,At least 66.6%,100% first 6 weeks;  20% remainder,-,Amount: The mother with no maternity insurance coverage shall  during the first six weeks of her maternity leave  have the right to her entire salary. During the last six weeks of her maternity leave  this mother may either resume service and receive her full salary or else  have the right to twenty per cent of her salary.  Source: Employer.
Percentage of wages paid during maternity leave,Sub-Saharan Africa,678,Sao Tome and Principe,Maternity leave cash benefits,At least 66.6%,100,%,Amount: 100 per cent.  Source: Social security (employer must pay for women not covered by social security).
Percentage of wages paid during maternity leave,Sub-Saharan Africa,686,Senegal,Maternity leave cash benefits,At least 66.6%,100,%,Amount: Daily benefits for salaried workers are paid for the 14 weeks of maternity leave at 100 per cent of the daily wage received on the last pay day  including allowances directly related to the nature of work. During the remaining period  benefits are paid at a flat rate.  Source: Social Security Fund.
Percentage of wages paid during maternity leave,Sub-Saharan Africa,690,Seychelles,Maternity leave cash benefits,Other,Flat rate monthly benefit for  12 weeks,-,Amount: A flat monthly rate for twelve weeks.  Source: Social Security Fund.
Percentage of wages paid during maternity leave,Sub-Saharan Africa,694,Sierra Leone,Maternity leave cash benefits,At least 66.6%,100,%,0
Percentage of wages paid during maternity leave,Sub-Saharan Africa,706,Somalia,Maternity leave cash benefits,Less than 66.6%,50,%,Amount: Fifty percent of wages.  Source: The employer.
Percentage of wages paid during maternity leave,Sub-Saharan Africa,710,South Africa,Maternity leave cash benefits,Less than 66.6%,60,%,Amount: The Unemployment Insurance Act provides for a maternity benefit of up to a maximum amount of 60 percent of remuneration depending on level of income of the contributor. Benefits are paid for a maximum of 17.32 weeks. In case of a miscarriage during the third trimester or a stillborn child the contributor is entitled to a maximum maternity benefit of six weeks after the miscarriage or stillbirth. Up to a maximum amount of 60 percent of remuneration for lower income contributors and a lower rate for higher income contributors.  Source: Unemployment Insurance Fund  which is based on obligatory monthly contributions from employees and employers.
Percentage of wages paid during maternity leave,Sub-Saharan Africa,716,Zimbabwe,Maternity leave cash benefits,At least 66.6%,100,%,Amount: 100 per cent of normal pay.  Source: Employer.
Percentage of wages paid during maternity leave,Sub-Saharan Africa,729,Sudan,Maternity leave cash benefits,At least 66.6%,100,%,Amount: Female workers are entitled to receive full pay for the period of maternity leave taken.  Source: The cash benefits are to be paid by the employer.
Percentage of wages paid during maternity leave,Sub-Saharan Africa,748,Swaziland,Maternity leave cash benefits,At least 66.6%,100% for 2 weeks,-,Amount: An employee is entitled to receive full pay for at least 2 weeks of maternity leave.  Source: The employer is to pay the cash benefit.
Percentage of wages paid during maternity leave,Sub-Saharan Africa,768,Togo,Maternity leave cash benefits,At least 66.6%,100,%,Amount: During the maternity leave (i.e. 14 weeks with a possible extension of 3 weeks in case of complications) the worker is entitled to the wage she was receiving before confinement.  Source: The financing of the benefits is 50% in charge of the employer  and 50% in charge of Social Security.
Percentage of wages paid during maternity leave,Sub-Saharan Africa,800,Uganda,Maternity leave cash benefits,At least 66.6%,100,%,Amount: Full wages: A female employee shall  as a consequence of pregnancy  have the right to a period of 60 days leave from work on full wages hereafter referred to as "maternity leave"  of which at least four weeks shall follow the childbirth or miscarriage.  Source: Article 56(1) states that the employee shall be paid full wages  by the employer  during maternity leave.
Percentage of wages paid during maternity leave,Sub-Saharan Africa,834,United Republic of Tanzania,Maternity leave cash benefits,At least 66.6%,100,%,Amount: Maternity leave shall be paid at a rate calculated on an employee’s basic wage. Basic wage means that part of an employee’s remuneration paid in respect of work done during the hours ordinarily worked but does not include: (a) allowances  whether or not based on the employee’s basic wage; (b) pay for overtime; (c) additional pay for work on a Sunday or a public holiday; or (d) additional pay for night work. Source: Maternity leave benefits under the Employment and Labour Relations Act shall be paid by the employer.
Percentage of wages paid during maternity leave,Sub-Saharan Africa,854,Burkina Faso,Maternity leave cash benefits,At least 66.6%,100,%,Amount: 100 per cent of the earnings gained just before the leave.  Source: Employer and Social Security. The employer pays exclusively the family allowances contribution as well as the one on professional risks. The benefit under the Social Security Fund is equivalent to the part of the woman’s salary on which social security contributions are paid. The employer must pay the difference between this amount and the woman’s actual salary.
Percentage of wages paid during maternity leave,Sub-Saharan Africa,894,Zambia,Maternity leave cash benefits,At least 66.6%,100,%,Amount: 100 per cent.  Source: Employer.
Percentage of wages paid during maternity leave,Latin America and the Caribbean,28,Antigua and Barbuda,Maternity leave cash benefits,Less than 66.6%,60,%,Amount: The rate of the maternity allowance is 60% of the insured's average weekly earnings in the 52 weeks before the last 6 weeks prior to the expected week of childbirth.  The maternity grant is paid in a lump sum of EC$560. Source: The contributions to the Social Security Fund  into which is provided all benefits including maternity benefits  shall be payable by insured persons and by employers.
Percentage of wages paid during maternity leave,Latin America and the Caribbean,32,Argentina,Maternity leave cash benefits,At least 66.6%,100,%,Amount: 100 per cent. Source: Through family allowance funds  which are financed through state and employer contributions.
Percentage of wages paid during maternity leave,Latin America and the Caribbean,44,Bahamas,Maternity leave cash benefits,At least 66.6%,100,%,Amount: two-thirds by the National Insurance Board (NIB) for 13 weeks starting from the date which is six weeks before the expected date of confinement  or from the day following the day the woman stops remunerative work in respect of her confinement  whichever is later; one-third employer for 12 weeks. Maternity grant is one-time payment of $430 (as of July 2010) made to a woman whose pregnancy results in the birth of a live infant.  Source: The source of funds for the NIB are contributions made by the insured persons and by employers. Any temporary insufficiency in the Fund to meet the liabilities under the National Insurance Act shall be met from moneys provided by the Pariament.
Percentage of wages paid during maternity leave,Latin America and the Caribbean,52,Barbados,Maternity leave cash benefits,At least 66.6%,100,%,Amount: The daily rate is 100% of your average insurable weekly earnings  divided by 6. Source: National insurance system.
Percentage of wages paid during maternity leave,Latin America and the Caribbean,68,Bolivia (Plurinational State of),Maternity leave cash benefits,At least 66.6%,100,%,Amount: 100% of the National minimum wage. 75% of the wages used as base for the payment of contribution that were received by the worker at the beginning of the leave in case these wages are over the National minimum wage.  Source: Social insurance system.
Percentage of wages paid during maternity leave,Latin America and the Caribbean,76,Brazil,Maternity leave cash benefits,At least 66.6%,100,%,Amount: 100 per cent of the monthly wage.  Source: The maternity allowance is paid directly by the employer who is reimbursed by the Social Security Institute. The additional 60 days which companies may provide are paid by the employer  who can deduct the costs from its taxes.
Percentage of wages paid during maternity leave,Latin America and the Caribbean,84,Belize,Maternity leave cash benefits,At least 66.6%,100,%,Amount: 100%. In the case where a female is entitled to maternity benefits under the Labour Act and the Social Security Act  she shall receive maternity benefits from Social Security and in addition she is entitled to be paid by her employer the difference  if any  between her full pay and her Social Security benefits. Source: Social Security or employer. Employers finance allowances for women who are not entitled to receive benefits from social security.
Percentage of wages paid during maternity leave,Latin America and the Caribbean,92,British Virgin Islands,Maternity leave cash benefits,At least 66.6%,66.7,%,0
Percentage of wages paid during maternity leave,Latin America and the Caribbean,136,Cayman Islands,-,-,-,-,-
Percentage of wages paid during maternity leave,Latin America and the Caribbean,152,Chile,Maternity leave cash benefits,At least 66.6%,100,%,Amount: 100 per cent (up to a ceiling).  Source: The Single fund for family benefits  unemployment benefits  funding subsidies and mother’s leave is financed solely by contributions tax be set in the Budget Act and shall be governed by provisions of Decree Law No. 1 263 of 1975.
Percentage of wages paid during maternity leave,Latin America and the Caribbean,170,Colombia,Maternity leave cash benefits,At least 66.6%,100,%,Amount: 100 per cent.  Source: Social security.
Percentage of wages paid during maternity leave,Latin America and the Caribbean,188,Costa Rica,Maternity leave cash benefits,At least 66.6%,up to 100%,-,Amount: The amount of maternity benefits is paid as follows; 50% of the salary from 3 to 6 months of contribution to the Social Security Fund  75% from 6 to 9 months  and 100% for 9 months or more.  Source: The amount of maternity benefits is to be paid in 50% by the Costa Rican Social Security Fund and in 50% by the employer.
Percentage of wages paid during maternity leave,Latin America and the Caribbean,192,Cuba,Maternity leave cash benefits,At least 66.6%,100,%,Amount: The amount for maternity leave is 100% of the average weekly income received in the 12 months immediately preceding  which may not be less than $20.00 per week.  Source: The Social Security provides maternity benefits  which are financed through the contributions of the State  Labour entities and workers  in the terms and conditions provided in the Tax Legislation.
