1 - Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2005,Female,3.53,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2005,Male,1.93,-,-,1,1,16+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2005,Male,1.93,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,840,United States of America,2003,Female,4.12,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,840,United States of America,2003,Male,2.5,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,840,United States of America,2008,Female,3.92,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,840,United States of America,2008,Male,2.4,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,840,United States of America,2005,Female,4.12,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,840,United States of America,2005,Male,2.47,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,840,United States of America,2007,Female,4.03,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,840,United States of America,2007,Male,2.52,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,840,United States of America,2009,Female,3.97,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,840,United States of America,2009,Male,2.5,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,840,United States of America,2010,Female,3.85,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,840,United States of America,2010,Male,2.5,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,840,United States of America,2004,Female,4.17,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,840,United States of America,2004,Male,2.47,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,840,United States of America,2006,Female,4.03,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,840,United States of America,2006,Male,2.43,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,840,United States of America,2011,Female,3.82,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,840,United States of America,2011,Male,2.47,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,840,United States of America,2012,Female,3.82,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,840,United States of America,2012,Male,2.35,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,840,United States of America,2013,Female,3.9,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,840,United States of America,2013,Male,2.47,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,840,United States of America,2014,Female,3.5,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,840,United States of America,2014,Male,2.18,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Northern Africa,12,Algeria,2012,Female,5.3,-,-,1,1,12+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Northern Africa,12,Algeria,2012,Male,0.9,-,-,1,1,12+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Northern Africa,504,Morocco,2011,Female,5,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Northern Africa,504,Morocco,2011,Male,0.72,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Northern Africa,504,Morocco,1997,Female,5.28,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Northern Africa,504,Morocco,1997,Male,0,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Northern Africa,788,Tunisia,2005,Female,5.25,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Northern Africa,788,Tunisia,2005,Male,0.67,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Sub-Saharan Africa,204,Benin,1998,Female,3.25,-,-,1,1,Rural,6-65,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Sub-Saharan Africa,204,Benin,1998,Female,3.25,-,-,1,1,Urban,6-65,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Sub-Saharan Africa,204,Benin,1998,Male,1,-,-,1,1,Urban,6-65,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Sub-Saharan Africa,204,Benin,1998,Male,1.08,-,-,1,1,Rural,6-65,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Sub-Saharan Africa,231,Ethiopia,2013,Female,5.3,-,-,1,1,18+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Sub-Saharan Africa,231,Ethiopia,2013,Female,4.63,-,-,1,1,10+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Sub-Saharan Africa,231,Ethiopia,2013,Male,1.58,-,-,1,1,10+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Sub-Saharan Africa,231,Ethiopia,2013,Male,2.08,-,-,1,1,18+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Sub-Saharan Africa,288,Ghana,2009,Female,3.47,-,-,1,1,10+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Sub-Saharan Africa,288,Ghana,2009,Female,3.72,-,-,1,1,18+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Sub-Saharan Africa,288,Ghana,2009,Male,0.85,-,-,1,1,10+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Sub-Saharan Africa,288,Ghana,2009,Male,1.1,-,-,1,1,18+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Sub-Saharan Africa,426,Lesotho,2002,Female,3.73,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Sub-Saharan Africa,426,Lesotho,2002,Male,1.48,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Sub-Saharan Africa,450,Madagascar,2001,Female,3.5,-,-,1,1,Rural,6-65,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Sub-Saharan Africa,450,Madagascar,2001,Female,3.75,-,-,1,1,Urban,6-65,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Sub-Saharan Africa,450,Madagascar,2001,Male,0.67,-,-,1,1,Rural,6-65,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Sub-Saharan Africa,450,Madagascar,2001,Male,0.92,-,-,1,1,Urban,6-65,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Sub-Saharan Africa,454,Malawi,2004,Female,2.08,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Sub-Saharan Africa,454,Malawi,2004,Male,0.3,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Sub-Saharan Africa,466,Mali,2008,Female,4.9,-,-,1,1,Urban,15-49,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Sub-Saharan Africa,466,Mali,2008,Female,5.3,-,-,1,1,Rural,15-49,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Sub-Saharan Africa,466,Mali,2008,Male,0.6,-,-,1,1,Urban,15-49,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Sub-Saharan Africa,466,Mali,2008,Male,0.4,-,-,1,1,Rural,15-49,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Sub-Saharan Africa,480,Mauritius,2003,Female,4.55,-,-,1,1,10+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Sub-Saharan Africa,480,Mauritius,2003,Male,1.15,-,-,1,1,10+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Sub-Saharan Africa,638,Réunion,2010,Female,3.87,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Sub-Saharan Africa,638,Réunion,2010,Male,2.4,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Sub-Saharan Africa,710,South Africa,2000,Female,3.6,-,-,1,1,10+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Sub-Saharan Africa,710,South Africa,2000,Male,1.38,-,-,1,1,10+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Sub-Saharan Africa,710,South Africa,2010,Female,3.82,-,-,1,1,10+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Sub-Saharan Africa,710,South Africa,2010,Female,4.28,-,-,1,1,15-64,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Sub-Saharan Africa,710,South Africa,2010,Male,1.62,-,-,1,1,10+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Sub-Saharan Africa,710,South Africa,2010,Male,1.53,-,-,1,1,15-64,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Sub-Saharan Africa,834,United Republic of Tanzania,2006,Female,4.1,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Sub-Saharan Africa,834,United Republic of Tanzania,2006,Female,3.53,-,-,1,1,5+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Sub-Saharan Africa,834,United Republic of Tanzania,2006,Male,1.2,-,-,1,1,5+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Sub-Saharan Africa,834,United Republic of Tanzania,2006,Male,1.1,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Sub-Saharan Africa,834,United Republic of Tanzania,2014,Female,3.97,-,-,1,1,5+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Sub-Saharan Africa,834,United Republic of Tanzania,2014,Male,1.07,-,-,1,1,5+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,32,Argentina,2005,Female,4.02,-,-,1,1,15-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,32,Argentina,2005,Male,1.47,-,-,1,1,15-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,32,Argentina,2013,Female,5.68,-,-,1,1,18+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,32,Argentina,2013,Male,1.97,-,-,1,1,18+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,68,Bolivia (Plurinational State of),2001,Female,5,-,-,1,1,urban,20-59,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,68,Bolivia (Plurinational State of),2001,Male,1.3,-,-,1,1,urban,20-59,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,76,Brazil,2009,Female,4.23,-,-,1,1,10+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,76,Brazil,2009,Male,1.43,-,-,1,1,10+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,76,Brazil,2012,Female,3.2,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,76,Brazil,2012,Male,0.75,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,152,Chile,2007,Female,3.9,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,152,Chile,2007,Male,1.25,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,170,Colombia,2012,Female,4.35,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,170,Colombia,2012,Male,1.27,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,188,Costa Rica,2004,Female,5.37,-,-,1,1,12+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,188,Costa Rica,2004,Male,1.57,-,-,1,1,12+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,188,Costa Rica,2011,Female,4.52,-,-,1,1,Metropolitan area,15+,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,188,Costa Rica,2011,Male,0.85,-,-,1,1,Metropolitan area,15+,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,192,Cuba,2001,Female,3.88,-,-,1,1,Pina del Rio,15+,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,192,Cuba,2001,Female,4.65,-,-,1,1,Bayamo,15+,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,192,Cuba,2001,Female,3.92,-,-,1,1,Habana Vieja,15+,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,192,Cuba,2001,Female,4.57,-,-,1,1,San Juan y Martinez,15+,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,192,Cuba,2001,Female,5.25,-,-,1,1,Guisa,15+,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,192,Cuba,2001,Male,1.8,-,-,1,1,Guisa,15+,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,192,Cuba,2001,Male,1.28,-,-,1,1,Habana Vieja,15+,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,192,Cuba,2001,Male,1.83,-,-,1,1,San Juan y Martinez,15+,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,192,Cuba,2001,Male,1.75,-,-,1,1,Pina del Rio,15+,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,192,Cuba,2001,Male,1.47,-,-,1,1,Bayamo,15+,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,218,Ecuador,2012,Female,5.32,-,-,1,1,12+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,218,Ecuador,2012,Male,1.28,-,-,1,1,12+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,320,Guatemala,2006,Female,6.18,-,-,1,1,15-59,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,320,Guatemala,2006,Male,0.78,-,-,1,1,15-59,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,320,Guatemala,2011,Female,6.58,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,320,Guatemala,2011,Male,1.13,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,340,Honduras,2009,Female,3.25,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,340,Honduras,2009,Male,1.05,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,484,Mexico,2009,Female,6.22,-,-,1,1,15-64,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,484,Mexico,2009,Female,6.63,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,484,Mexico,2009,Male,1.88,-,-,1,1,15-64,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,484,Mexico,2009,Male,2.02,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,484,Mexico,2002,Female,6.82,-,-,1,1,12+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,484,Mexico,2002,Male,1.57,-,-,1,1,12+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,558,Nicaragua,1998,Female,4.52,-,-,1,1,6+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,558,Nicaragua,1998,Male,1.48,-,-,1,1,6+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,591,Panama,2011,Female,4.6,-,-,1,1,Urban area,15+,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,591,Panama,2011,Male,1.87,-,-,1,1,Urban area,15+,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,604,Peru,2010,Female,5.6,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,604,Peru,2010,Male,2.12,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,858,Uruguay,2007,Female,6.05,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,858,Uruguay,2007,Female,4.72,-,-,1,1,14+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,858,Uruguay,2007,Male,2.33,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,858,Uruguay,2007,Male,1.83,-,-,1,1,14+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,858,Uruguay,2013,Female,4.83,-,-,1,1,14+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Latin America and the Caribbean,858,Uruguay,2013,Male,2.05,-,-,1,1,14+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Caucasus and Central Asia,31,Azerbaijan,2008,Female,6.1,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Caucasus and Central Asia,31,Azerbaijan,2008,Male,2.13,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Caucasus and Central Asia,51,Armenia,2008,Female,5.2,-,-,1,1,15-80,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Caucasus and Central Asia,51,Armenia,2008,Male,1.05,-,-,1,1,15-80,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Caucasus and Central Asia,51,Armenia,2004,Female,5.77,-,-,1,1,15-80,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Caucasus and Central Asia,51,Armenia,2004,Male,1.1,-,-,1,1,15-80,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Caucasus and Central Asia,398,Kazakhstan,2003,Female,6.83,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Caucasus and Central Asia,398,Kazakhstan,2003,Male,4.17,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Caucasus and Central Asia,398,Kazakhstan,2000,Female,6.65,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Caucasus and Central Asia,398,Kazakhstan,2000,Male,3.32,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Caucasus and Central Asia,398,Kazakhstan,2006,Female,6.27,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Caucasus and Central Asia,398,Kazakhstan,2006,Male,3.62,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Caucasus and Central Asia,398,Kazakhstan,2012,Female,4.1,-,-,1,1,10+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Caucasus and Central Asia,398,Kazakhstan,2012,Male,1.85,-,-,1,1,10+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Caucasus and Central Asia,417,Kyrgyzstan,2000,Female,6.65,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Caucasus and Central Asia,417,Kyrgyzstan,2000,Male,3.32,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Caucasus and Central Asia,417,Kyrgyzstan,2005,Female,5.7,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Caucasus and Central Asia,417,Kyrgyzstan,2005,Male,2.32,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Caucasus and Central Asia,417,Kyrgyzstan,2010,Female,4.5,-,-,1,1,12+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Caucasus and Central Asia,417,Kyrgyzstan,2010,Male,1.52,-,-,1,1,12+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Caucasus and Central Asia,417,Kyrgyzstan,2015,Female,4.03,-,-,1,1,12+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Caucasus and Central Asia,417,Kyrgyzstan,2015,Male,2.28,-,-,1,1,12+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Western Asia,275,State of Palestine,1999,Female,4.85,-,-,1,1,10+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Western Asia,275,State of Palestine,1999,Male,0.73,-,-,1,1,10+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Western Asia,275,State of Palestine,2012,Female,4.6,-,-,1,1,10+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Western Asia,275,State of Palestine,2012,Male,0.73,-,-,1,1,10+,-,-,-,-,-,-
