9 - Existence of laws on domestic violence

Indicator Name,Region,Country Code,Country,Measure Name,Measure Value,Footnote
Existence of laws on domestic violence,Developed regions,840,United States of America,Violence against Women Laws - Marital rape,Yes,The enforcement of criminal laws in the United States is carried out through state criminal codes  only some of which explicitly criminalize marital rape.
Existence of laws on domestic violence,Northern Africa,12,Algeria,Violence against Women Laws - Domestic violence,No,Data are from OHCHR 2011.
Existence of laws on domestic violence,Northern Africa,12,Algeria,Violence against Women Laws - Sexual harassment,Yes,-
Existence of laws on domestic violence,Northern Africa,12,Algeria,Violence against Women Laws - Marital rape,No,Data are from OHCHR 2011.
Existence of laws on domestic violence,Northern Africa,434,Libya,Violence against Women Laws - Domestic violence,No,Data are from OHCHR 2011.
Existence of laws on domestic violence,Northern Africa,434,Libya,Violence against Women Laws - Sexual harassment,Not Available / contradictory data source,-
Existence of laws on domestic violence,Northern Africa,434,Libya,Violence against Women Laws - Marital rape,No,Data are from Kelly 2010.
Existence of laws on domestic violence,Northern Africa,504,Morocco,Violence against Women Laws - Domestic violence,Yes,Information provided by UN Women regional and country offices.
Existence of laws on domestic violence,Northern Africa,504,Morocco,Violence against Women Laws - Sexual harassment,Yes,-
Existence of laws on domestic violence,Northern Africa,504,Morocco,Violence against Women Laws - Marital rape,No,Data are from OHCHR 2011.
Existence of laws on domestic violence,Northern Africa,788,Tunisia,Violence against Women Laws - Domestic violence,No,Data are from OHCHR 2011.
Existence of laws on domestic violence,Northern Africa,788,Tunisia,Violence against Women Laws - Sexual harassment,Yes,Data are from OHCHR 2011.
Existence of laws on domestic violence,Northern Africa,788,Tunisia,Violence against Women Laws - Marital rape,No,Data are from OHCHR 2011.
Existence of laws on domestic violence,Northern Africa,818,Egypt,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Northern Africa,818,Egypt,Violence against Women Laws - Sexual harassment,No,Data are from OHCHR 2011.
Existence of laws on domestic violence,Northern Africa,818,Egypt,Violence against Women Laws - Marital rape,No,Data are from OHCHR 2011.
Existence of laws on domestic violence,Oceania,90,Solomon Islands,Violence against Women Laws - Domestic violence,No,Information provided by UN Women regional and country offices.
Existence of laws on domestic violence,Oceania,90,Solomon Islands,Violence against Women Laws - Sexual harassment,No,Information provided by UN Women regional and country offices.
Existence of laws on domestic violence,Oceania,90,Solomon Islands,Violence against Women Laws - Marital rape,No,Information provided by UN Women regional and country offices.
Existence of laws on domestic violence,Oceania,242,Fiji,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Oceania,242,Fiji,Violence against Women Laws - Sexual harassment,Yes,Information provided by UN Women regional and country offices.
Existence of laws on domestic violence,Oceania,242,Fiji,Violence against Women Laws - Marital rape,No,Information provided by UN Women regional and country offices.
Existence of laws on domestic violence,Oceania,296,Kiribati,Violence against Women Laws - Domestic violence,No,Data are from UNDP 2010b.
Existence of laws on domestic violence,Oceania,296,Kiribati,Violence against Women Laws - Sexual harassment,No,Data are from UNDP 2010b.
Existence of laws on domestic violence,Oceania,296,Kiribati,Violence against Women Laws - Marital rape,No,Information provided by UN Women regional and country offices.
Existence of laws on domestic violence,Oceania,520,Nauru,Violence against Women Laws - Domestic violence,No,Data are based on documents produced by Member States and the UN system for the Universal Periodic Review (UPR). The UPR is a unique process that involves a review of the human rights records of all 192 UN Member States once every four years. The UPR is a State-driven process  under the auspices of the Human Rights Council  which provides the opportunity for each State to declare what actions they have taken to improve the human rights situations in their countries and to fulfil their human rights obligations. All documents are available at: http://www.ohchr.org/en/hrbodies/upr/pages/uprmain.aspx
Existence of laws on domestic violence,Oceania,520,Nauru,Violence against Women Laws - Sexual harassment,Not Available / contradictory data source,-
Existence of laws on domestic violence,Oceania,520,Nauru,Violence against Women Laws - Marital rape,No,Data are based on UN Women review of laws  including penal codes and labour laws  as well as specific domestic violence and sexual offences laws. Canada does not have an offence specific criminal law for domestic violence  however acts of family violence are covered under existing legislation  according to the appropriate criminal offence (eg homicide  assault  sexual assault).
Existence of laws on domestic violence,Oceania,548,Vanuatu,Violence against Women Laws - Domestic violence,Yes,Data are from UNDP 2010b.
Existence of laws on domestic violence,Oceania,548,Vanuatu,Violence against Women Laws - Sexual harassment,No,Data are from UNDP 2010b.
Existence of laws on domestic violence,Oceania,548,Vanuatu,Violence against Women Laws - Marital rape,No,Information provided by UN Women regional and country offices.
Existence of laws on domestic violence,Oceania,583,Micronesia (Federated States of),Violence against Women Laws - Domestic violence,No,Data are from UNDP 2010b.
Existence of laws on domestic violence,Oceania,583,Micronesia (Federated States of),Violence against Women Laws - Sexual harassment,No,Data are from UNDP 2010b.
Existence of laws on domestic violence,Oceania,583,Micronesia (Federated States of),Violence against Women Laws - Marital rape,No,Jivan and Forster 2007.
Existence of laws on domestic violence,Oceania,584,Marshall Islands,Violence against Women Laws - Domestic violence,No,Data are from UNDP 2010b.
Existence of laws on domestic violence,Oceania,584,Marshall Islands,Violence against Women Laws - Sexual harassment,No,Data are from UNDP 2010b.
Existence of laws on domestic violence,Oceania,584,Marshall Islands,Violence against Women Laws - Marital rape,No,Data are based on UN Women review of laws  including penal codes and labour laws  as well as specific domestic violence and sexual offences laws. Canada does not have an offence specific criminal law for domestic violence  however acts of family violence are covered under existing legislation  according to the appropriate criminal offence (eg homicide  assault  sexual assault).
Existence of laws on domestic violence,Oceania,585,Palau,Violence against Women Laws - Domestic violence,No,Data are based on documents produced by Member States and the UN system for the Universal Periodic Review (UPR). The UPR is a unique process that involves a review of the human rights records of all 192 UN Member States once every four years. The UPR is a State-driven process  under the auspices of the Human Rights Council  which provides the opportunity for each State to declare what actions they have taken to improve the human rights situations in their countries and to fulfil their human rights obligations. All documents are available at: http://www.ohchr.org/en/hrbodies/upr/pages/uprmain.aspx
Existence of laws on domestic violence,Oceania,585,Palau,Violence against Women Laws - Sexual harassment,Not Available / contradictory data source,-
Existence of laws on domestic violence,Oceania,585,Palau,Violence against Women Laws - Marital rape,No,Data are based on documents produced by Member States and the UN system for the Universal Periodic Review (UPR). The UPR is a unique process that involves a review of the human rights records of all 192 UN Member States once every four years. The UPR is a State-driven process  under the auspices of the Human Rights Council  which provides the opportunity for each State to declare what actions they have taken to improve the human rights situations in their countries and to fulfil their human rights obligations. All documents are available at: http://www.ohchr.org/en/hrbodies/upr/pages/uprmain.aspx
Existence of laws on domestic violence,Oceania,598,Papua New Guinea,Violence against Women Laws - Domestic violence,No,Data are from UNDP 2010b.
Existence of laws on domestic violence,Oceania,598,Papua New Guinea,Violence against Women Laws - Sexual harassment,Yes,Jivan and Forster 2007.
Existence of laws on domestic violence,Oceania,598,Papua New Guinea,Violence against Women Laws - Marital rape,No,Data are based on UN Women review of laws  including penal codes and labour laws  as well as specific domestic violence and sexual offences laws. Canada does not have an offence specific criminal law for domestic violence  however acts of family violence are covered under existing legislation  according to the appropriate criminal offence (eg homicide  assault  sexual assault).
Existence of laws on domestic violence,Oceania,776,Tonga,Violence against Women Laws - Domestic violence,No,Roguski and Kingi 2011.
Existence of laws on domestic violence,Oceania,776,Tonga,Violence against Women Laws - Sexual harassment,Not Available / contradictory data source,-
Existence of laws on domestic violence,Oceania,776,Tonga,Violence against Women Laws - Marital rape,No,-
Existence of laws on domestic violence,Oceania,798,Tuvalu,Violence against Women Laws - Domestic violence,No,Data are from UNDP 2010b.
Existence of laws on domestic violence,Oceania,798,Tuvalu,Violence against Women Laws - Sexual harassment,No,Data are from UNDP 2010b.
Existence of laws on domestic violence,Oceania,798,Tuvalu,Violence against Women Laws - Marital rape,No,Data are from OHCHR 2011.
Existence of laws on domestic violence,Oceania,882,Samoa,Violence against Women Laws - Domestic violence,No,Information from the UN Secretary-General's database indicates that draft legislation is under consideration.
Existence of laws on domestic violence,Oceania,882,Samoa,Violence against Women Laws - Sexual harassment,No,Data are based on documents produced by Member States and the UN system for the Universal Periodic Review (UPR). The UPR is a unique process that involves a review of the human rights records of all 192 UN Member States once every four years. The UPR is a State-driven process  under the auspices of the Human Rights Council  which provides the opportunity for each State to declare what actions they have taken to improve the human rights situations in their countries and to fulfil their human rights obligations. All documents are available at: http://www.ohchr.org/en/hrbodies/upr/pages/uprmain.aspx
Existence of laws on domestic violence,Oceania,882,Samoa,Violence against Women Laws - Marital rape,No,Data are based on UN Women review of laws  including penal codes and labour laws  as well as specific domestic violence and sexual offences laws. Canada does not have an offence specific criminal law for domestic violence  however acts of family violence are covered under existing legislation  according to the appropriate criminal offence (eg homicide  assault  sexual assault).
Existence of laws on domestic violence,Sub-Saharan Africa,24,Angola,Violence against Women Laws - Domestic violence,No,Information from the UN Secretary-General's database indicates that draft legislation is under consideration.
Existence of laws on domestic violence,Sub-Saharan Africa,24,Angola,Violence against Women Laws - Sexual harassment,Yes,Data are based on UN Women review of laws  including penal codes and labour laws  as well as specific domestic violence and sexual offences laws. Canada does not have an offence specific criminal law for domestic violence  however acts of family violence are covered under existing legislation  according to the appropriate criminal offence (eg homicide  assault  sexual assault).
Existence of laws on domestic violence,Sub-Saharan Africa,24,Angola,Violence against Women Laws - Marital rape,No,Data are from OHCHR 2011.
Existence of laws on domestic violence,Sub-Saharan Africa,72,Botswana,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Sub-Saharan Africa,72,Botswana,Violence against Women Laws - Sexual harassment,Yes,-
Existence of laws on domestic violence,Sub-Saharan Africa,72,Botswana,Violence against Women Laws - Marital rape,No,Data are from OHCHR 2011.
Existence of laws on domestic violence,Sub-Saharan Africa,108,Burundi,Violence against Women Laws - Domestic violence,Yes,Data are based on UN Women review of laws  including penal codes and labour laws  as well as specific domestic violence and sexual offences laws. Canada does not have an offence specific criminal law for domestic violence  however acts of family violence are covered under existing legislation  according to the appropriate criminal offence (eg homicide  assault  sexual assault).
Existence of laws on domestic violence,Sub-Saharan Africa,108,Burundi,Violence against Women Laws - Sexual harassment,Yes,Data are based on UN Women review of laws  including penal codes and labour laws  as well as specific domestic violence and sexual offences laws. Canada does not have an offence specific criminal law for domestic violence  however acts of family violence are covered under existing legislation  according to the appropriate criminal offence (eg homicide  assault  sexual assault).
Existence of laws on domestic violence,Sub-Saharan Africa,108,Burundi,Violence against Women Laws - Marital rape,Yes,Data are based on UN Women review of laws  including penal codes and labour laws  as well as specific domestic violence and sexual offences laws. Canada does not have an offence specific criminal law for domestic violence  however acts of family violence are covered under existing legislation  according to the appropriate criminal offence (eg homicide  assault  sexual assault).
Existence of laws on domestic violence,Sub-Saharan Africa,120,Cameroon,Violence against Women Laws - Domestic violence,No,Data are from OHCHR 2011.
Existence of laws on domestic violence,Sub-Saharan Africa,120,Cameroon,Violence against Women Laws - Sexual harassment,No,Information from the UN Secretary-General's database indicates that draft legislation is under consideration.
Existence of laws on domestic violence,Sub-Saharan Africa,120,Cameroon,Violence against Women Laws - Marital rape,No,Data are from OHCHR 2011.
Existence of laws on domestic violence,Sub-Saharan Africa,132,Cabo Verde,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Sub-Saharan Africa,132,Cabo Verde,Violence against Women Laws - Sexual harassment,Yes,Information provided by UN Women regional and country offices.
Existence of laws on domestic violence,Sub-Saharan Africa,132,Cabo Verde,Violence against Women Laws - Marital rape,Yes,Data are based on UN Women review of laws  including penal codes and labour laws  as well as specific domestic violence and sexual offences laws. Canada does not have an offence specific criminal law for domestic violence  however acts of family violence are covered under existing legislation  according to the appropriate criminal offence (eg homicide  assault  sexual assault).
Existence of laws on domestic violence,Sub-Saharan Africa,140,Central African Republic,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Sub-Saharan Africa,140,Central African Republic,Violence against Women Laws - Sexual harassment,Yes,-
Existence of laws on domestic violence,Sub-Saharan Africa,140,Central African Republic,Violence against Women Laws - Marital rape,No,Information provided by UN Women regional and country offices.
Existence of laws on domestic violence,Sub-Saharan Africa,148,Chad,Violence against Women Laws - Domestic violence,Yes,Data are based on UN Women review of laws  including penal codes and labour laws  as well as specific domestic violence and sexual offences laws. Canada does not have an offence specific criminal law for domestic violence  however acts of family violence are covered under existing legislation  according to the appropriate criminal offence (eg homicide  assault  sexual assault).
Existence of laws on domestic violence,Sub-Saharan Africa,148,Chad,Violence against Women Laws - Sexual harassment,No,ACGSD 2010.
Existence of laws on domestic violence,Sub-Saharan Africa,148,Chad,Violence against Women Laws - Marital rape,No,Data are from US Department of State 2011.
Existence of laws on domestic violence,Sub-Saharan Africa,174,Comoros,Violence against Women Laws - Domestic violence,Yes,Data are from US Department of State 2011.
Existence of laws on domestic violence,Sub-Saharan Africa,174,Comoros,Violence against Women Laws - Sexual harassment,Yes,ACGSD 2010.
Existence of laws on domestic violence,Sub-Saharan Africa,174,Comoros,Violence against Women Laws - Marital rape,No,ACGSD 2010.
Existence of laws on domestic violence,Sub-Saharan Africa,178,Congo,Violence against Women Laws - Domestic violence,No,ACGSD 2010.
Existence of laws on domestic violence,Sub-Saharan Africa,178,Congo,Violence against Women Laws - Sexual harassment,Not Available / contradictory data source,-
Existence of laws on domestic violence,Sub-Saharan Africa,178,Congo,Violence against Women Laws - Marital rape,No,Data are based on documents produced by Member States and the UN system for the Universal Periodic Review (UPR). The UPR is a unique process that involves a review of the human rights records of all 192 UN Member States once every four years. The UPR is a State-driven process  under the auspices of the Human Rights Council  which provides the opportunity for each State to declare what actions they have taken to improve the human rights situations in their countries and to fulfil their human rights obligations. All documents are available at: http://www.ohchr.org/en/hrbodies/upr/pages/uprmain.aspx
Existence of laws on domestic violence,Sub-Saharan Africa,180,Democratic Republic of the Congo,Violence against Women Laws - Domestic violence,No,Information provided by UN Women regional and country offices.
Existence of laws on domestic violence,Sub-Saharan Africa,180,Democratic Republic of the Congo,Violence against Women Laws - Sexual harassment,Yes,-
Existence of laws on domestic violence,Sub-Saharan Africa,180,Democratic Republic of the Congo,Violence against Women Laws - Marital rape,No,-
Existence of laws on domestic violence,Sub-Saharan Africa,204,Benin,Violence against Women Laws - Domestic violence,No,Data are from OHCHR 2011.
Existence of laws on domestic violence,Sub-Saharan Africa,204,Benin,Violence against Women Laws - Sexual harassment,Yes,-
Existence of laws on domestic violence,Sub-Saharan Africa,204,Benin,Violence against Women Laws - Marital rape,No,Data are from OHCHR 2011.
Existence of laws on domestic violence,Sub-Saharan Africa,226,Equatorial Guinea,Violence against Women Laws - Domestic violence,No,Data are based on documents produced by Member States and the UN system for the Universal Periodic Review (UPR). The UPR is a unique process that involves a review of the human rights records of all 192 UN Member States once every four years. The UPR is a State-driven process  under the auspices of the Human Rights Council  which provides the opportunity for each State to declare what actions they have taken to improve the human rights situations in their countries and to fulfil their human rights obligations. All documents are available at: http://www.ohchr.org/en/hrbodies/upr/pages/uprmain.aspx
Existence of laws on domestic violence,Sub-Saharan Africa,226,Equatorial Guinea,Violence against Women Laws - Sexual harassment,Yes,UN CEDAW 2004.
Existence of laws on domestic violence,Sub-Saharan Africa,226,Equatorial Guinea,Violence against Women Laws - Marital rape,No,ACGSD 2010.
Existence of laws on domestic violence,Sub-Saharan Africa,231,Ethiopia,Violence against Women Laws - Domestic violence,Yes,ACGSD 2010.
Existence of laws on domestic violence,Sub-Saharan Africa,231,Ethiopia,Violence against Women Laws - Sexual harassment,Not Available / contradictory data source,-
Existence of laws on domestic violence,Sub-Saharan Africa,231,Ethiopia,Violence against Women Laws - Marital rape,No,-
Existence of laws on domestic violence,Sub-Saharan Africa,232,Eritrea,Violence against Women Laws - Domestic violence,No,ACGSD 2010.
Existence of laws on domestic violence,Sub-Saharan Africa,232,Eritrea,Violence against Women Laws - Sexual harassment,Not Available / contradictory data source,-
Existence of laws on domestic violence,Sub-Saharan Africa,232,Eritrea,Violence against Women Laws - Marital rape,No,Data are based on documents produced by Member States and the UN system for the Universal Periodic Review (UPR). The UPR is a unique process that involves a review of the human rights records of all 192 UN Member States once every four years. The UPR is a State-driven process  under the auspices of the Human Rights Council  which provides the opportunity for each State to declare what actions they have taken to improve the human rights situations in their countries and to fulfil their human rights obligations. All documents are available at: http://www.ohchr.org/en/hrbodies/upr/pages/uprmain.aspx
Existence of laws on domestic violence,Sub-Saharan Africa,262,Djibouti,Violence against Women Laws - Domestic violence,No,Information provided by UN Women regional and country offices.
Existence of laws on domestic violence,Sub-Saharan Africa,262,Djibouti,Violence against Women Laws - Sexual harassment,No,Information provided by UN Women regional and country offices.
Existence of laws on domestic violence,Sub-Saharan Africa,262,Djibouti,Violence against Women Laws - Marital rape,No,ACGSD 2010.
Existence of laws on domestic violence,Sub-Saharan Africa,266,Gabon,Violence against Women Laws - Domestic violence,No,ACGSD 2010.
Existence of laws on domestic violence,Sub-Saharan Africa,266,Gabon,Violence against Women Laws - Sexual harassment,No,ITUC 2007.
Existence of laws on domestic violence,Sub-Saharan Africa,266,Gabon,Violence against Women Laws - Marital rape,No,AWRO 2009.
Existence of laws on domestic violence,Sub-Saharan Africa,270,Gambia,Violence against Women Laws - Domestic violence,No,Data are based on documents produced by Member States and the UN system for the Universal Periodic Review (UPR). The UPR is a unique process that involves a review of the human rights records of all 192 UN Member States once every four years. The UPR is a State-driven process  under the auspices of the Human Rights Council  which provides the opportunity for each State to declare what actions they have taken to improve the human rights situations in their countries and to fulfil their human rights obligations. All documents are available at: http://www.ohchr.org/en/hrbodies/upr/pages/uprmain.aspx
Existence of laws on domestic violence,Sub-Saharan Africa,270,Gambia,Violence against Women Laws - Sexual harassment,Yes,Information provided by UN Women regional and country offices.
Existence of laws on domestic violence,Sub-Saharan Africa,270,Gambia,Violence against Women Laws - Marital rape,No,ACGSD 2010.
Existence of laws on domestic violence,Sub-Saharan Africa,288,Ghana,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Sub-Saharan Africa,288,Ghana,Violence against Women Laws - Sexual harassment,No,Information provided by UN Women regional and country offices.
Existence of laws on domestic violence,Sub-Saharan Africa,288,Ghana,Violence against Women Laws - Marital rape,No,Data are based on documents produced by Member States and the UN system for the Universal Periodic Review (UPR). The UPR is a unique process that involves a review of the human rights records of all 192 UN Member States once every four years. The UPR is a State-driven process  under the auspices of the Human Rights Council  which provides the opportunity for each State to declare what actions they have taken to improve the human rights situations in their countries and to fulfil their human rights obligations. All documents are available at: http://www.ohchr.org/en/hrbodies/upr/pages/uprmain.aspx
Existence of laws on domestic violence,Sub-Saharan Africa,324,Guinea,Violence against Women Laws - Domestic violence,No,Data are from OHCHR 2011.
Existence of laws on domestic violence,Sub-Saharan Africa,324,Guinea,Violence against Women Laws - Sexual harassment,No,Information provided by UN Women regional and country offices.
Existence of laws on domestic violence,Sub-Saharan Africa,324,Guinea,Violence against Women Laws - Marital rape,No,Data are from OHCHR 2011.
Existence of laws on domestic violence,Sub-Saharan Africa,384,Côte d'Ivoire,Violence against Women Laws - Domestic violence,No,ACGSD 2010.
Existence of laws on domestic violence,Sub-Saharan Africa,384,Côte d'Ivoire,Violence against Women Laws - Sexual harassment,Yes,Data are based on UN Women review of laws  including penal codes and labour laws  as well as specific domestic violence and sexual offences laws. Canada does not have an offence specific criminal law for domestic violence  however acts of family violence are covered under existing legislation  according to the appropriate criminal offence (eg homicide  assault  sexual assault).
Existence of laws on domestic violence,Sub-Saharan Africa,384,Côte d'Ivoire,Violence against Women Laws - Marital rape,No,UN CEDAW 2010b.
Existence of laws on domestic violence,Sub-Saharan Africa,404,Kenya,Violence against Women Laws - Domestic violence,No,Information from the UN Secretary-General's database indicates that draft legislation is under consideration.
Existence of laws on domestic violence,Sub-Saharan Africa,404,Kenya,Violence against Women Laws - Sexual harassment,Yes,-
Existence of laws on domestic violence,Sub-Saharan Africa,404,Kenya,Violence against Women Laws - Marital rape,No,Data are based on UN Women review of laws  including penal codes and labour laws  as well as specific domestic violence and sexual offences laws. Canada does not have an offence specific criminal law for domestic violence  however acts of family violence are covered under existing legislation  according to the appropriate criminal offence (eg homicide  assault  sexual assault).
Existence of laws on domestic violence,Sub-Saharan Africa,426,Lesotho,Violence against Women Laws - Domestic violence,No,Information from the UN Secretary-General's database indicates that draft legislation is under consideration.
Existence of laws on domestic violence,Sub-Saharan Africa,426,Lesotho,Violence against Women Laws - Sexual harassment,Yes,-
Existence of laws on domestic violence,Sub-Saharan Africa,426,Lesotho,Violence against Women Laws - Marital rape,No,-
Existence of laws on domestic violence,Sub-Saharan Africa,430,Liberia,Violence against Women Laws - Domestic violence,No,Data are from OHCHR 2011.
Existence of laws on domestic violence,Sub-Saharan Africa,430,Liberia,Violence against Women Laws - Sexual harassment,No,Information provided by UN Women regional and country offices.
Existence of laws on domestic violence,Sub-Saharan Africa,430,Liberia,Violence against Women Laws - Marital rape,Not Available / contradictory data source,-
Existence of laws on domestic violence,Sub-Saharan Africa,450,Madagascar,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Sub-Saharan Africa,450,Madagascar,Violence against Women Laws - Sexual harassment,Yes,Data are based on UN Women review of laws  including penal codes and labour laws  as well as specific domestic violence and sexual offences laws. Canada does not have an offence specific criminal law for domestic violence  however acts of family violence are covered under existing legislation  according to the appropriate criminal offence (eg homicide  assault  sexual assault).
Existence of laws on domestic violence,Sub-Saharan Africa,450,Madagascar,Violence against Women Laws - Marital rape,No,Data are from OHCHR 2011.
Existence of laws on domestic violence,Sub-Saharan Africa,454,Malawi,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Sub-Saharan Africa,454,Malawi,Violence against Women Laws - Sexual harassment,No,Data are from OHCHR 2011.
Existence of laws on domestic violence,Sub-Saharan Africa,454,Malawi,Violence against Women Laws - Marital rape,No,Data are from OHCHR 2011.
Existence of laws on domestic violence,Sub-Saharan Africa,466,Mali,Violence against Women Laws - Domestic violence,No,Data are from OHCHR 2011.
Existence of laws on domestic violence,Sub-Saharan Africa,466,Mali,Violence against Women Laws - Sexual harassment,No,Data are from OHCHR 2011.
Existence of laws on domestic violence,Sub-Saharan Africa,466,Mali,Violence against Women Laws - Marital rape,No,Data are from OHCHR 2011.
Existence of laws on domestic violence,Sub-Saharan Africa,478,Mauritania,Violence against Women Laws - Domestic violence,No,Information provided by UN Women regional and country offices.
Existence of laws on domestic violence,Sub-Saharan Africa,478,Mauritania,Violence against Women Laws - Sexual harassment,No,Information provided by UN Women regional and country offices.
Existence of laws on domestic violence,Sub-Saharan Africa,478,Mauritania,Violence against Women Laws - Marital rape,No,Information provided by UN Women regional and country offices.
Existence of laws on domestic violence,Sub-Saharan Africa,480,Mauritius,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Sub-Saharan Africa,480,Mauritius,Violence against Women Laws - Sexual harassment,Yes,-
Existence of laws on domestic violence,Sub-Saharan Africa,480,Mauritius,Violence against Women Laws - Marital rape,No,Data are based on UN Women review of laws  including penal codes and labour laws  as well as specific domestic violence and sexual offences laws. Canada does not have an offence specific criminal law for domestic violence  however acts of family violence are covered under existing legislation  according to the appropriate criminal offence (eg homicide  assault  sexual assault).
Existence of laws on domestic violence,Sub-Saharan Africa,508,Mozambique,Violence against Women Laws - Domestic violence,Yes,Data are based on documents produced by Member States and the UN system for the Universal Periodic Review (UPR). The UPR is a unique process that involves a review of the human rights records of all 192 UN Member States once every four years. The UPR is a State-driven process  under the auspices of the Human Rights Council  which provides the opportunity for each State to declare what actions they have taken to improve the human rights situations in their countries and to fulfil their human rights obligations. All documents are available at: http://www.ohchr.org/en/hrbodies/upr/pages/uprmain.aspx
Existence of laws on domestic violence,Sub-Saharan Africa,508,Mozambique,Violence against Women Laws - Sexual harassment,Yes,Data are based on UN Women review of laws  including penal codes and labour laws  as well as specific domestic violence and sexual offences laws. Canada does not have an offence specific criminal law for domestic violence  however acts of family violence are covered under existing legislation  according to the appropriate criminal offence (eg homicide  assault  sexual assault).
Existence of laws on domestic violence,Sub-Saharan Africa,508,Mozambique,Violence against Women Laws - Marital rape,No,Data are from OHCHR 2011.
Existence of laws on domestic violence,Sub-Saharan Africa,516,Namibia,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Sub-Saharan Africa,516,Namibia,Violence against Women Laws - Sexual harassment,Yes,-
Existence of laws on domestic violence,Sub-Saharan Africa,516,Namibia,Violence against Women Laws - Marital rape,Yes,-
Existence of laws on domestic violence,Sub-Saharan Africa,562,Niger,Violence against Women Laws - Domestic violence,No,ACGSD 2010.
Existence of laws on domestic violence,Sub-Saharan Africa,562,Niger,Violence against Women Laws - Sexual harassment,Yes,-
Existence of laws on domestic violence,Sub-Saharan Africa,562,Niger,Violence against Women Laws - Marital rape,No,ACGSD 2010.
Existence of laws on domestic violence,Sub-Saharan Africa,566,Nigeria,Violence against Women Laws - Domestic violence,No,Information from the UN Secretary-General's database indicates that draft legislation is under consideration.
Existence of laws on domestic violence,Sub-Saharan Africa,566,Nigeria,Violence against Women Laws - Sexual harassment,No,Data are from OHCHR 2011.
Existence of laws on domestic violence,Sub-Saharan Africa,566,Nigeria,Violence against Women Laws - Marital rape,No,-
Existence of laws on domestic violence,Sub-Saharan Africa,624,Guinea-Bissau,Violence against Women Laws - Domestic violence,No,Data are based on documents produced by Member States and the UN system for the Universal Periodic Review (UPR). The UPR is a unique process that involves a review of the human rights records of all 192 UN Member States once every four years. The UPR is a State-driven process  under the auspices of the Human Rights Council  which provides the opportunity for each State to declare what actions they have taken to improve the human rights situations in their countries and to fulfil their human rights obligations. All documents are available at: http://www.ohchr.org/en/hrbodies/upr/pages/uprmain.aspx
Existence of laws on domestic violence,Sub-Saharan Africa,624,Guinea-Bissau,Violence against Women Laws - Sexual harassment,No,Data are based on documents produced by Member States and the UN system for the Universal Periodic Review (UPR). The UPR is a unique process that involves a review of the human rights records of all 192 UN Member States once every four years. The UPR is a State-driven process  under the auspices of the Human Rights Council  which provides the opportunity for each State to declare what actions they have taken to improve the human rights situations in their countries and to fulfil their human rights obligations. All documents are available at: http://www.ohchr.org/en/hrbodies/upr/pages/uprmain.aspx
Existence of laws on domestic violence,Sub-Saharan Africa,624,Guinea-Bissau,Violence against Women Laws - Marital rape,Not Available / contradictory data source,-
Existence of laws on domestic violence,Sub-Saharan Africa,646,Rwanda,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Sub-Saharan Africa,646,Rwanda,Violence against Women Laws - Sexual harassment,Yes,-
Existence of laws on domestic violence,Sub-Saharan Africa,646,Rwanda,Violence against Women Laws - Marital rape,Yes,-
Existence of laws on domestic violence,Sub-Saharan Africa,678,Sao Tome and Principe,Violence against Women Laws - Domestic violence,Yes,Data are based on documents produced by Member States and the UN system for the Universal Periodic Review (UPR). The UPR is a unique process that involves a review of the human rights records of all 192 UN Member States once every four years. The UPR is a State-driven process  under the auspices of the Human Rights Council  which provides the opportunity for each State to declare what actions they have taken to improve the human rights situations in their countries and to fulfil their human rights obligations. All documents are available at: http://www.ohchr.org/en/hrbodies/upr/pages/uprmain.aspx
Existence of laws on domestic violence,Sub-Saharan Africa,678,Sao Tome and Principe,Violence against Women Laws - Sexual harassment,Not Available / contradictory data source,-
Existence of laws on domestic violence,Sub-Saharan Africa,678,Sao Tome and Principe,Violence against Women Laws - Marital rape,Not Available / contradictory data source,-
Existence of laws on domestic violence,Sub-Saharan Africa,686,Senegal,Violence against Women Laws - Domestic violence,Yes,-
Existence of laws on domestic violence,Sub-Saharan Africa,686,Senegal,Violence against Women Laws - Sexual harassment,Yes,Data are based on UN Women review of laws  including penal codes and labour laws  as well as specific domestic violence and sexual offences laws. Canada does not have an offence specific criminal law for domestic violence  however acts of family violence are covered under existing legislation  according to the appropriate criminal offence (eg homicide  assault  sexual assault).
