10 - Whether or not inheritance rights discriminate against women and girls

Indicator Name,Region,Country Code,Country,Measure Name,Measure Value,Footnote
Whether or not inheritance rights discriminate against women and girls,Sub-Saharan Africa,686,Senegal,Discrimination against daughters,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Sub-Saharan Africa,690,Seychelles,-,-,-
Whether or not inheritance rights discriminate against women and girls,Sub-Saharan Africa,694,Sierra Leone,Discrimination against widows,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Sub-Saharan Africa,694,Sierra Leone,Discrimination against daughters,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Sub-Saharan Africa,706,Somalia,Discrimination against widows,The law does not guarantee the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Sub-Saharan Africa,706,Somalia,Discrimination against daughters,The law does not guarantee the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Sub-Saharan Africa,710,South Africa,Discrimination against widows,The law guarantees the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Sub-Saharan Africa,710,South Africa,Discrimination against daughters,The law guarantees the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Sub-Saharan Africa,716,Zimbabwe,Discrimination against widows,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Sub-Saharan Africa,716,Zimbabwe,Discrimination against daughters,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Sub-Saharan Africa,728,South Sudan,-,-,-
Whether or not inheritance rights discriminate against women and girls,Sub-Saharan Africa,729,Sudan,Discrimination against widows,The law does not guarantee the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Sub-Saharan Africa,729,Sudan,Discrimination against daughters,The law does not guarantee the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Sub-Saharan Africa,748,Swaziland,Discrimination against widows,The law does not guarantee the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Sub-Saharan Africa,748,Swaziland,Discrimination against daughters,The law does not guarantee the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Sub-Saharan Africa,768,Togo,Discrimination against widows,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Sub-Saharan Africa,768,Togo,Discrimination against daughters,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Sub-Saharan Africa,800,Uganda,Discrimination against widows,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Sub-Saharan Africa,800,Uganda,Discrimination against daughters,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Sub-Saharan Africa,834,United Republic of Tanzania,Discrimination against widows,The law does not guarantee the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Sub-Saharan Africa,834,United Republic of Tanzania,Discrimination against daughters,The law does not guarantee the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Sub-Saharan Africa,854,Burkina Faso,Discrimination against widows,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Sub-Saharan Africa,854,Burkina Faso,Discrimination against daughters,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Sub-Saharan Africa,894,Zambia,Discrimination against widows,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Sub-Saharan Africa,894,Zambia,Discrimination against daughters,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,28,Antigua and Barbuda,-,-,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,32,Argentina,Discrimination against widows,The law guarantees the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,32,Argentina,Discrimination against daughters,The law guarantees the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,44,Bahamas,-,-,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,52,Barbados,-,-,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,68,Bolivia (Plurinational State of),Discrimination against widows,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,68,Bolivia (Plurinational State of),Discrimination against daughters,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,76,Brazil,Discrimination against widows,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,76,Brazil,Discrimination against daughters,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,84,Belize,-,-,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,136,Cayman Islands,-,-,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,152,Chile,Discrimination against widows,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,152,Chile,Discrimination against daughters,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,170,Colombia,Discrimination against widows,The law guarantees the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,170,Colombia,Discrimination against daughters,The law guarantees the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,188,Costa Rica,Discrimination against widows,The law guarantees the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,188,Costa Rica,Discrimination against daughters,The law guarantees the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,192,Cuba,Discrimination against widows,The law guarantees the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,192,Cuba,Discrimination against daughters,The law guarantees the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,212,Dominica,-,-,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,214,Dominican Republic,Discrimination against widows,The law guarantees the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,214,Dominican Republic,Discrimination against daughters,The law guarantees the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,218,Ecuador,Discrimination against widows,The law guarantees the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,218,Ecuador,Discrimination against daughters,The law guarantees the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,222,El Salvador,Discrimination against widows,The law guarantees the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,222,El Salvador,Discrimination against daughters,The law guarantees the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,238,Falkland Islands (Malvinas),-,-,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,254,French Guiana,-,-,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,308,Grenada,-,-,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,312,Guadeloupe,-,-,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,320,Guatemala,Discrimination against widows,The law guarantees the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,320,Guatemala,Discrimination against daughters,The law guarantees the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,328,Guyana,-,-,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,332,Haiti,Discrimination against widows,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,332,Haiti,Discrimination against daughters,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,340,Honduras,Discrimination against widows,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,340,Honduras,Discrimination against daughters,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,388,Jamaica,Discrimination against widows,The law guarantees the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,388,Jamaica,Discrimination against daughters,The law guarantees the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,474,Martinique,-,-,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,484,Mexico,Discrimination against widows,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,484,Mexico,Discrimination against daughters,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,500,Montserrat,-,-,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,530,Netherlands Antilles,-,-,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,531,Curaçao,-,-,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,533,Aruba,-,-,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,558,Nicaragua,Discrimination against widows,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,558,Nicaragua,Discrimination against daughters,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,591,Panama,Discrimination against widows,The law guarantees the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,591,Panama,Discrimination against daughters,The law guarantees the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,600,Paraguay,Discrimination against widows,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,600,Paraguay,Discrimination against daughters,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,604,Peru,Discrimination against widows,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,604,Peru,Discrimination against daughters,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,630,Puerto Rico,-,-,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,659,Saint Kitts and Nevis,-,-,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,660,Anguilla,-,-,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,662,Saint Lucia,-,-,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,670,Saint Vincent and the Grenadines,-,-,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,740,Suriname,-,-,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,780,Trinidad and Tobago,Discrimination against widows,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,780,Trinidad and Tobago,Discrimination against daughters,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,858,Uruguay,Discrimination against widows,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,858,Uruguay,Discrimination against daughters,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),Discrimination against widows,The law guarantees the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),Discrimination against daughters,The law guarantees the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Caucasus and Central Asia,31,Azerbaijan,Discrimination against widows,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Caucasus and Central Asia,31,Azerbaijan,Discrimination against daughters,The law guarantees the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Caucasus and Central Asia,51,Armenia,Discrimination against widows,The law guarantees the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Caucasus and Central Asia,51,Armenia,Discrimination against daughters,The law guarantees the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Caucasus and Central Asia,268,Georgia,Discrimination against widows,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Caucasus and Central Asia,268,Georgia,Discrimination against daughters,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Caucasus and Central Asia,398,Kazakhstan,Discrimination against widows,The law guarantees the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Caucasus and Central Asia,398,Kazakhstan,Discrimination against daughters,The law guarantees the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Caucasus and Central Asia,417,Kyrgyzstan,Discrimination against widows,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Caucasus and Central Asia,417,Kyrgyzstan,Discrimination against daughters,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Caucasus and Central Asia,762,Tajikistan,Discrimination against widows,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Caucasus and Central Asia,762,Tajikistan,Discrimination against daughters,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Caucasus and Central Asia,795,Turkmenistan,Discrimination against widows,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Caucasus and Central Asia,795,Turkmenistan,Discrimination against daughters,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Caucasus and Central Asia,860,Uzbekistan,Discrimination against widows,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Caucasus and Central Asia,860,Uzbekistan,Discrimination against daughters,The law guarantees the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Western Asia,48,Bahrain,Discrimination against widows,The law does not guarantee the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Western Asia,48,Bahrain,Discrimination against daughters,The law does not guarantee the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Western Asia,275,State of Palestine,Discrimination against widows,The law does not guarantee the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Western Asia,275,State of Palestine,Discrimination against daughters,The law does not guarantee the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Western Asia,368,Iraq,Discrimination against widows,The law does not guarantee the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Western Asia,368,Iraq,Discrimination against daughters,The law does not guarantee the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Western Asia,400,Jordan,Discrimination against widows,The law does not guarantee the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Western Asia,400,Jordan,Discrimination against daughters,The law does not guarantee the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Western Asia,414,Kuwait,Discrimination against widows,The law does not guarantee the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Western Asia,414,Kuwait,Discrimination against daughters,The law does not guarantee the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Western Asia,422,Lebanon,Discrimination against widows,The law does not guarantee the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Western Asia,422,Lebanon,Discrimination against daughters,The law does not guarantee the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Western Asia,512,Oman,Discrimination against widows,The law does not guarantee the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Western Asia,512,Oman,Discrimination against daughters,The law does not guarantee the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Western Asia,634,Qatar,Discrimination against widows,The law does not guarantee the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Western Asia,634,Qatar,Discrimination against daughters,The law does not guarantee the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Western Asia,682,Saudi Arabia,Discrimination against widows,The law does not guarantee the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Western Asia,682,Saudi Arabia,Discrimination against daughters,The law does not guarantee the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Western Asia,760,Syrian Arab Republic,Discrimination against widows,The law does not guarantee the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Western Asia,760,Syrian Arab Republic,Discrimination against daughters,The law does not guarantee the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Western Asia,784,United Arab Emirates,Discrimination against widows,The law does not guarantee the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Western Asia,784,United Arab Emirates,Discrimination against daughters,The law does not guarantee the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Western Asia,792,Turkey,Discrimination against widows,The law guarantees the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Western Asia,792,Turkey,Discrimination against daughters,The law guarantees the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Western Asia,887,Yemen,Discrimination against widows,The law does not guarantee the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Western Asia,887,Yemen,Discrimination against daughters,The law does not guarantee the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,South-eastern Asia,96,Brunei Darussalam,-,-,-
Whether or not inheritance rights discriminate against women and girls,South-eastern Asia,104,Myanmar,Discrimination against widows,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,South-eastern Asia,104,Myanmar,Discrimination against daughters,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,South-eastern Asia,116,Cambodia,Discrimination against widows,The law guarantees the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,South-eastern Asia,116,Cambodia,Discrimination against daughters,The law guarantees the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,South-eastern Asia,360,Indonesia,Discrimination against widows,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,South-eastern Asia,360,Indonesia,Discrimination against daughters,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,South-eastern Asia,418,Lao People's Democratic Republic,Discrimination against widows,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,South-eastern Asia,418,Lao People's Democratic Republic,Discrimination against daughters,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,South-eastern Asia,458,Malaysia,Discrimination against widows,The law does not guarantee the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,South-eastern Asia,458,Malaysia,Discrimination against daughters,The law does not guarantee the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,South-eastern Asia,608,Philippines,Discrimination against widows,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,South-eastern Asia,608,Philippines,Discrimination against daughters,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,South-eastern Asia,626,Timor-Leste,Discrimination against widows,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,South-eastern Asia,626,Timor-Leste,Discrimination against daughters,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,South-eastern Asia,702,Singapore,Discrimination against widows,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,South-eastern Asia,702,Singapore,Discrimination against daughters,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,South-eastern Asia,704,Viet Nam,Discrimination against widows,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,South-eastern Asia,704,Viet Nam,Discrimination against daughters,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,South-eastern Asia,764,Thailand,Discrimination against widows,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,South-eastern Asia,764,Thailand,Discrimination against daughters,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Eastern Asia,156,China,Discrimination against widows,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Eastern Asia,156,China,Discrimination against daughters,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Eastern Asia,344,China  Hong Kong Special Administrative Region,Discrimination against widows,The law guarantees the same inheritance rights  but some customary  traditional or religious practices discriminates,-
Whether or not inheritance rights discriminate against women and girls,Eastern Asia,344,China  Hong Kong Special Administrative Region,Discrimination against daughters,The law guarantees the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Eastern Asia,408,Democratic People's Republic of Korea,Discrimination against widows,The law guarantees the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Eastern Asia,408,Democratic People's Republic of Korea,Discrimination against daughters,The law guarantees the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Eastern Asia,410,Republic of Korea,Discrimination against widows,The law guarantees the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Eastern Asia,410,Republic of Korea,Discrimination against daughters,The law guarantees the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Eastern Asia,446,China  Macao Special Administrative Region,-,-,-
Whether or not inheritance rights discriminate against women and girls,Eastern Asia,496,Mongolia,Discrimination against widows,The law guarantees the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,Eastern Asia,496,Mongolia,Discrimination against daughters,The law guarantees the same inheritance rights,-
Whether or not inheritance rights discriminate against women and girls,-,654,Saint Helena,-,-,-
Whether or not inheritance rights discriminate against women and girls,-,999,Kosovo,-,-,-
