3 - Length of maternity leave

Indicator Name,Region,Country Code,Country,Measure Name,Measure Value,Actual Data,Data Unit,Footnote
Length of maternity leave,Sub-Saharan Africa,262,Djibouti,Maternity leave duration,At least 14 weeks,14,Weeks,Compulsory: Every pregnant woman is entitled to maternity leave  which must start 8 weeks before the birth and finishes 6 weeks after the birth.  Entitlement: Every pregnant woman is entitled to maternity leave  which must start 8 weeks before the birth and finishes 6 weeks after the birth.
Length of maternity leave,Sub-Saharan Africa,266,Gabon,Maternity leave duration,At least 14 weeks,14,Weeks,Compulsory: The pregnant woman is entitled  because of her pregnancy  to maternity leave of 14 weeks  being 6 weeks before the birth and 8 weeks after the birth.  Entitlement: The pregnant woman is entitled  because of her pregnancy  to maternity leave of 14 weeks  being 6 weeks before the birth and 8 weeks after the birth.
Length of maternity leave,Sub-Saharan Africa,270,Gambia,Maternity leave duration,Less than 14 weeks,12,Weeks,Compulsory: six weeks immediately preceding the expected date of confinement.  Entitlement: at least 12 weeks (6 weeks prenatal and 6 weeks postnatal leave).
Length of maternity leave,Sub-Saharan Africa,288,Ghana,Maternity leave duration,Less than 14 weeks,12,Weeks,Entitlement: A woman worker  on production of a medical certificate issued by a medical practitioner or a midwife indication the expected date of her confinement  is entitled to period of maternity leave of at least twelve weeks in addition to any period of annual leave she is entitled after her period of confinement.
Length of maternity leave,Sub-Saharan Africa,324,Guinea,Maternity leave duration,At least 14 weeks,14,Weeks,Compulsory: 6 weeks before the expected date of confinement and 8 weeks after the delivery.  Entitlement: 14 weeks ( 6 weeks before and 8 weeks after confinement).
Length of maternity leave,Sub-Saharan Africa,384,Côte d'Ivoire,Maternity leave duration,At least 14 weeks,14,Weeks,Entitlement: In view of the state of pregnancy  and without such state being a reason for dimissal  every woman has the right to suspend work for a period of 14 consecutive weeks  from which 8 have to be taken after the birth. This suspension can be extended up to another 3 weeks in case of illness  duly medically certified  arising from the pregnancy or the birth.
Length of maternity leave,Sub-Saharan Africa,404,Kenya,Maternity leave duration,Less than 14 weeks,13,Weeks,Compulsory: No compulsory leave is contemplated by the Employment Act 2007.  Entitlement: A female employee shall be entitled to three months maternity leave with full pay.
Length of maternity leave,Sub-Saharan Africa,426,Lesotho,Maternity leave duration,Less than 14 weeks,12,Weeks,Compulsory: Six weeks after confinement.  Entitlement: Six weeks before and six weeks after confinement upon production of a medical certificate.
Length of maternity leave,Sub-Saharan Africa,450,Madagascar,Maternity leave duration,At least 14 weeks,14,Weeks,Compulsory: Every female worker has the right to interrupt her work for the period of 14 consecutive weeks when constated the state of pregnancy. From this period  at least 08 weeks has to be taken after the birth. This interruption cannot be taken as motive for breaking a labour contract.  Entitlement: Fourteen consecutive weeks  including eight weeks following confinement.
Length of maternity leave,Sub-Saharan Africa,454,Malawi,Maternity leave duration,Less than 14 weeks,8,Weeks,Compulsory: No relevant provisions identified.  Entitlement: A female employee shall be entitled  within every three years  to at least eight weeks maternity leave on full pay.
Length of maternity leave,Sub-Saharan Africa,466,Mali,Maternity leave duration,At least 14 weeks,14,Weeks,Compulsory: Six weeks before the birth. Every pregnant woman is entitled to maternity leave for a period of 14 weeks. This leave shall start 6 weeks before the presumed date of birth.  Entitlement: Every pregnant woman is entitled to maternity leave for a period of 14 weeks. This leave shall start 6 weeks before the presumed date of birth. If birth happens before the presumed date  the leave shall be extended until it reaches 14 weeks.
Length of maternity leave,Sub-Saharan Africa,478,Mauritania,Maternity leave duration,At least 14 weeks,14,Weeks,Compulsory: 8 weeks.  Entitlement: In virtue of the pregnancy  every woman is entitled to maternity leave for the period of 14 consecutive week  of which 8 weeks shall be taken after the birth. The duration of 8 weeks after the birth is irreducible no matter when the birth takes place. This interruption of work cannot be considered as cause for the termination of employment.
Length of maternity leave,Sub-Saharan Africa,480,Mauritius,Maternity leave duration,Less than 14 weeks,12,Weeks,Compulsory: A female worker who remains in continuous employment with the same employer for a period of 12 consecutive months immediately preceding the beginning of leave under this section shall  on production of a medical certificate  be entitled to - (a) 12 weeks’ maternity leave on full pay to be taken either - (i) before confinement  provided that at least 6 weeks’ maternity leave shall be taken immediately following the confinement; or (ii) after confinement; Domestic Workers: A female domestic worker who remains in continuous employment with the same employer for a period of 12 consecutive months immediately preceding her confinement shall  on production of a medical certificate  be entitled to - (a) 12 weeks’ maternity leave on full pay to be taken either - (i) before confinement  provided that at least 6 weeks¿ maternity leave shall be taken immediately following the confinement; or (ii) after confinement.  Entitlement: A female worker who remains in continuous employment with the same employer for a period of 12 consecutive months immediately preceding the beginning of leave under this section shall  on production of a medical certificate  be entitled to - (a) 12 weeks’ maternity leave on full pay. Domestic Workers: A female domestic worker who remains in continuous employment with the same employer for a period of 12 consecutive months immediately preceding her confinement shall  on production of a medical certificate  be entitled to - (a) 12 weeks’ maternity leave on full pay.
Length of maternity leave,Sub-Saharan Africa,508,Mozambique,Maternity leave duration,Less than 14 weeks,9,Weeks,Entitlement: In addition to normal holidays  female employees shall be entitled to maternity leave of sixty (60) consecutive days  which may commence twenty days prior to the expected delivery date and which may be enjoyed consecutively.
Length of maternity leave,Sub-Saharan Africa,516,Namibia,Maternity leave duration,Less than 14 weeks,12,Weeks,Compulsory: Subject to subsection (3)  a female employee who has completed six months continuous service in the employment of an employer is  with a view to her confinement  entitled to not less than 12 weeks maternity leave  calculated as follows: (a) before her actual date of confinement - (i) she is entitled to commence maternity leave four weeks before her expected date of confinement  as certified by her medical practitioner; and (b) after her date of confinement  she is entitled to: (i) eight weeks maternity leave in every case;  Entitlement: Subject to subsection (3)  a female employee who has completed six months’ continuous service in the employment of an employer is  with a view to her confinement  entitled to not less than 12 weeks’ maternity leave  calculated as follows: (a) before her actual date of confinement - (i) she is entitled to commence maternity leave four weeks before her expected date of confinement  as certified by her medical practitioner; and (ii) she is entitled to maternity leave for the entire time from the commencement of her maternity leave as contemplated in paragraph (i)  until her actual date of confinement; (b) after her date of confinement  she is entitled to: (i) eight weeks maternity leave in every case; and (ii) in the case of an employee whose date of confinement occurred less than four weeks after the commencement of her maternity leave  the amount of additional time required to bring her total maternity leave to 12 weeks.
Length of maternity leave,Sub-Saharan Africa,562,Niger,Maternity leave duration,At least 14 weeks,14,Weeks,Compulsory: Six weeks after confinement.  Entitlement: Fourteen consecutive weeks  eight of which to be taken after the confinement.
Length of maternity leave,Sub-Saharan Africa,566,Nigeria,Maternity leave duration,Less than 14 weeks,12,Weeks,Compulsory: In any public or private industrial or commercial undertaking or any branch thereof  or in any agricultural undertaking or any branch thereof  a woman- (b) shall not be permitted to work during the six weeks following her confinement;  Entitlement: In any public or private industrial or commercial undertaking or any branch thereof  or in any agricultural undertaking or any branch thereof  a woman- (a) shall have the right to leave her work if she produces a medical certificate given by a registered medical practitioner stating that her confinement will probably take place within six weeks; (b) shall not be permitted to work during the six weeks following her confinement.
Length of maternity leave,Sub-Saharan Africa,624,Guinea-Bissau,Maternity leave duration,Less than 14 weeks,9,Weeks,Compulsory: The female workers is obliged to take at least 30 days of the 60 days of maternity leave immediately after the birth.  Entitlement: Every female worker is entitled to a maternity leave of 60 days  without loss of remuneration  during the whole pregnancy and in cases of delivery of stillborn  or death of living birth.
Length of maternity leave,Sub-Saharan Africa,646,Rwanda,Maternity leave duration,Less than 14 weeks,12,Weeks,Entitlement: 12 weeks.
Length of maternity leave,Sub-Saharan Africa,678,Sao Tome and Principe,Maternity leave duration,Less than 14 weeks,9,Weeks,Entitlement: 60 days.
Length of maternity leave,Sub-Saharan Africa,686,Senegal,Maternity leave duration,At least 14 weeks,14,Weeks,Compulsory: 14 weeks (6 weeks before and 8 weeks after the delivery).
Length of maternity leave,Sub-Saharan Africa,690,Seychelles,Maternity leave duration,At least 14 weeks,14,Weeks,Compulsory: Fourteen weeks  twelve of which must be taken after confinement.  Entitlement: Fourteen weeks  of which not less than 12 weeks to be taken after confinement.
Length of maternity leave,Sub-Saharan Africa,694,Sierra Leone,Maternity leave duration,Less than 14 weeks,12,Weeks,0
Length of maternity leave,Sub-Saharan Africa,706,Somalia,Maternity leave duration,At least 14 weeks,14,Weeks,Compulsory: Six weeks after confinement.  Entitlement: Fourteen weeks  of which at least six weeks to be taken after confinement.
Length of maternity leave,Sub-Saharan Africa,710,South Africa,Maternity leave duration,At least 14 weeks,17,Weeks,Compulsory: Six weeks after confinement unless a medical practitioner or midwife certifies that she is fit to return to work.  Entitlement: At least four consecutive months.
Length of maternity leave,Sub-Saharan Africa,716,Zimbabwe,Maternity leave duration,At least 14 weeks,14,Weeks,Compulsory: At least 21 days before confinement.  Entitlement: 98 days of paid maternity leave.
Length of maternity leave,Sub-Saharan Africa,729,Sudan,Maternity leave duration,Less than 14 weeks,8,Weeks,Compulsory: No provision requiring a pregnant worker or new mother to take maternity leave identified.  Entitlement: The maternity leave entitlement is to a period of 8 weeks’ leave. This may be taken as 4 weeks before and 4 weeks after confinement or 2 weeks and 6 weeks after confinement (or 8 weeks after confinement in the event that the worker is on Idda (mourning) leave until the date of her confinement).
Length of maternity leave,Sub-Saharan Africa,748,Swaziland,Maternity leave duration,Less than 14 weeks,12,Weeks,Compulsory: A female worker must take no less than six weeks’ maternity leave after confinement.  Entitlement: Female workers are entitled to maternity leave of not less than 12 weeks  including not more than six weeks before and not less than six weeks after confinement.
Length of maternity leave,Sub-Saharan Africa,768,Togo,Maternity leave duration,At least 14 weeks,14,Weeks,Compulsory: The worker shall take 6 weeks of maternity leave after the confinement.  Entitlement: The worker is entitled to 14 weeks of maternity leave.
Length of maternity leave,Sub-Saharan Africa,800,Uganda,Maternity leave duration,Less than 14 weeks,9,Weeks,Compulsory: A female employee shall  as a consequence of pregnancy  have the right to a period of 60 days leave from work on full wages hereafter referred to as "maternity leave"  of which at least four weeks shall follow the childbirth or miscarriage.  Entitlement: A female employee shall  as a consequence of pregnancy  have the right to a period of 60 days leave from work on full wages hereafter referred to as "maternity leave"  of which at least four weeks shall follow the childbirth or miscarriage.
Length of maternity leave,Sub-Saharan Africa,834,United Republic of Tanzania,Maternity leave duration,Less than 14 weeks,12,Weeks,Compulsory: No employee shall work within six weeks after childbirth  unless a medical practitioner certifies that the employee is fit to work.  Entitlement: An employee shall be entitled 84 days maternity leave. Typically  maternity leave is to commence at any time from 4 weeks before the expected date of confinement and end no earlier than 6 weeks after the actual date of confinement.
Length of maternity leave,Sub-Saharan Africa,854,Burkina Faso,Maternity leave duration,At least 14 weeks,14,Weeks,Compulsory: The employer cannot  even with his/her agreement  employ the woman during the first six weeks after childbirth.  Entitlement: A pregnant woman has the right to suspend her work according to a medical opinion without this interruption of service being regarded as a cause of breach of contract. A pregnant woman is entitled to a maternity leave of 14 weeks starting at the earliest 8 weeks and at the latest 4 weeks before the expected date of delivery  regardless of whether the child was born alive or not.
Length of maternity leave,Sub-Saharan Africa,894,Zambia,Maternity leave duration,Less than 14 weeks,12,Weeks,Entitlement: 12 weeks.
Length of maternity leave,Latin America and the Caribbean,28,Antigua and Barbuda,Maternity leave duration,Less than 14 weeks,13,Weeks,Entitlement: Maternity leave shall be granted for a period not less than 6 weeks and up to 13 weeks.
Length of maternity leave,Latin America and the Caribbean,32,Argentina,Maternity leave duration,Less than 14 weeks,13,Weeks,Compulsory: minimum 30 days before confinement.  Entitlement: 90 days (45 days before and the 45 days after confinement). However  the worker may opt to reduce her pre-natal leave but this shall not be less than 30 days. The remainder of the total leave period shall then be added to her post-natal leave. In the case of a premature birth  the full period of leave that the worker did not take before her confinement shall be carried over to the period of her confinement  so that she is granted 90 days altogether.
Length of maternity leave,Latin America and the Caribbean,44,Bahamas,Maternity leave duration,Less than 14 weeks,12,Weeks,Entitlement: 12 weeks  of which at least 1 week before and 8 weeks after confinement shall be granted.
Length of maternity leave,Latin America and the Caribbean,52,Barbados,Maternity leave duration,Less than 14 weeks,12,Weeks,Compulsory: The compulsory leave for maternity shall not be less than 6 weeks from the date of confinement. Entitlement: The duration of maternity leave shall not be less than 12 weeks (no more than six weeks before and not less than six weeks after birth)  except where an employee wishes otherwise.
Length of maternity leave,Latin America and the Caribbean,68,Bolivia (Plurinational State of),Maternity leave duration,Less than 14 weeks,13,Weeks,Compulsory: 30 days before and 30 days after confinement.  Entitlement: 60 days (thirty days before and thirty days after confinement). Domestic workers are entitled to 45 days before and 45 days after confinement.
Length of maternity leave,Latin America and the Caribbean,76,Brazil,Maternity leave duration,At least 14 weeks,17,Weeks,Entitlement: 120 days or 180 days (it is optional for private companies to grant the additional 60 days).
Length of maternity leave,Latin America and the Caribbean,84,Belize,Maternity leave duration,At least 14 weeks,14,Weeks,Compulsory: 2 weeks before and 7 weeks after the expected date of confinement are mandatory. Entitlement: 14 weeks (seven weeks before and seven weeks after confinement).
Length of maternity leave,Latin America and the Caribbean,92,British Virgin Islands,Maternity leave duration,Less than 14 weeks,13,Weeks,0
Length of maternity leave,Latin America and the Caribbean,152,Chile,Maternity leave duration,At least 14 weeks,18,Weeks,Compulsory: 18 weeks (six weeks before and twelve weeks after confinement).  Entitlement: 18 weeks (six weeks before and 12 weeks after confinement). In case of multiple births  the paid leave will be extended for 7 more days for each child after the second one.
Length of maternity leave,Latin America and the Caribbean,170,Colombia,Maternity leave duration,At least 14 weeks,14,Weeks,Compulsory: a week before confinement.  Entitlement: Fourteen weeks.  Two weeks before and 12 after confinement.
Length of maternity leave,Latin America and the Caribbean,188,Costa Rica,Maternity leave duration,At least 14 weeks,17,Weeks,Compulsory: The worker has to enjoy maternity leave scheduled as one month before and three months following confinement.  Entitlement: The worker is entitled to enjoy 4 months in total of maternity leave.
Length of maternity leave,Latin America and the Caribbean,192,Cuba,Maternity leave duration,At least 14 weeks,18,Weeks,Compulsory: A pregnant woman shall stop working at 34 weeks of pregnancy or 32 weeks in case of multiple pregnancy.  Entitlement: The female worker shall enjoy a maternity leave period before and after confinement with a total duration of 18 weeks  during which the labour relation is suspended but the worker maintains her vacancy and salary.
Length of maternity leave,Latin America and the Caribbean,212,Dominica,Maternity leave duration,Less than 14 weeks,12,Weeks,Compulsory: Three weeks before the estimated date of confinement and six weeks post natal.  Entitlement: 12 weeks.
Length of maternity leave,Latin America and the Caribbean,214,Dominican Republic,Maternity leave duration,Less than 14 weeks,12,Weeks,Compulsory: Every female worker is entitled to enjoy 12 weeks of maternity leave(including at least six weeks after confinement).  Entitlement: The general total duration of maternity leave is 12 weeks (six weeks each before and after confinement).
Length of maternity leave,Latin America and the Caribbean,218,Ecuador,Maternity leave duration,Less than 14 weeks,12,Weeks,Compulsory: Two weeks before and ten weeks after confinement.  Entitlement: Two weeks before and ten weeks after confinement. Civil and Public servants are entitled to the same maternity leave.
Length of maternity leave,Latin America and the Caribbean,222,El Salvador,Maternity leave duration,Less than 14 weeks,12,Weeks,Compulsory: The legislation provides a compulsory leave of six weeks after confinement. Entitlement: The employer is obligued to enjoy twelve weeks of maternity leave  six of which must be taken after confinement.
Length of maternity leave,Latin America and the Caribbean,308,Grenada,Maternity leave duration,Less than 14 weeks,13,Weeks,Entitlement: Every employee shall be entitled to maternity leave for a period of three months.
Length of maternity leave,Latin America and the Caribbean,320,Guatemala,Maternity leave duration,Less than 14 weeks,12,Weeks,Compulsory: There is not express compulsory leave  however  the mother may accumulate the days not enjoyed of pre-natal leave to the post-natal leave period.  Entitlement: 30 days before and 54 days after confinement.
Length of maternity leave,Latin America and the Caribbean,328,Guyana,Maternity leave duration,Less than 14 weeks,13,Weeks,Entitlement: No legal or administrative provisions regarding maternity leave. However the legislation states that the employment of every worker continuously employed shall not be treated as interrupted if the employee is absent from work due to maternity leave. Therefore it seems that the 13 weeks of maternity benefits are enjoyable with leave.
Length of maternity leave,Latin America and the Caribbean,332,Haiti,Maternity leave duration,Less than 14 weeks,12,Weeks,Compulsory: The legislation states that 6 weeks of such leave shall be taken before confinement and 6 weeks after as long as the circumstances of the pregnancy permit it.  Entitlement: The general total duration of the maternity leave is 12 weeks.
Length of maternity leave,Latin America and the Caribbean,340,Honduras,Maternity leave duration,Less than 14 weeks,10,Weeks,Compulsory: Pregnant workers are compelled to take 10 weeks of paid maternity leave (four weeks before and six weeks after confinement).  Entitlement: The general total duration of maternity leave is 10 weeks (four weeks before and six weeks after confinement).
Length of maternity leave,Latin America and the Caribbean,388,Jamaica,Maternity leave duration,Less than 14 weeks,12,Weeks,Entitlement: The period for maternnity leave shall not exceed 12 weeks in respect of each pregnancy or confinement.
Length of maternity leave,Latin America and the Caribbean,484,Mexico,Maternity leave duration,Less than 14 weeks,12,Weeks,Compulsory: The time leave of 6 weeks before and 6 weeks after confinement is compulsory for all female workers.  Entitlement: Female workers are entitled to enjoy 12 weeks of rest during during pregnancy (six weeks before and six weeks after confinement).
Length of maternity leave,Latin America and the Caribbean,558,Nicaragua,Maternity leave duration,Less than 14 weeks,12,Weeks,Compulsory: Four weeks before and eight weeks after confinement.  Entitlement: 12 weeks (four weeks before and eight weeks after confinement).
Length of maternity leave,Latin America and the Caribbean,591,Panama,Maternity leave duration,At least 14 weeks,14,Weeks,Compulsory: Six weeks before confinement.  Entitlement: 14 weeks (six weeks before and eight weeks after confinement).
Length of maternity leave,Latin America and the Caribbean,600,Paraguay,Maternity leave duration,Less than 14 weeks,12,Weeks,Compulsory: Female workers shall enjoy six weeks after confinement.  Entitlement: The general total duration of maternity leave is 12 weeks (six weeks before and six weeks after confinement)  provided that a medical certificate issued by the Social Provident Institution for the Ministry of Public Health and Social Welfare is presented  stating that confinement will probably take place within the next six weeks.
Length of maternity leave,Latin America and the Caribbean,604,Peru,Maternity leave duration,Less than 14 weeks,13,Weeks,Compulsory: 45 days after confinement.  Entitlement: 90 days (45 days before and 45 days after confinement).Women workers are entitled to 30 additional days in case of multiple birth. Prenatal leave can be totally or partially deferred and added to postnatal leave if the woman desires. A medical certificate must be provided stating that postponing prenatal leave will not affect the mother or the child.
Length of maternity leave,Latin America and the Caribbean,630,Puerto Rico,Maternity leave duration,Less than 14 weeks,8,Weeks,0
Length of maternity leave,Latin America and the Caribbean,659,Saint Kitts and Nevis,Maternity leave duration,Less than 14 weeks,13,Weeks,Entitlement: 13 weeks.
Length of maternity leave,Latin America and the Caribbean,662,Saint Lucia,Maternity leave duration,Less than 14 weeks,13,Weeks,Entitlement: 3 months.
Length of maternity leave,Latin America and the Caribbean,670,Saint Vincent and the Grenadines,Maternity leave duration,Less than 14 weeks,13,Weeks,Entitlement: 3 months.
Length of maternity leave,Latin America and the Caribbean,780,Trinidad and Tobago,Maternity leave duration,Less than 14 weeks,13,Weeks,Compulsory: No. The employee may proceed on such leave six weeks prior to the probable date of confinement as stated in the medical certificate submitted  or at a subsequent date at the employee’s discretion.  Entitlement: An employee is entitled to 13 weeks maternity leave.
Length of maternity leave,Latin America and the Caribbean,858,Uruguay,Maternity leave duration,Less than 14 weeks,12,Weeks,Compulsory: Six weeks before confinement and six weeks after.  Entitlement: Every worker is entitled to 12 weeks (six before and six after confinement). Women workers may alter the amount of prenatal leave provided that the total remains twelve weeks. Pregnant civil servants  which have to present a medical certificate prooving the pregnancy  are entitled to thirteen weeks of maternity leave  one week before and twelve weeks after confinement  although the civil servant may bring the start of her leave forward.
Length of maternity leave,Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),Maternity leave duration,At least 14 weeks,26,Weeks,Compulsory: The duration of Maternity leave (18 weeks) is compulsory. The total duration can be enjoyed after confinement.  Entitlement: The worker is entitled to a maternity leave of 18 weeks (6 weeks before and 12 weeks after confinement).
Length of maternity leave,Caucasus and Central Asia,31,Azerbaijan,Maternity leave duration,At least 14 weeks,18,Weeks,Entitlement: 126 calendar days (70 calendar days prenatal and 56 calendar days postnatal leave).
Length of maternity leave,Caucasus and Central Asia,51,Armenia,Maternity leave duration,At least 14 weeks,20,Weeks,Compulsory: Maternity leave is compulsory 70 days before confinement and at least 70 days after.  Entitlement: The total duration of maternity leave is 140 calendar days  which shall be enjoyed 70 before and 70 after delivery.
Length of maternity leave,Caucasus and Central Asia,268,Georgia,Maternity leave duration,At least 14 weeks,18,Weeks,0
Length of maternity leave,Caucasus and Central Asia,398,Kazakhstan,Maternity leave duration,At least 14 weeks,18,Weeks,Compulsory: 56 days.  Entitlement: Women shall be granted seventy calendar days ante-natal and fifty six calendar days post-natal paid maternity leave. The leave shall be calculated in aggregate and the leave shall be granted to women in full  irrespective of the number of days of actual ante-natal leave taken and the length of the service record with the given employer.
Length of maternity leave,Caucasus and Central Asia,417,Kyrgyzstan,Maternity leave duration,At least 14 weeks,18,Weeks,Entitlement: 126 days.
Length of maternity leave,Caucasus and Central Asia,762,Tajikistan,Maternity leave duration,At least 14 weeks,20,Weeks,Entitlement: 140 calendar days (70 days prior to childbirth and 70 after childbirth).
Length of maternity leave,Caucasus and Central Asia,795,Turkmenistan,Maternity leave duration,At least 14 weeks,16,Weeks,0
Length of maternity leave,Caucasus and Central Asia,860,Uzbekistan,Maternity leave duration,At least 14 weeks,18,Weeks,Entitlement: 126 calendar days (70 days before and 56 days after childbirth). Maternity leave shall be calculated cumulatively and shall be granted entirely irrespective of the number of days actually used before childbirth.
Length of maternity leave,Western Asia,48,Bahrain,Maternity leave duration,Less than 14 weeks,9,Weeks,Compulsory: No specifîcations about the compulsory period to be taken before and after confinement. The period of 45 days of maternity leave shall include both periods. Entitlement: A female worker shall be entitled to maternity leave on full pay for 45 days  which shall not be deducted from her annual leave provided she produces a medical certificate attested by the Ministry of Health stating the expected date of her confinement. Such maternity leave shall include the period before and after confinement.
Length of maternity leave,Western Asia,275,State of Palestine,Maternity leave duration,Less than 14 weeks,10,Weeks,0
Length of maternity leave,Western Asia,368,Iraq,Maternity leave duration,Less than 14 weeks,9,Weeks,Entitlement: Every women worker is entitled to 62 days’ maternity leave at full pay. A pregnant worker may  upon the presentation of a medical certificate from the competent service  begin the above-mentioned leave 30 days before the projected date of confinement and may take the remaining days after confinement. The Resolution No.882 of 1987 provides for workers of the Departments of State and the socialist sector the right of enjoying a fully paid period of 6 months and half paid for the second 6 months in case of pregnancy.
Length of maternity leave,Western Asia,400,Jordan,Maternity leave duration,Less than 14 weeks,10,Weeks,Compulsory: The period subsequent to delivery shall not be less than 6 weeks.  Entitlement: Every working woman shall be entitled to a full paid maternity leave with a total duration of 10 weeks.
Length of maternity leave,Western Asia,414,Kuwait,Maternity leave duration,Less than 14 weeks,10,Weeks,Entitlement: The duration of the maternity leave is 70 days in total.
Length of maternity leave,Western Asia,422,Lebanon,Maternity leave duration,Less than 14 weeks,7,Weeks,Entitlement: Under the Labour Code the total duration is 7 weeks including the prenatal period and the period following the childbirth.
Length of maternity leave,Western Asia,512,Oman,Maternity leave duration,Less than 14 weeks,7,Weeks,0
Length of maternity leave,Western Asia,634,Qatar,Maternity leave duration,Less than 14 weeks,7,Weeks,Entitlement: 50 days.
Length of maternity leave,Western Asia,682,Saudi Arabia,Maternity leave duration,Less than 14 weeks,10,Weeks,Entitlement: 10 weeks.
Length of maternity leave,Western Asia,760,Syrian Arab Republic,Maternity leave duration,At least 14 weeks,14,Weeks,Compulsory: There is not compulsory leave.  Entitlement: (No reliable information.) 120 days for the first childbirth; 90 days for the second childbirth; 75 days for the third childbirth.  Additional maternity leave of one month without pay may be granted to female workers upon request. It is not provided extension in case of multiple births.
Length of maternity leave,Western Asia,784,United Arab Emirates,Maternity leave duration,Less than 14 weeks,6,Weeks,Compulsory: No compulsory leave requirements identified.  Entitlement: 45 days.
Length of maternity leave,Western Asia,792,Turkey,Maternity leave duration,At least 14 weeks,16,Weeks,Compulsory: 8 weeks after confinement.  Entitlement: 16 weeks.
Length of maternity leave,Western Asia,887,Yemen,Maternity leave duration,Less than 14 weeks,9,Weeks,Compulsory: 60 days.  Entitlement: 60 days.
Length of maternity leave,South-eastern Asia,96,Brunei Darussalam,Maternity leave duration,Less than 14 weeks,9,Weeks,Compulsory: The lenght of the period before and after confinement may be agreed between the employer and the employee  but such leave shall commence not earlier than 28 days immediately preceding the day of her confinement and not later than the day of her confinement.  Entitlement: The total duration of maternity is 9 weeks  which shall be taken 4 weeks inmediately preceeding her confinement and 5 weeks immediately after confinement.
Length of maternity leave,South-eastern Asia,104,Myanmar,Maternity leave duration,Less than 14 weeks,12,Weeks,Compulsory: No relevant provisions identified.  Entitlement: No entitlement to maternity leave identified. However  women insured and entitled to maternity benefits under the Social Security Act 1954 are entitled to up to 12 weeks’ maternity benefits in cases of pregnancy and childbirth which involve suspension of earnings. These benefits are detailed under ’Cash Benefits’ below.
Length of maternity leave,South-eastern Asia,116,Cambodia,Maternity leave duration,Less than 14 weeks,13,Weeks,Compulsory: No compulsory leave identified.  Entitlement: Ninety days.
Length of maternity leave,South-eastern Asia,360,Indonesia,Maternity leave duration,Less than 14 weeks,13,Weeks,Compulsory: No compulsory leave identified.  Entitlement: Female workers/ labourers are entitled to a 1.5 (one-and-a-half) month period of rest before the time at which they are estimated by an obstetrician or a midwife to give birth to a baby and another 1.5 (one-and-a-half) month period of rest thereafter.
Length of maternity leave,South-eastern Asia,418,Lao People's Democratic Republic,Maternity leave duration,Less than 14 weeks,13,Weeks,Compulsory: At least 42 days of the 90 day maternity leave entitlement must be taken after giving birth.  Entitlement: Before and after giving birth  women workers shall be entitled to at least 90 days of maternity leave.
Length of maternity leave,South-eastern Asia,458,Malaysia,Maternity leave duration,Less than 14 weeks,9,Weeks,Compulsory: Maternity leave shall not commence earlier than a period of thirty days immediately preceding the confinement of a female employee or later than the day immediately following her confinement.  Entitlement: Not less that 60 consecutive days in respect of each confinement. A female employee is entitled to commence her maternity leave at any time during the 30 days immediately preceding her confinement or not later than the day immediately following her confinement.
Length of maternity leave,South-eastern Asia,608,Philippines,Maternity leave duration,Less than 14 weeks,6,Weeks,Compulsory: No compulsory leave requirements identified.  Entitlement: Employees whose entitlement to maternity arises under the Labor Code or the Batas Kasambahay Act are entitled to maternity leave of at least 2 weeks prior to the expected date of delivery and another 4 weeks after normal delivery or abortion. Government employees are entitled to 60 days’ maternity leave.
Length of maternity leave,South-eastern Asia,702,Singapore,Maternity leave duration,At least 14 weeks,16,Weeks,Compulsory: Four weeks after confinement.  Entitlement: Total leave is 16 weeks. A female employee is entitled for her first two children to four weeks before and twelve weeks after confinement. Where there is mutual agreement with the employer  the extended four weeks (9th to 16th week) of leave can be taken flexibly over a twelve month period after the child?s birth.
Length of maternity leave,South-eastern Asia,704,Viet Nam,Maternity leave duration,At least 14 weeks,17,Weeks,Compulsory: Women are required to have at least two months’ rest after the birth  and longer if not certified as fit to return to work at that time.  Entitlement: After giving birth  the female employee shall be entitled maternity benefit stipulated as follows: a) Four months for the female employee who works in normal conditions; b) Five months for the female employee who works in hazardous occupation or on heavy duty job under the list of hazardous occupations or on heavy duty jobs issued by MoLISA and MoH; on 3 shifts duty; and working regular in areas where the area allowance is indexed at least 0 7 or for the People’s Army and the People’s public security; c) Six months for the disabled female employee with disability as regulated by the regulations on people with disability in the law; d) In the case of twin or multiple births  in addition to the period of maternity leave stipulated in this provision  the female employee shall be entitled an additional leave of 30 days for each child from the second.
Length of maternity leave,South-eastern Asia,764,Thailand,Maternity leave duration,Less than 14 weeks,13,Weeks,Compulsory: No compulsory leave requirements identified.  Entitlement: Pregnant employees are entitled to not more than 90 days for each pregnancy  including holidays occurring during the period of leave.
Length of maternity leave,Eastern Asia,156,China,Maternity leave duration,Less than 14 weeks,13,Weeks,Entitlement: The Labour Law provides that the duration of maternity leave shall be no less than 90 days after childbirth. The Regulations on Labour Protection for Women also provides for an entitlement to 90 days’ maternity leave  but contemplates that women may take up to 15 days’ paid leave prior to childbirth.
Length of maternity leave,Eastern Asia,344,China  Hong Kong Special Administrative Region,Maternity leave duration,Less than 14 weeks,10,Weeks,0
