"REGION","Region","INCOME","Groupe de revenus","VARIABLE","Variable","LOCATION","Pays","YEAR","Année","Value","Flag Codes","Flags"
"6","Afrique sub-saharienne","4","Pays à faible revenu (PFR)","EDU_2","Taux d'alphabétisation des hommes (%)","ZMB","Zambie","2007","2007",80.7546,,
"9","Toutes les régions","4","Pays à faible revenu (PFR)","EDU_2","Taux d'alphabétisation des hommes (%)","ZMB","Zambie","2007","2007",80.7546,,
"6","Afrique sub-saharienne","4","Pays à faible revenu (PFR)","EDU_2","Taux d'alphabétisation des hommes (%)","ZWE","Zimbabwe","2007","2007",94.0702,,
"9","Toutes les régions","4","Pays à faible revenu (PFR)","EDU_2","Taux d'alphabétisation des hommes (%)","ZWE","Zimbabwe","2007","2007",94.0702,,
"7","Europe","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","GRC","Grèce","2007","2007",98.215,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","GRC","Grèce","2007","2007",98.215,,
"3","Europe et Asie Centrale","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","HUN","Hongrie","2007","2007",98.9826,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","HUN","Hongrie","2007","2007",98.9826,,
"7","Europe","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","ITA","Italie","2007","2007",99.1248,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","ITA","Italie","2007","2007",99.1248,,
"2","Amérique latine et Caraïbes","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","MEX","Mexique","2007","2007",94.441514,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","MEX","Mexique","2007","2007",94.441514,,
"3","Europe et Asie Centrale","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","POL","Pologne","2007","2007",99.6158,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","POL","Pologne","2007","2007",99.6158,,
"7","Europe","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","PRT","Portugal","2007","2007",96.5767,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","PRT","Portugal","2007","2007",96.5767,,
"7","Europe","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","ESP","Espagne","2007","2007",98.633458,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","ESP","Espagne","2007","2007",98.633458,,
"3","Europe et Asie Centrale","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","TUR","Turquie","2007","2007",96.201856,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","TUR","Turquie","2007","2007",96.201856,,
"3","Europe et Asie Centrale","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","ALB","Albanie","2007","2007",99.3251,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","ALB","Albanie","2007","2007",99.3251,,
"4","Moyen-Orient et Afrique du Nord","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","DZA","Algérie","2007","2007",84.2718,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","DZA","Algérie","2007","2007",84.2718,,
"2","Amérique latine et Caraïbes","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","ARG","Argentine","2007","2007",97.6093,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","ARG","Argentine","2007","2007",97.6093,,
"3","Europe et Asie Centrale","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","ARM","Arménie","2007","2007",99.6824,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","ARM","Arménie","2007","2007",99.6824,,
"3","Europe et Asie Centrale","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","AZE","Azerbaïdjan","2007","2007",99.799837,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","AZE","Azerbaïdjan","2007","2007",99.799837,,
"4","Moyen-Orient et Afrique du Nord","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","BHR","Bahreïn","2007","2007",90.3581,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","BHR","Bahreïn","2007","2007",90.3581,,
"5","Asie du Sud","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","BGD","Bangladesh","2007","2007",58.6746,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","BGD","Bangladesh","2007","2007",58.6746,,
"3","Europe et Asie Centrale","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","BLR","Bélarus","2007","2007",99.7912,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","BLR","Bélarus","2007","2007",99.7912,,
"6","Afrique sub-saharienne","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","BEN","Bénin","2007","2007",53.1244,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","BEN","Bénin","2007","2007",53.1244,,
"2","Amérique latine et Caraïbes","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","BOL","Bolivie","2007","2007",96.036257,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","BOL","Bolivie","2007","2007",96.036257,,
"6","Afrique sub-saharienne","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","BWA","Botswana","2007","2007",82.7908,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","BWA","Botswana","2007","2007",82.7908,,
"2","Amérique latine et Caraïbes","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","BRA","Brésil","2007","2007",89.772141,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","BRA","Brésil","2007","2007",89.772141,,
"3","Europe et Asie Centrale","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","BGR","Bulgarie","2007","2007",98.6441,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","BGR","Bulgarie","2007","2007",98.6441,,
"6","Afrique sub-saharienne","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","BFA","Burkina Faso","2007","2007",36.680667,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","BFA","Burkina Faso","2007","2007",36.680667,,
"1","Asie de l'Est et Pacifique","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","KHM","Cambodge","2007","2007",85.8248,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","KHM","Cambodge","2007","2007",85.8248,,
"6","Afrique sub-saharienne","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","TCD","Tchad","2007","2007",43.0393,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","TCD","Tchad","2007","2007",43.0393,,
"2","Amérique latine et Caraïbes","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","CHL","Chili","2007","2007",96.5851,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","CHL","Chili","2007","2007",96.5851,,
"1","Asie de l'Est et Pacifique","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","CHN","Chine (République populaire de)","2007","2007",96.4602,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","CHN","Chine (République populaire de)","2007","2007",96.4602,,
"2","Amérique latine et Caraïbes","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","COL","Colombie","2007","2007",92.429701,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","COL","Colombie","2007","2007",92.429701,,
"2","Amérique latine et Caraïbes","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","CRI","Costa Rica","2007","2007",95.7305,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","CRI","Costa Rica","2007","2007",95.7305,,
"3","Europe et Asie Centrale","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","HRV","Croatie","2007","2007",99.462,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","HRV","Croatie","2007","2007",99.462,,
"2","Amérique latine et Caraïbes","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","CUB","Cuba","2007","2007",99.8058,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","CUB","Cuba","2007","2007",99.8058,,
"2","Amérique latine et Caraïbes","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","DOM","République dominicaine","2007","2007",88.7781,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","DOM","République dominicaine","2007","2007",88.7781,,
"2","Amérique latine et Caraïbes","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","ECU","Équateur","2007","2007",87.259364,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","ECU","Équateur","2007","2007",87.259364,,
"2","Amérique latine et Caraïbes","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","SLV","El Salvador","2007","2007",84.864069,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","SLV","El Salvador","2007","2007",84.864069,,
"3","Europe et Asie Centrale","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","EST","Estonie","2007","2007",99.7672,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","EST","Estonie","2007","2007",99.7672,,
"6","Afrique sub-saharienne","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","GAB","Gabon","2007","2007",90.1947,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","GAB","Gabon","2007","2007",90.1947,,
"6","Afrique sub-saharienne","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","GHA","Ghana","2007","2007",71.6884,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","GHA","Ghana","2007","2007",71.6884,,
"2","Amérique latine et Caraïbes","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","GTM","Guatemala","2007","2007",78.9642,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","GTM","Guatemala","2007","2007",78.9642,,
"2","Amérique latine et Caraïbes","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","HND","Honduras","2007","2007",83.746025,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","HND","Honduras","2007","2007",83.746025,,
"5","Asie du Sud","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","IND","Inde","2007","2007",76.88,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","IND","Inde","2007","2007",76.88,,
"2","Amérique latine et Caraïbes","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","JAM","Jamaïque","2007","2007",80.5404,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","JAM","Jamaïque","2007","2007",80.5404,,
"3","Europe et Asie Centrale","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","KAZ","Kazakhstan","2007","2007",99.7842,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","KAZ","Kazakhstan","2007","2007",99.7842,,
"4","Moyen-Orient et Afrique du Nord","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","KWT","Koweït","2007","2007",95.151175,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","KWT","Koweït","2007","2007",95.151175,,
"3","Europe et Asie Centrale","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","KGZ","Kirghizistan","2007","2007",99.5074,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","KGZ","Kirghizistan","2007","2007",99.5074,,
"3","Europe et Asie Centrale","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","LVA","Lettonie","2007","2007",99.7731,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","LVA","Lettonie","2007","2007",99.7731,,
"4","Moyen-Orient et Afrique du Nord","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","LBN","Liban","2007","2007",93.378943,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","LBN","Liban","2007","2007",93.378943,,
"6","Afrique sub-saharienne","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","LBR","Libéria","2007","2007",60.238,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","LBR","Libéria","2007","2007",60.238,,
"4","Moyen-Orient et Afrique du Nord","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","LBY","Libye","2007","2007",94.4531,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","LBY","Libye","2007","2007",94.4531,,
"3","Europe et Asie Centrale","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","LTU","Lituanie","2007","2007",99.6628,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","LTU","Lituanie","2007","2007",99.6628,,
"3","Europe et Asie Centrale","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","MKD","Ex-République yougoslave de Macédoine","2007","2007",98.5956,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","MKD","Ex-République yougoslave de Macédoine","2007","2007",98.5956,,
"6","Afrique sub-saharienne","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","MWI","Malawi","2007","2007",79.2347,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","MWI","Malawi","2007","2007",79.2347,,
"1","Asie de l'Est et Pacifique","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","MYS","Malaisie","2007","2007",94.186,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","MYS","Malaisie","2007","2007",94.186,,
"6","Afrique sub-saharienne","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","MRT","Mauritanie","2007","2007",63.302,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","MRT","Mauritanie","2007","2007",63.302,,
"6","Afrique sub-saharienne","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","MUS","Maurice","2007","2007",90.2048,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","MUS","Maurice","2007","2007",90.2048,,
"3","Europe et Asie Centrale","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","MDA","Moldova","2007","2007",99.6267,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","MDA","Moldova","2007","2007",99.6267,,
"1","Asie de l'Est et Pacifique","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","MNG","Mongolie","2007","2007",96.8207,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","MNG","Mongolie","2007","2007",96.8207,,
"4","Moyen-Orient et Afrique du Nord","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","MAR","Maroc","2007","2007",68.7202,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","MAR","Maroc","2007","2007",68.7202,,
"6","Afrique sub-saharienne","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","MOZ","Mozambique","2007","2007",57.1507,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","MOZ","Mozambique","2007","2007",57.1507,,
"6","Afrique sub-saharienne","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","NAM","Namibie","2007","2007",88.5819,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","NAM","Namibie","2007","2007",88.5819,,
"5","Asie du Sud","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","NPL","Népal","2007","2007",70.2773,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","NPL","Népal","2007","2007",70.2773,,
"6","Afrique sub-saharienne","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","NGA","Nigéria","2007","2007",80.0796,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","NGA","Nigéria","2007","2007",80.0796,,
"4","Moyen-Orient et Afrique du Nord","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","PSE","AutoritT palestinienne ou Cisjordanie et bande de Gaza","2007","2007",97.193941,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","PSE","AutoritT palestinienne ou Cisjordanie et bande de Gaza","2007","2007",97.193941,,
"4","Moyen-Orient et Afrique du Nord","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","OMN","Oman","2007","2007",89.3609,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","OMN","Oman","2007","2007",89.3609,,
"2","Amérique latine et Caraïbes","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","PAN","Panama","2007","2007",94.0162,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","PAN","Panama","2007","2007",94.0162,,
"1","Asie de l'Est et Pacifique","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","PNG","Papouasie-Nouvelle-Guinée","2007","2007",62.1415,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","PNG","Papouasie-Nouvelle-Guinée","2007","2007",62.1415,,
"2","Amérique latine et Caraïbes","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","PRY","Paraguay","2007","2007",95.712385,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","PRY","Paraguay","2007","2007",95.712385,,
"2","Amérique latine et Caraïbes","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","PER","Pérou","2007","2007",94.85703,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","PER","Pérou","2007","2007",94.85703,,
"1","Asie de l'Est et Pacifique","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","PHL","Philippines","2007","2007",93.1244,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","PHL","Philippines","2007","2007",93.1244,,
"3","Europe et Asie Centrale","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","ROU","Roumanie","2007","2007",98.3321,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","ROU","Roumanie","2007","2007",98.3321,,
"3","Europe et Asie Centrale","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","RUS","Russie","2007","2007",99.7001,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","RUS","Russie","2007","2007",99.7001,,
"4","Moyen-Orient et Afrique du Nord","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","SAU","Arabie saoudite","2007","2007",89.0601,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","SAU","Arabie saoudite","2007","2007",89.0601,,
"6","Afrique sub-saharienne","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","SLE","Sierra Leone","2007","2007",50.0013,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","SLE","Sierra Leone","2007","2007",50.0013,,
"1","Asie de l'Est et Pacifique","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","SGP","Singapour","2007","2007",97.2877,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","SGP","Singapour","2007","2007",97.2877,,
"3","Europe et Asie Centrale","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","SVN","Slovénie","2007","2007",99.7141,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","SVN","Slovénie","2007","2007",99.7141,,
"6","Afrique sub-saharienne","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","ZAF","Afrique du Sud","2007","2007",88.8842,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","ZAF","Afrique du Sud","2007","2007",88.8842,,
"4","Moyen-Orient et Afrique du Nord","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","SYR","République arabe syrienne","2007","2007",89.7126,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","SYR","République arabe syrienne","2007","2007",89.7126,,
"3","Europe et Asie Centrale","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","TJK","Tadjikistan","2007","2007",99.7724,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","TJK","Tadjikistan","2007","2007",99.7724,,
"6","Afrique sub-saharienne","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","TZA","Tanzanie","2007","2007",78.9581,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","TZA","Tanzanie","2007","2007",78.9581,,
"1","Asie de l'Est et Pacifique","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","THA","Thaïlande","2007","2007",95.8804,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","THA","Thaïlande","2007","2007",95.8804,,
"2","Amérique latine et Caraïbes","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","TTO","Trinité-et-Tobago","2007","2007",99.0947,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","TTO","Trinité-et-Tobago","2007","2007",99.0947,,
"4","Moyen-Orient et Afrique du Nord","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","TUN","Tunisie","2007","2007",86.3758,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","TUN","Tunisie","2007","2007",86.3758,,
"3","Europe et Asie Centrale","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","TKM","Turkménistan","2007","2007",99.6949,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","TKM","Turkménistan","2007","2007",99.6949,,
"6","Afrique sub-saharienne","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","UGA","Ouganda","2007","2007",81.7898,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","EDU_2","Taux d'alphabétisation des hommes (%)","UGA","Ouganda","2007","2007",81.7898,,
