"REG","Région","LOCATION","Pays","INC","Groupe de revenus","VAR","Variables","TIME","Année","Value","Flag Codes","Flags"
"ALL","Toutes les régions","BEN","Bénin","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.22,,
"ALL","Toutes les régions","BTN","Bhoutan","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.14,,
"ALL","Toutes les régions","BOL","Bolivie","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.15,,
"ALL","Toutes les régions","BIH","Bosnie-Herzégovine","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.17,,
"ALL","Toutes les régions","BWA","Botswana","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.05,,
"ALL","Toutes les régions","BRA","Brésil","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.04,,
"ALL","Toutes les régions","BGR","Bulgarie","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.09,,
"ALL","Toutes les régions","BFA","Burkina Faso","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.32,,
"ALL","Toutes les régions","BDI","Burundi","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.1,,
"ALL","Toutes les régions","KHM","Cambodge","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.11,,
"ALL","Toutes les régions","CMR","Cameroun","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.26,,
"ALL","Toutes les régions","CAF","République centrafricaine","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.42,,
"ALL","Toutes les régions","TCD","Tchad","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.45,,
"ALL","Toutes les régions","CHL","Chili","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.06,,
"ALL","Toutes les régions","CHN","Chine (République populaire de)","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.02,,
"ALL","Toutes les régions","COL","Colombie","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.17,,
"ALL","Toutes les régions","COG","Congo","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.2,,
"ALL","Toutes les régions","CRI","Costa Rica","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.13,,
"ALL","Toutes les régions","CIV","Côte d'Ivoire","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.25,,
"ALL","Toutes les régions","HRV","Croatie","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.02,,
"ALL","Toutes les régions","CUB","Cuba","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.23,,
"ALL","Toutes les régions","CYP","Chypre","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.02,,
"ALL","Toutes les régions","PRK","RTpublique populaire dTmocratique de CorTe","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0,,
"ALL","Toutes les régions","COD","RTpublique dTmocratique du Congo","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.25,,
"ALL","Toutes les régions","DOM","République dominicaine","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.27,,
"ALL","Toutes les régions","ECU","Équateur","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.22,,
"ALL","Toutes les régions","EGY","Égypte","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.14,,
"ALL","Toutes les régions","SLV","El Salvador","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.17,,
"ALL","Toutes les régions","GNQ","Guinée équatoriale","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.26,,
"ALL","Toutes les régions","ERI","Érythrée","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.31,,
"ALL","Toutes les régions","EST","Estonie","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.05,,
"ALL","Toutes les régions","ETH","Éthiopie","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.23,,
"ALL","Toutes les régions","FJI","Fidji","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.1,,
"ALL","Toutes les régions","GAB","Gabon","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.22,,
"ALL","Toutes les régions","GMB","Gambie","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.25,,
"ALL","Toutes les régions","GEO","Géorgie","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.14,,
"ALL","Toutes les régions","GHA","Ghana","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.09,,
"ALL","Toutes les régions","GTM","Guatemala","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.2,,
"ALL","Toutes les régions","GIN","Guinée","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.38,,
"ALL","Toutes les régions","GNB","Guinée-Bissau","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.22,,
"ALL","Toutes les régions","HTI","Haïti","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.19,,
"ALL","Toutes les régions","HND","Honduras","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.25,,
"ALL","Toutes les régions","HKG","Hong Kong, Chine","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0,,
"ALL","Toutes les régions","IND","Inde","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.28,,
"ALL","Toutes les régions","IDN","Indonésie","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.14,,
"ALL","Toutes les régions","IRN","Iran","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.21,,
"ALL","Toutes les régions","IRQ","Iraq","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.19,,
"ALL","Toutes les régions","ISR","Israël","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.03,,
"ALL","Toutes les régions","JAM","Jamaïque","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.01,,
"ALL","Toutes les régions","JOR","Jordanie","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.07,,
"ALL","Toutes les régions","KAZ","Kazakhstan","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.05,,
"ALL","Toutes les régions","KEN","Kenya","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.13,,
"ALL","Toutes les régions","KWT","Koweït","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.05,,
"ALL","Toutes les régions","KGZ","Kirghizistan","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.08,,
"ALL","Toutes les régions","LAO","République démocratique populaire lao","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.2,,
"ALL","Toutes les régions","LVA","Lettonie","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.01,,
"ALL","Toutes les régions","LBN","Liban","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.03,,
"ALL","Toutes les régions","LSO","Lesotho","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.15,,
"ALL","Toutes les régions","LBR","Libéria","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.2,,
"ALL","Toutes les régions","LBY","Libye","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.03,,
"ALL","Toutes les régions","LTU","Lituanie","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0,,
"ALL","Toutes les régions","MKD","Ex-République yougoslave de Macédoine","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.07,,
"ALL","Toutes les régions","MDG","Madagascar","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.4,,
"ALL","Toutes les régions","MWI","Malawi","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.26,,
"ALL","Toutes les régions","MYS","Malaisie","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.06,,
"ALL","Toutes les régions","MLI","Mali","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.53,,
"ALL","Toutes les régions","MRT","Mauritanie","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.28,,
"ALL","Toutes les régions","MUS","Maurice","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.1,,
"ALL","Toutes les régions","MDA","Moldova","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.11,,
"ALL","Toutes les régions","MNG","Mongolie","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.04,,
"ALL","Toutes les régions","MAR","Maroc","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.11,,
"ALL","Toutes les régions","MOZ","Mozambique","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.45,,
"ALL","Toutes les régions","MMR","Myanmar","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.07,,
"ALL","Toutes les régions","NAM","Namibie","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.05,,
"ALL","Toutes les régions","NPL","Népal","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.29,,
"ALL","Toutes les régions","NIC","Nicaragua","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.3,,
"ALL","Toutes les régions","NER","Niger","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.61,,
"ALL","Toutes les régions","NGA","Nigéria","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.29,,
"ALL","Toutes les régions","PSE","AutoritT palestinienne ou Cisjordanie et bande de Gaza","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.06,,
"ALL","Toutes les régions","OMN","Oman","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.04,,
"ALL","Toutes les régions","PAK","Pakistan","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.11,,
"ALL","Toutes les régions","PAN","Panama","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.22,,
"ALL","Toutes les régions","PNG","Papouasie-Nouvelle-Guinée","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.16,,
"ALL","Toutes les régions","PRY","Paraguay","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.13,,
"ALL","Toutes les régions","PER","Pérou","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.16,,
"ALL","Toutes les régions","PHL","Philippines","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.05,,
"ALL","Toutes les régions","QAT","Qatar","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.18,,
"ALL","Toutes les régions","ROU","Roumanie","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.03,,
"ALL","Toutes les régions","RUS","Russie","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.08,,
"ALL","Toutes les régions","RWA","Rwanda","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.04,,
"ALL","Toutes les régions","SAU","Arabie saoudite","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.04,,
"ALL","Toutes les régions","SEN","Sénégal","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.25,,
"ALL","Toutes les régions","SLE","Sierra Leone","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.31,,
"ALL","Toutes les régions","SGP","Singapour","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0,,
"ALL","Toutes les régions","SVN","Slovénie","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.01,,
"ALL","Toutes les régions","SOM","Somalie","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.22,,
"ALL","Toutes les régions","ZAF","Afrique du Sud","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.03,,
"ALL","Toutes les régions","LKA","Sri Lanka","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.09,,
"ALL","Toutes les régions","SDN","Soudan","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.24,,
"ALL","Toutes les régions","SWZ","Swaziland","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.07,,
"ALL","Toutes les régions","SYR","République arabe syrienne","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.11,,
"ALL","Toutes les régions","TJK","Tadjikistan","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.13,,
"ALL","Toutes les régions","TZA","Tanzanie","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.2,,
"ALL","Toutes les régions","THA","Thaïlande","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.11,,
"ALL","Toutes les régions","TLS","Timor-Leste","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.08,,
"ALL","Toutes les régions","TGO","Togo","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.16,,
"ALL","Toutes les régions","TTO","Trinité-et-Tobago","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.03,,
"ALL","Toutes les régions","TUN","Tunisie","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.02,,
"ALL","Toutes les régions","TKM","Turkménistan","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.05,,
"ALL","Toutes les régions","UGA","Ouganda","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.23,,
"ALL","Toutes les régions","UKR","Ukraine","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.07,,
"ALL","Toutes les régions","ARE","Émirats arabes unis","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.07,,
"ALL","Toutes les régions","URY","Uruguay","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.11,,
"ALL","Toutes les régions","UZB","Ouzbékistan","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.05,,
"ALL","Toutes les régions","VEN","Venezuela","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.17,,
"ALL","Toutes les régions","VNM","Viet Nam","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.1,,
"ALL","Toutes les régions","YEM","Yémen","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.17,,
"ALL","Toutes les régions","ZMB","Zambie","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.19,,
"ALL","Toutes les régions","ZWE","Zimbabwe","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.26,,
"ALL","Toutes les régions","SRB","Serbie","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.05,,
"ALL","Toutes les régions","BHR","Bahreïn","HIN","Pays à haut revenu: non-OCDE","FC_2","Mariage précoce","2014","2014",0.04,,
"ALL","Toutes les régions","HRV","Croatie","HIN","Pays à haut revenu: non-OCDE","FC_2","Mariage précoce","2014","2014",0.02,,
"ALL","Toutes les régions","CYP","Chypre","HIN","Pays à haut revenu: non-OCDE","FC_2","Mariage précoce","2014","2014",0.02,,
"ALL","Toutes les régions","GNQ","Guinée équatoriale","HIN","Pays à haut revenu: non-OCDE","FC_2","Mariage précoce","2014","2014",0.26,,
"ALL","Toutes les régions","HKG","Hong Kong, Chine","HIN","Pays à haut revenu: non-OCDE","FC_2","Mariage précoce","2014","2014",0,,
"ALL","Toutes les régions","KWT","Koweït","HIN","Pays à haut revenu: non-OCDE","FC_2","Mariage précoce","2014","2014",0.05,,
"ALL","Toutes les régions","LVA","Lettonie","HIN","Pays à haut revenu: non-OCDE","FC_2","Mariage précoce","2014","2014",0.01,,
"ALL","Toutes les régions","LTU","Lituanie","HIN","Pays à haut revenu: non-OCDE","FC_2","Mariage précoce","2014","2014",0,,
"ALL","Toutes les régions","OMN","Oman","HIN","Pays à haut revenu: non-OCDE","FC_2","Mariage précoce","2014","2014",0.04,,
"ALL","Toutes les régions","QAT","Qatar","HIN","Pays à haut revenu: non-OCDE","FC_2","Mariage précoce","2014","2014",0.18,,
"ALL","Toutes les régions","RUS","Russie","HIN","Pays à haut revenu: non-OCDE","FC_2","Mariage précoce","2014","2014",0.08,,
"ALL","Toutes les régions","SAU","Arabie saoudite","HIN","Pays à haut revenu: non-OCDE","FC_2","Mariage précoce","2014","2014",0.04,,
"ALL","Toutes les régions","SGP","Singapour","HIN","Pays à haut revenu: non-OCDE","FC_2","Mariage précoce","2014","2014",0,,
"ALL","Toutes les régions","TTO","Trinité-et-Tobago","HIN","Pays à haut revenu: non-OCDE","FC_2","Mariage précoce","2014","2014",0.03,,
"ALL","Toutes les régions","ARE","Émirats arabes unis","HIN","Pays à haut revenu: non-OCDE","FC_2","Mariage précoce","2014","2014",0.07,,
"ALL","Toutes les régions","URY","Uruguay","HIN","Pays à haut revenu: non-OCDE","FC_2","Mariage précoce","2014","2014",0.11,,
"ALL","Toutes les régions","AUS","Australie","HIO","Pays à haut revenu: OCDE","FC_2","Mariage précoce","2014","2014",0.01,,
"ALL","Toutes les régions","AUT","Autriche","HIO","Pays à haut revenu: OCDE","FC_2","Mariage précoce","2014","2014",0,,
"ALL","Toutes les régions","BEL","Belgique","HIO","Pays à haut revenu: OCDE","FC_2","Mariage précoce","2014","2014",0.01,,
"ALL","Toutes les régions","CAN","Canada","HIO","Pays à haut revenu: OCDE","FC_2","Mariage précoce","2014","2014",0.03,,
"ALL","Toutes les régions","CZE","République tchèque","HIO","Pays à haut revenu: OCDE","FC_2","Mariage précoce","2014","2014",0,,
"ALL","Toutes les régions","DNK","Danemark","HIO","Pays à haut revenu: OCDE","FC_2","Mariage précoce","2014","2014",0,,
"ALL","Toutes les régions","FIN","Finlande","HIO","Pays à haut revenu: OCDE","FC_2","Mariage précoce","2014","2014",0.01,,
"ALL","Toutes les régions","FRA","France","HIO","Pays à haut revenu: OCDE","FC_2","Mariage précoce","2014","2014",0.01,,
"ALL","Toutes les régions","DEU","Allemagne","HIO","Pays à haut revenu: OCDE","FC_2","Mariage précoce","2014","2014",0,,
"ALL","Toutes les régions","GRC","Grèce","HIO","Pays à haut revenu: OCDE","FC_2","Mariage précoce","2014","2014",0.04,,
"ALL","Toutes les régions","ISL","Islande","HIO","Pays à haut revenu: OCDE","FC_2","Mariage précoce","2014","2014",0.01,,
"ALL","Toutes les régions","IRL","Irlande","HIO","Pays à haut revenu: OCDE","FC_2","Mariage précoce","2014","2014",0,,
"ALL","Toutes les régions","ITA","Italie","HIO","Pays à haut revenu: OCDE","FC_2","Mariage précoce","2014","2014",0,,
"ALL","Toutes les régions","JPN","Japon","HIO","Pays à haut revenu: OCDE","FC_2","Mariage précoce","2014","2014",0.01,,
"ALL","Toutes les régions","KOR","Corée","HIO","Pays à haut revenu: OCDE","FC_2","Mariage précoce","2014","2014",0,,
"ALL","Toutes les régions","LUX","Luxembourg","HIO","Pays à haut revenu: OCDE","FC_2","Mariage précoce","2014","2014",0.01,,
"ALL","Toutes les régions","NLD","Pays-Bas","HIO","Pays à haut revenu: OCDE","FC_2","Mariage précoce","2014","2014",0,,
"ALL","Toutes les régions","NZL","Nouvelle-Zélande","HIO","Pays à haut revenu: OCDE","FC_2","Mariage précoce","2014","2014",0.08,,
"ALL","Toutes les régions","NOR","Norvège","HIO","Pays à haut revenu: OCDE","FC_2","Mariage précoce","2014","2014",0,,
"ALL","Toutes les régions","POL","Pologne","HIO","Pays à haut revenu: OCDE","FC_2","Mariage précoce","2014","2014",0.02,,
"ALL","Toutes les régions","PRT","Portugal","HIO","Pays à haut revenu: OCDE","FC_2","Mariage précoce","2014","2014",0.05,,
"ALL","Toutes les régions","SVK","République slovaque","HIO","Pays à haut revenu: OCDE","FC_2","Mariage précoce","2014","2014",0.01,,
"ALL","Toutes les régions","ESP","Espagne","HIO","Pays à haut revenu: OCDE","FC_2","Mariage précoce","2014","2014",0.01,,
"ALL","Toutes les régions","SWE","Suède","HIO","Pays à haut revenu: OCDE","FC_2","Mariage précoce","2014","2014",0.01,,
"ALL","Toutes les régions","CHE","Suisse","HIO","Pays à haut revenu: OCDE","FC_2","Mariage précoce","2014","2014",0.01,,
"ALL","Toutes les régions","GBR","Royaume-Uni","HIO","Pays à haut revenu: OCDE","FC_2","Mariage précoce","2014","2014",0,,
"ALL","Toutes les régions","USA","États-Unis","HIO","Pays à haut revenu: OCDE","FC_2","Mariage précoce","2014","2014",0.03,,
"ALL","Toutes les régions","CHL","Chili","HIO","Pays à haut revenu: OCDE","FC_2","Mariage précoce","2014","2014",0.06,,
"ALL","Toutes les régions","EST","Estonie","HIO","Pays à haut revenu: OCDE","FC_2","Mariage précoce","2014","2014",0.05,,
"ALL","Toutes les régions","ISR","Israël","HIO","Pays à haut revenu: OCDE","FC_2","Mariage précoce","2014","2014",0.03,,
"ALL","Toutes les régions","SVN","Slovénie","HIO","Pays à haut revenu: OCDE","FC_2","Mariage précoce","2014","2014",0.01,,
"ALL","Toutes les régions","AFG","Afghanistan","LIN","Pays à faible revenu","FC_2","Mariage précoce","2014","2014",0.17,,
"ALL","Toutes les régions","AGO","Angola","LIN","Pays à faible revenu","FC_2","Mariage précoce","2014","2014",0.36,,
"ALL","Toutes les régions","BGD","Bangladesh","LIN","Pays à faible revenu","FC_2","Mariage précoce","2014","2014",0.46,,
"ALL","Toutes les régions","BEN","Bénin","LIN","Pays à faible revenu","FC_2","Mariage précoce","2014","2014",0.22,,
"ALL","Toutes les régions","BFA","Burkina Faso","LIN","Pays à faible revenu","FC_2","Mariage précoce","2014","2014",0.32,,
"ALL","Toutes les régions","BDI","Burundi","LIN","Pays à faible revenu","FC_2","Mariage précoce","2014","2014",0.1,,
"ALL","Toutes les régions","KHM","Cambodge","LIN","Pays à faible revenu","FC_2","Mariage précoce","2014","2014",0.11,,
"ALL","Toutes les régions","CAF","République centrafricaine","LIN","Pays à faible revenu","FC_2","Mariage précoce","2014","2014",0.42,,
"ALL","Toutes les régions","TCD","Tchad","LIN","Pays à faible revenu","FC_2","Mariage précoce","2014","2014",0.45,,
"ALL","Toutes les régions","PRK","RTpublique populaire dTmocratique de CorTe","LIN","Pays à faible revenu","FC_2","Mariage précoce","2014","2014",0,,
"ALL","Toutes les régions","COD","RTpublique dTmocratique du Congo","LIN","Pays à faible revenu","FC_2","Mariage précoce","2014","2014",0.25,,
"ALL","Toutes les régions","ERI","Érythrée","LIN","Pays à faible revenu","FC_2","Mariage précoce","2014","2014",0.31,,
"ALL","Toutes les régions","ETH","Éthiopie","LIN","Pays à faible revenu","FC_2","Mariage précoce","2014","2014",0.23,,
"ALL","Toutes les régions","GMB","Gambie","LIN","Pays à faible revenu","FC_2","Mariage précoce","2014","2014",0.25,,
"ALL","Toutes les régions","GIN","Guinée","LIN","Pays à faible revenu","FC_2","Mariage précoce","2014","2014",0.38,,
"ALL","Toutes les régions","GNB","Guinée-Bissau","LIN","Pays à faible revenu","FC_2","Mariage précoce","2014","2014",0.22,,
"ALL","Toutes les régions","HTI","Haïti","LIN","Pays à faible revenu","FC_2","Mariage précoce","2014","2014",0.19,,
"ALL","Toutes les régions","KEN","Kenya","LIN","Pays à faible revenu","FC_2","Mariage précoce","2014","2014",0.13,,
"ALL","Toutes les régions","LBR","Libéria","LIN","Pays à faible revenu","FC_2","Mariage précoce","2014","2014",0.2,,
"ALL","Toutes les régions","MDG","Madagascar","LIN","Pays à faible revenu","FC_2","Mariage précoce","2014","2014",0.4,,
"ALL","Toutes les régions","MWI","Malawi","LIN","Pays à faible revenu","FC_2","Mariage précoce","2014","2014",0.26,,
"ALL","Toutes les régions","MLI","Mali","LIN","Pays à faible revenu","FC_2","Mariage précoce","2014","2014",0.53,,
"ALL","Toutes les régions","MOZ","Mozambique","LIN","Pays à faible revenu","FC_2","Mariage précoce","2014","2014",0.45,,
"ALL","Toutes les régions","MMR","Myanmar","LIN","Pays à faible revenu","FC_2","Mariage précoce","2014","2014",0.07,,
"ALL","Toutes les régions","NPL","Népal","LIN","Pays à faible revenu","FC_2","Mariage précoce","2014","2014",0.29,,
"ALL","Toutes les régions","NER","Niger","LIN","Pays à faible revenu","FC_2","Mariage précoce","2014","2014",0.61,,
"ALL","Toutes les régions","RWA","Rwanda","LIN","Pays à faible revenu","FC_2","Mariage précoce","2014","2014",0.04,,
"ALL","Toutes les régions","SLE","Sierra Leone","LIN","Pays à faible revenu","FC_2","Mariage précoce","2014","2014",0.31,,
"ALL","Toutes les régions","SOM","Somalie","LIN","Pays à faible revenu","FC_2","Mariage précoce","2014","2014",0.22,,
"ALL","Toutes les régions","TJK","Tadjikistan","LIN","Pays à faible revenu","FC_2","Mariage précoce","2014","2014",0.13,,
"ALL","Toutes les régions","TZA","Tanzanie","LIN","Pays à faible revenu","FC_2","Mariage précoce","2014","2014",0.2,,
"ALL","Toutes les régions","TGO","Togo","LIN","Pays à faible revenu","FC_2","Mariage précoce","2014","2014",0.16,,
"ALL","Toutes les régions","UGA","Ouganda","LIN","Pays à faible revenu","FC_2","Mariage précoce","2014","2014",0.23,,
"ALL","Toutes les régions","ZWE","Zimbabwe","LIN","Pays à faible revenu","FC_2","Mariage précoce","2014","2014",0.26,,
"ALL","Toutes les régions","ARM","Arménie","LMI","Pays à revenu moyen bas","FC_2","Mariage précoce","2014","2014",0.08,,
"ALL","Toutes les régions","BTN","Bhoutan","LMI","Pays à revenu moyen bas","FC_2","Mariage précoce","2014","2014",0.14,,
"ALL","Toutes les régions","BOL","Bolivie","LMI","Pays à revenu moyen bas","FC_2","Mariage précoce","2014","2014",0.15,,
"ALL","Toutes les régions","CMR","Cameroun","LMI","Pays à revenu moyen bas","FC_2","Mariage précoce","2014","2014",0.26,,
"ALL","Toutes les régions","COG","Congo","LMI","Pays à revenu moyen bas","FC_2","Mariage précoce","2014","2014",0.2,,
"ALL","Toutes les régions","CIV","Côte d'Ivoire","LMI","Pays à revenu moyen bas","FC_2","Mariage précoce","2014","2014",0.25,,
"ALL","Toutes les régions","EGY","Égypte","LMI","Pays à revenu moyen bas","FC_2","Mariage précoce","2014","2014",0.14,,
"ALL","Toutes les régions","SLV","El Salvador","LMI","Pays à revenu moyen bas","FC_2","Mariage précoce","2014","2014",0.17,,
"ALL","Toutes les régions","GEO","Géorgie","LMI","Pays à revenu moyen bas","FC_2","Mariage précoce","2014","2014",0.14,,
"ALL","Toutes les régions","GHA","Ghana","LMI","Pays à revenu moyen bas","FC_2","Mariage précoce","2014","2014",0.09,,
"ALL","Toutes les régions","GTM","Guatemala","LMI","Pays à revenu moyen bas","FC_2","Mariage précoce","2014","2014",0.2,,
"ALL","Toutes les régions","HND","Honduras","LMI","Pays à revenu moyen bas","FC_2","Mariage précoce","2014","2014",0.25,,
