"REG","Région","LOCATION","Pays","INC","Groupe de revenus","VAR","Variables","TIME","Année","Value","Flag Codes","Flags"
"ALL","Toutes les régions","NLD","Pays-Bas","HIO","Pays à haut revenu: OCDE","SB_3","Préférences liées à l'éducation ","2014","2014",0.05,,
"ALL","Toutes les régions","NZL","Nouvelle-Zélande","HIO","Pays à haut revenu: OCDE","SB_3","Préférences liées à l'éducation ","2014","2014",0.05,,
"ALL","Toutes les régions","NOR","Norvège","HIO","Pays à haut revenu: OCDE","SB_3","Préférences liées à l'éducation ","2014","2014",0.04,,
"ALL","Toutes les régions","POL","Pologne","HIO","Pays à haut revenu: OCDE","SB_3","Préférences liées à l'éducation ","2014","2014",0.12,,
"ALL","Toutes les régions","ESP","Espagne","HIO","Pays à haut revenu: OCDE","SB_3","Préférences liées à l'éducation ","2014","2014",0.12,,
"ALL","Toutes les régions","SWE","Suède","HIO","Pays à haut revenu: OCDE","SB_3","Préférences liées à l'éducation ","2014","2014",0.03,,
"ALL","Toutes les régions","CHE","Suisse","HIO","Pays à haut revenu: OCDE","SB_3","Préférences liées à l'éducation ","2014","2014",0.09,,
"ALL","Toutes les régions","GBR","Royaume-Uni","HIO","Pays à haut revenu: OCDE","SB_3","Préférences liées à l'éducation ","2014","2014",0.07,,
"ALL","Toutes les régions","USA","États-Unis","HIO","Pays à haut revenu: OCDE","SB_3","Préférences liées à l'éducation ","2014","2014",0.07,,
"ALL","Toutes les régions","CHL","Chili","HIO","Pays à haut revenu: OCDE","SB_3","Préférences liées à l'éducation ","2014","2014",0.2,,
"ALL","Toutes les régions","EST","Estonie","HIO","Pays à haut revenu: OCDE","SB_3","Préférences liées à l'éducation ","2014","2014",0.16,,
"ALL","Toutes les régions","SVN","Slovénie","HIO","Pays à haut revenu: OCDE","SB_3","Préférences liées à l'éducation ","2014","2014",0.08,,
"ALL","Toutes les régions","BGD","Bangladesh","LIN","Pays à faible revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.62,,
"ALL","Toutes les régions","BFA","Burkina Faso","LIN","Pays à faible revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.33,,
"ALL","Toutes les régions","ETH","Éthiopie","LIN","Pays à faible revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.08,,
"ALL","Toutes les régions","MLI","Mali","LIN","Pays à faible revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.47,,
"ALL","Toutes les régions","RWA","Rwanda","LIN","Pays à faible revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.36,,
"ALL","Toutes les régions","TZA","Tanzanie","LIN","Pays à faible revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.15,,
"ALL","Toutes les régions","UGA","Ouganda","LIN","Pays à faible revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.23,,
"ALL","Toutes les régions","ZWE","Zimbabwe","LIN","Pays à faible revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.16,,
"ALL","Toutes les régions","ARM","Arménie","LMI","Pays à revenu moyen bas","SB_3","Préférences liées à l'éducation ","2014","2014",0.25,,
"ALL","Toutes les régions","EGY","Égypte","LMI","Pays à revenu moyen bas","SB_3","Préférences liées à l'éducation ","2014","2014",0.36,,
"ALL","Toutes les régions","GEO","Géorgie","LMI","Pays à revenu moyen bas","SB_3","Préférences liées à l'éducation ","2014","2014",0.23,,
"ALL","Toutes les régions","GHA","Ghana","LMI","Pays à revenu moyen bas","SB_3","Préférences liées à l'éducation ","2014","2014",0.3,,
"ALL","Toutes les régions","GTM","Guatemala","LMI","Pays à revenu moyen bas","SB_3","Préférences liées à l'éducation ","2014","2014",0.19,,
"ALL","Toutes les régions","IND","Inde","LMI","Pays à revenu moyen bas","SB_3","Préférences liées à l'éducation ","2014","2014",0.39,,
"ALL","Toutes les régions","IDN","Indonésie","LMI","Pays à revenu moyen bas","SB_3","Préférences liées à l'éducation ","2014","2014",0.19,,
"ALL","Toutes les régions","KGZ","Kirghizistan","LMI","Pays à revenu moyen bas","SB_3","Préférences liées à l'éducation ","2014","2014",0.41,,
"ALL","Toutes les régions","MDA","Moldova","LMI","Pays à revenu moyen bas","SB_3","Préférences liées à l'éducation ","2014","2014",0.17,,
"ALL","Toutes les régions","MAR","Maroc","LMI","Pays à revenu moyen bas","SB_3","Préférences liées à l'éducation ","2014","2014",0.2,,
"ALL","Toutes les régions","NGA","Nigéria","LMI","Pays à revenu moyen bas","SB_3","Préférences liées à l'éducation ","2014","2014",0.46,,
"ALL","Toutes les régions","PSE","AutoritT palestinienne ou Cisjordanie et bande de Gaza","LMI","Pays à revenu moyen bas","SB_3","Préférences liées à l'éducation ","2014","2014",0.27,,
"ALL","Toutes les régions","PAK","Pakistan","LMI","Pays à revenu moyen bas","SB_3","Préférences liées à l'éducation ","2014","2014",0.51,,
"ALL","Toutes les régions","PHL","Philippines","LMI","Pays à revenu moyen bas","SB_3","Préférences liées à l'éducation ","2014","2014",0.39,,
"ALL","Toutes les régions","UKR","Ukraine","LMI","Pays à revenu moyen bas","SB_3","Préférences liées à l'éducation ","2014","2014",0.18,,
"ALL","Toutes les régions","UZB","Ouzbékistan","LMI","Pays à revenu moyen bas","SB_3","Préférences liées à l'éducation ","2014","2014",0.49,,
"ALL","Toutes les régions","VNM","Viet Nam","LMI","Pays à revenu moyen bas","SB_3","Préférences liées à l'éducation ","2014","2014",0.2,,
"ALL","Toutes les régions","YEM","Yémen","LMI","Pays à revenu moyen bas","SB_3","Préférences liées à l'éducation ","2014","2014",0.45,,
"ALL","Toutes les régions","ZMB","Zambie","LMI","Pays à revenu moyen bas","SB_3","Préférences liées à l'éducation ","2014","2014",0.24,,
"ALL","Toutes les régions","HUN","Hongrie","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.19,,
"ALL","Toutes les régions","MEX","Mexique","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.21,,
"ALL","Toutes les régions","TUR","Turquie","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.32,,
"ALL","Toutes les régions","ALB","Albanie","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.15,,
"ALL","Toutes les régions","DZA","Algérie","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.37,,
"ALL","Toutes les régions","ARG","Argentine","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.14,,
"ALL","Toutes les régions","AZE","Azerbaïdjan","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.31,,
"ALL","Toutes les régions","BLR","Bélarus","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.21,,
"ALL","Toutes les régions","BIH","Bosnie-Herzégovine","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.17,,
"ALL","Toutes les régions","BRA","Brésil","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.12,,
"ALL","Toutes les régions","BGR","Bulgarie","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.11,,
"ALL","Toutes les régions","CHN","Chine (République populaire de)","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.22,,
"ALL","Toutes les régions","COL","Colombie","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.11,,
"ALL","Toutes les régions","ECU","Équateur","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.23,,
"ALL","Toutes les régions","IRN","Iran","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.55,,
"ALL","Toutes les régions","IRQ","Iraq","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.31,,
"ALL","Toutes les régions","JOR","Jordanie","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.29,,
"ALL","Toutes les régions","KAZ","Kazakhstan","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.22,,
"ALL","Toutes les régions","LBN","Liban","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.31,,
"ALL","Toutes les régions","LBY","Libye","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.32,,
"ALL","Toutes les régions","MKD","Ex-République yougoslave de Macédoine","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.12,,
"ALL","Toutes les régions","MYS","Malaisie","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.43,,
"ALL","Toutes les régions","PER","Pérou","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.14,,
"ALL","Toutes les régions","ROU","Roumanie","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.21,,
"ALL","Toutes les régions","ZAF","Afrique du Sud","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.2,,
"ALL","Toutes les régions","THA","Thaïlande","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.27,,
"ALL","Toutes les régions","TUN","Tunisie","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.25,,
"ALL","Toutes les régions","VEN","Venezuela","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.15,,
"ALL","Toutes les régions","SRB","Serbie","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.19,,
"EAP","Asie de l'Est et Pacifique","AUS","Australie","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.04,,
"NA","Amérique du Nord","CAN","Canada","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.05,,
"ECA","Europe and Central Asia","FIN","Finlande","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.06,,
"ECA","Europe and Central Asia","FRA","France","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.07,,
"ECA","Europe and Central Asia","DEU","Allemagne","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.16,,
"ECA","Europe and Central Asia","HUN","Hongrie","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.19,,
"ECA","Europe and Central Asia","ITA","Italie","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.08,,
"EAP","Asie de l'Est et Pacifique","JPN","Japon","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.16,,
"EAP","Asie de l'Est et Pacifique","KOR","Corée","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.26,,
"LAC","Amérique latine et Caraïbes","MEX","Mexique","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.21,,
"ECA","Europe and Central Asia","NLD","Pays-Bas","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.05,,
"EAP","Asie de l'Est et Pacifique","NZL","Nouvelle-Zélande","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.05,,
"ECA","Europe and Central Asia","NOR","Norvège","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.04,,
"ECA","Europe and Central Asia","POL","Pologne","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.12,,
"ECA","Europe and Central Asia","ESP","Espagne","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.12,,
"ECA","Europe and Central Asia","SWE","Suède","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.03,,
"ECA","Europe and Central Asia","CHE","Suisse","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.09,,
"ECA","Europe and Central Asia","TUR","Turquie","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.32,,
"ECA","Europe and Central Asia","GBR","Royaume-Uni","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.07,,
"NA","Amérique du Nord","USA","États-Unis","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.07,,
"ECA","Europe and Central Asia","ALB","Albanie","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.15,,
"MENA","Moyen-Orient et Afrique du Nord","DZA","Algérie","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.37,,
"LAC","Amérique latine et Caraïbes","ARG","Argentine","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.14,,
"ECA","Europe and Central Asia","ARM","Arménie","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.25,,
"ECA","Europe and Central Asia","AZE","Azerbaïdjan","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.31,,
"SA","Asie du Sud","BGD","Bangladesh","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.62,,
"ECA","Europe and Central Asia","BLR","Bélarus","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.21,,
"ECA","Europe and Central Asia","BIH","Bosnie-Herzégovine","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.17,,
"LAC","Amérique latine et Caraïbes","BRA","Brésil","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.12,,
"ECA","Europe and Central Asia","BGR","Bulgarie","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.11,,
"SSA","Afrique Sub-Saharienne","BFA","Burkina Faso","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.33,,
"LAC","Amérique latine et Caraïbes","CHL","Chili","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.2,,
"EAP","Asie de l'Est et Pacifique","CHN","Chine (République populaire de)","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.22,,
"LAC","Amérique latine et Caraïbes","COL","Colombie","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.11,,
"ECA","Europe and Central Asia","CYP","Chypre","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.14,,
"LAC","Amérique latine et Caraïbes","ECU","Équateur","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.23,,
"MENA","Moyen-Orient et Afrique du Nord","EGY","Égypte","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.36,,
"ECA","Europe and Central Asia","EST","Estonie","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.16,,
"SSA","Afrique Sub-Saharienne","ETH","Éthiopie","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.08,,
"ECA","Europe and Central Asia","GEO","Géorgie","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.23,,
"SSA","Afrique Sub-Saharienne","GHA","Ghana","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.3,,
"LAC","Amérique latine et Caraïbes","GTM","Guatemala","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.19,,
"EAP","Asie de l'Est et Pacifique","HKG","Hong Kong, Chine","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.22,,
"SA","Asie du Sud","IND","Inde","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.39,,
"EAP","Asie de l'Est et Pacifique","IDN","Indonésie","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.19,,
"MENA","Moyen-Orient et Afrique du Nord","IRN","Iran","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.55,,
"MENA","Moyen-Orient et Afrique du Nord","IRQ","Iraq","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.31,,
"MENA","Moyen-Orient et Afrique du Nord","JOR","Jordanie","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.29,,
"ECA","Europe and Central Asia","KAZ","Kazakhstan","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.22,,
"MENA","Moyen-Orient et Afrique du Nord","KWT","Koweït","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.36,,
"ECA","Europe and Central Asia","KGZ","Kirghizistan","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.41,,
"MENA","Moyen-Orient et Afrique du Nord","LBN","Liban","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.31,,
"MENA","Moyen-Orient et Afrique du Nord","LBY","Libye","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.32,,
"ECA","Europe and Central Asia","MKD","Ex-République yougoslave de Macédoine","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.12,,
"EAP","Asie de l'Est et Pacifique","MYS","Malaisie","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.43,,
"SSA","Afrique Sub-Saharienne","MLI","Mali","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.47,,
"ECA","Europe and Central Asia","MDA","Moldova","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.17,,
"MENA","Moyen-Orient et Afrique du Nord","MAR","Maroc","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.2,,
"SSA","Afrique Sub-Saharienne","NGA","Nigéria","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.46,,
"MENA","Moyen-Orient et Afrique du Nord","PSE","AutoritT palestinienne ou Cisjordanie et bande de Gaza","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.27,,
"SA","Asie du Sud","PAK","Pakistan","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.51,,
"LAC","Amérique latine et Caraïbes","PER","Pérou","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.14,,
"EAP","Asie de l'Est et Pacifique","PHL","Philippines","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.39,,
"MENA","Moyen-Orient et Afrique du Nord","QAT","Qatar","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.28,,
"ECA","Europe and Central Asia","ROU","Roumanie","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.21,,
"ECA","Europe and Central Asia","RUS","Russie","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.23,,
"SSA","Afrique Sub-Saharienne","RWA","Rwanda","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.36,,
"MENA","Moyen-Orient et Afrique du Nord","SAU","Arabie saoudite","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.6,,
"EAP","Asie de l'Est et Pacifique","SGP","Singapour","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.26,,
"ECA","Europe and Central Asia","SVN","Slovénie","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.08,,
"SSA","Afrique Sub-Saharienne","ZAF","Afrique du Sud","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.2,,
"SSA","Afrique Sub-Saharienne","TZA","Tanzanie","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.15,,
"EAP","Asie de l'Est et Pacifique","THA","Thaïlande","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.27,,
"LAC","Amérique latine et Caraïbes","TTO","Trinité-et-Tobago","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.06,,
"MENA","Moyen-Orient et Afrique du Nord","TUN","Tunisie","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.25,,
"SSA","Afrique Sub-Saharienne","UGA","Ouganda","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.23,,
"ECA","Europe and Central Asia","UKR","Ukraine","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.18,,
"LAC","Amérique latine et Caraïbes","URY","Uruguay","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.09,,
"ECA","Europe and Central Asia","UZB","Ouzbékistan","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.49,,
"LAC","Amérique latine et Caraïbes","VEN","Venezuela","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.15,,
"EAP","Asie de l'Est et Pacifique","VNM","Viet Nam","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.2,,
"MENA","Moyen-Orient et Afrique du Nord","YEM","Yémen","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.45,,
"SSA","Afrique Sub-Saharienne","ZMB","Zambie","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.24,,
"SSA","Afrique Sub-Saharienne","ZWE","Zimbabwe","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.16,,
"ECA","Europe and Central Asia","SRB","Serbie","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.19,,
