"REGION","Region","INCOME","Groupe de revenus","VARIABLE","Variable","LOCATION","Pays","YEAR","Année","Value","Flag Codes","Flags"
"5","Asie du Sud","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","NPL","Népal","2006","2006",20,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","NPL","Népal","2006","2006",20,,
"2","Amérique latine et Caraïbes","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","NIC","Nicaragua","2006","2006",51,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","NIC","Nicaragua","2006","2006",51,,
"4","Moyen-Orient et Afrique du Nord","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","PSE","AutoritT palestinienne ou Cisjordanie et bande de Gaza","2006","2006",34,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","PSE","AutoritT palestinienne ou Cisjordanie et bande de Gaza","2006","2006",34,,
"4","Moyen-Orient et Afrique du Nord","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","OMN","Oman","2006","2006",33,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","OMN","Oman","2006","2006",33,,
"5","Asie du Sud","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","PAK","Pakistan","2006","2006",26,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","PAK","Pakistan","2006","2006",26,,
"2","Amérique latine et Caraïbes","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","PAN","Panama","2006","2006",49,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","PAN","Panama","2006","2006",49,,
"2","Amérique latine et Caraïbes","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","PER","Pérou","2006","2006",42,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","PER","Pérou","2006","2006",42,,
"1","Asie de l'Est et Pacifique","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","PHL","Philippines","2006","2006",61,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","PHL","Philippines","2006","2006",61,,
"3","Europe et Asie Centrale","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","ROU","Roumanie","2006","2006",57,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","ROU","Roumanie","2006","2006",57,,
"3","Europe et Asie Centrale","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","RUS","Russie","2006","2006",64,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","RUS","Russie","2006","2006",64,,
"4","Moyen-Orient et Afrique du Nord","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","SAU","Arabie saoudite","2006","2006",31,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","SAU","Arabie saoudite","2006","2006",31,,
"3","Europe et Asie Centrale","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","SCG","Serbie-et-Monténégro","2006","2006",56,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","SCG","Serbie-et-Monténégro","2006","2006",56,,
"1","Asie de l'Est et Pacifique","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","SGP","Singapour","2006","2006",44,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","SGP","Singapour","2006","2006",44,,
"3","Europe et Asie Centrale","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","SVN","Slovénie","2006","2006",56,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","SVN","Slovénie","2006","2006",56,,
"5","Asie du Sud","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","LKA","Sri Lanka","2006","2006",48,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","LKA","Sri Lanka","2006","2006",48,,
"4","Moyen-Orient et Afrique du Nord","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","SYR","République arabe syrienne","2006","2006",40,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","SYR","République arabe syrienne","2006","2006",40,,
"6","Afrique sub-saharienne","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","TZA","Tanzanie","2006","2006",32,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","TZA","Tanzanie","2006","2006",32,,
"1","Asie de l'Est et Pacifique","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","THA","Thaïlande","2006","2006",55,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","THA","Thaïlande","2006","2006",55,,
"2","Amérique latine et Caraïbes","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","TTO","Trinité-et-Tobago","2006","2006",53,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","TTO","Trinité-et-Tobago","2006","2006",53,,
"6","Afrique sub-saharienne","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","UGA","Ouganda","2006","2006",35,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","UGA","Ouganda","2006","2006",35,,
"3","Europe et Asie Centrale","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","UKR","Ukraine","2006","2006",64,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","UKR","Ukraine","2006","2006",64,,
"4","Moyen-Orient et Afrique du Nord","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","ARE","Émirats arabes unis","2006","2006",25,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","ARE","Émirats arabes unis","2006","2006",25,,
"2","Amérique latine et Caraïbes","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","URY","Uruguay","2006","2006",53,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","URY","Uruguay","2006","2006",53,,
"2","Amérique latine et Caraïbes","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","VEN","Venezuela","2006","2006",61,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","VEN","Venezuela","2006","2006",61,,
"1","Asie de l'Est et Pacifique","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","VNM","Viet Nam","2006","2006",51,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","VNM","Viet Nam","2006","2006",51,,
"4","Moyen-Orient et Afrique du Nord","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","YEM","Yémen","2006","2006",15,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","YEM","Yémen","2006","2006",15,,
"6","Afrique sub-saharienne","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","ZMB","Zambie","2006","2006",31,,
"9","Toutes les régions","5","Toutes les catégories de revenu (TLCR)","ECO_3","% de femmes parmi les cadres et techniciens","ZMB","Zambie","2006","2006",31,,
"1","Asie de l'Est et Pacifique","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","AUS","Australie","2006","2006",27866,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","AUS","Australie","2006","2006",27866,,
"7","Europe","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","AUT","Autriche","2006","2006",16047,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","AUT","Autriche","2006","2006",16047,,
"7","Europe","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","BEL","Belgique","2006","2006",20683,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","BEL","Belgique","2006","2006",20683,,
"8","Amérique du Nord","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","CAN","Canada","2006","2006",26055,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","CAN","Canada","2006","2006",26055,,
"7","Europe","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","DNK","Danemark","2006","2006",29796,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","DNK","Danemark","2006","2006",29796,,
"7","Europe","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","FIN","Finlande","2006","2006",27667,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","FIN","Finlande","2006","2006",27667,,
"7","Europe","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","FRA","France","2006","2006",24529,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","FRA","France","2006","2006",24529,,
"7","Europe","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","DEU","Allemagne","2006","2006",24138,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","DEU","Allemagne","2006","2006",24138,,
"7","Europe","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","GRC","Grèce","2006","2006",21181,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","GRC","Grèce","2006","2006",21181,,
"7","Europe","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","ISL","Islande","2006","2006",29283,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","ISL","Islande","2006","2006",29283,,
"7","Europe","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","IRL","Irlande","2006","2006",23295,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","IRL","Irlande","2006","2006",23295,,
"7","Europe","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","ITA","Italie","2006","2006",19168,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","ITA","Italie","2006","2006",19168,,
"1","Asie de l'Est et Pacifique","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","JPN","Japon","2006","2006",18334,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","JPN","Japon","2006","2006",18334,,
"1","Asie de l'Est et Pacifique","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","KOR","Corée","2006","2006",15781,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","KOR","Corée","2006","2006",15781,,
"7","Europe","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","LUX","Luxembourg","2006","2006",21837,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","LUX","Luxembourg","2006","2006",21837,,
"7","Europe","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","NLD","Pays-Bas","2006","2006",26207,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","NLD","Pays-Bas","2006","2006",26207,,
"1","Asie de l'Est et Pacifique","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","NZL","Nouvelle-Zélande","2006","2006",21181,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","NZL","Nouvelle-Zélande","2006","2006",21181,,
"7","Europe","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","NOR","Norvège","2006","2006",31663,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","NOR","Norvège","2006","2006",31663,,
"7","Europe","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","PRT","Portugal","2006","2006",15842,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","PRT","Portugal","2006","2006",15842,,
"7","Europe","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","ESP","Espagne","2006","2006",20174,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","ESP","Espagne","2006","2006",20174,,
"7","Europe","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","SWE","Suède","2006","2006",30976,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","SWE","Suède","2006","2006",30976,,
"7","Europe","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","CHE","Suisse","2006","2006",26278,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","CHE","Suisse","2006","2006",26278,,
"7","Europe","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","GBR","Royaume-Uni","2006","2006",26863,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","GBR","Royaume-Uni","2006","2006",26863,,
"8","Amérique du Nord","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","USA","États-Unis","2006","2006",25613,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","USA","États-Unis","2006","2006",25613,,
"4","Moyen-Orient et Afrique du Nord","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","BHR","Bahreïn","2006","2006",17342,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","BHR","Bahreïn","2006","2006",17342,,
"1","Asie de l'Est et Pacifique","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","HKG","Hong Kong, Chine","2006","2006",31232,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","HKG","Hong Kong, Chine","2006","2006",31232,,
"4","Moyen-Orient et Afrique du Nord","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","ISR","Israël","2006","2006",19635,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","ISR","Israël","2006","2006",19635,,
"4","Moyen-Orient et Afrique du Nord","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","KWT","Koweït","2006","2006",16071,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","KWT","Koweït","2006","2006",16071,,
"7","Europe","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","MLT","Malte","2006","2006",15086,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","MLT","Malte","2006","2006",15086,,
"1","Asie de l'Est et Pacifique","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","SGP","Singapour","2006","2006",20775,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","SGP","Singapour","2006","2006",20775,,
"3","Europe et Asie Centrale","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","SVN","Slovénie","2006","2006",19246,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","SVN","Slovénie","2006","2006",19246,,
"4","Moyen-Orient et Afrique du Nord","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","ARE","Émirats arabes unis","2006","2006",10177,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_4","Revenu estimé du travail (PPA US$), femmes","ARE","Émirats arabes unis","2006","2006",10177,,
"3","Europe et Asie Centrale","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","CZE","République tchèque","2006","2006",16603,,
"9","Toutes les régions","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","CZE","République tchèque","2006","2006",16603,,
"3","Europe et Asie Centrale","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","HUN","Hongrie","2006","2006",14658,,
"9","Toutes les régions","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","HUN","Hongrie","2006","2006",14658,,
"2","Amérique latine et Caraïbes","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","MEX","Mexique","2006","2006",7311,,
"9","Toutes les régions","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","MEX","Mexique","2006","2006",7311,,
"3","Europe et Asie Centrale","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","POL","Pologne","2006","2006",11084,,
"9","Toutes les régions","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","POL","Pologne","2006","2006",11084,,
"3","Europe et Asie Centrale","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","SVK","République slovaque","2006","2006",13311,,
"9","Toutes les régions","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","SVK","République slovaque","2006","2006",13311,,
"2","Amérique latine et Caraïbes","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","ARG","Argentine","2006","2006",8595,,
"9","Toutes les régions","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","ARG","Argentine","2006","2006",8595,,
"6","Afrique sub-saharienne","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","BWA","Botswana","2006","2006",10275,,
"9","Toutes les régions","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","BWA","Botswana","2006","2006",10275,,
"2","Amérique latine et Caraïbes","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","CHL","Chili","2006","2006",7557,,
"9","Toutes les régions","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","CHL","Chili","2006","2006",7557,,
"2","Amérique latine et Caraïbes","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","CRI","Costa Rica","2006","2006",7073,,
"9","Toutes les régions","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","CRI","Costa Rica","2006","2006",7073,,
"3","Europe et Asie Centrale","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","HRV","Croatie","2006","2006",11753,,
"9","Toutes les régions","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","HRV","Croatie","2006","2006",11753,,
"3","Europe et Asie Centrale","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","EST","Estonie","2006","2006",15122,,
"9","Toutes les régions","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","EST","Estonie","2006","2006",15122,,
"6","Afrique sub-saharienne","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","GAB","Gabon","2006","2006",10374,,
"9","Toutes les régions","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","GAB","Gabon","2006","2006",10374,,
"3","Europe et Asie Centrale","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","LVA","Lettonie","2006","2006",12530,,
"9","Toutes les régions","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","LVA","Lettonie","2006","2006",12530,,
"4","Moyen-Orient et Afrique du Nord","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","LBN","Liban","2006","2006",4800,,
"9","Toutes les régions","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","LBN","Liban","2006","2006",4800,,
"4","Moyen-Orient et Afrique du Nord","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","LBY","Libye","2006","2006",6273,,
"9","Toutes les régions","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","LBY","Libye","2006","2006",6273,,
"3","Europe et Asie Centrale","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","LTU","Lituanie","2006","2006",13265,,
"9","Toutes les régions","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","LTU","Lituanie","2006","2006",13265,,
"1","Asie de l'Est et Pacifique","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","MYS","Malaisie","2006","2006",7596,,
"9","Toutes les régions","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","MYS","Malaisie","2006","2006",7596,,
"6","Afrique sub-saharienne","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","MUS","Maurice","2006","2006",6228,,
"9","Toutes les régions","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","MUS","Maurice","2006","2006",6228,,
"4","Moyen-Orient et Afrique du Nord","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","OMN","Oman","2006","2006",6466,,
"9","Toutes les régions","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","OMN","Oman","2006","2006",6466,,
"2","Amérique latine et Caraïbes","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","PAN","Panama","2006","2006",7728,,
"9","Toutes les régions","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","PAN","Panama","2006","2006",7728,,
"4","Moyen-Orient et Afrique du Nord","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","SAU","Arabie saoudite","2006","2006",5938,,
"9","Toutes les régions","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","SAU","Arabie saoudite","2006","2006",5938,,
"2","Amérique latine et Caraïbes","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","TTO","Trinité-et-Tobago","2006","2006",13840,,
"9","Toutes les régions","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","TTO","Trinité-et-Tobago","2006","2006",13840,,
"2","Amérique latine et Caraïbes","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","URY","Uruguay","2006","2006",7456,,
"9","Toutes les régions","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","URY","Uruguay","2006","2006",7456,,
"2","Amérique latine et Caraïbes","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","VEN","Venezuela","2006","2006",7781,,
"9","Toutes les régions","2","Pays à revenu moyen haut (PRMH)","ECO_4","Revenu estimé du travail (PPA US$), femmes","VEN","Venezuela","2006","2006",7781,,
"3","Europe et Asie Centrale","3","Pays à revenu moyen bas (PRMB)","ECO_4","Revenu estimé du travail (PPA US$), femmes","TUR","Turquie","2006","2006",4959,,
"9","Toutes les régions","3","Pays à revenu moyen bas (PRMB)","ECO_4","Revenu estimé du travail (PPA US$), femmes","TUR","Turquie","2006","2006",4959,,
"3","Europe et Asie Centrale","3","Pays à revenu moyen bas (PRMB)","ECO_4","Revenu estimé du travail (PPA US$), femmes","ALB","Albanie","2006","2006",4171,,
"9","Toutes les régions","3","Pays à revenu moyen bas (PRMB)","ECO_4","Revenu estimé du travail (PPA US$), femmes","ALB","Albanie","2006","2006",4171,,
"4","Moyen-Orient et Afrique du Nord","3","Pays à revenu moyen bas (PRMB)","ECO_4","Revenu estimé du travail (PPA US$), femmes","DZA","Algérie","2006","2006",3797,,
"9","Toutes les régions","3","Pays à revenu moyen bas (PRMB)","ECO_4","Revenu estimé du travail (PPA US$), femmes","DZA","Algérie","2006","2006",3797,,
"3","Europe et Asie Centrale","3","Pays à revenu moyen bas (PRMB)","ECO_4","Revenu estimé du travail (PPA US$), femmes","ARM","Arménie","2006","2006",3524,,
"9","Toutes les régions","3","Pays à revenu moyen bas (PRMB)","ECO_4","Revenu estimé du travail (PPA US$), femmes","ARM","Arménie","2006","2006",3524,,
"3","Europe et Asie Centrale","3","Pays à revenu moyen bas (PRMB)","ECO_4","Revenu estimé du travail (PPA US$), femmes","BLR","Bélarus","2006","2006",7722,,
