"COU","Pays","IND","Indicator","YEAR","Année","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FRA","France","COMP_SP_ESC","Average employers'social contributions of senior professionals in central government, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,31197.68,,
"FRA","France","COMP_SP_WT","Average working time correction of senior professionals in central government, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,26664.5,,
"FRA","France","COMP_JP","Average annual compensation of junior professionals in central government, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,80224.48,,
"FRA","France","COMP_JP_WS","Average wages and salaries of junior professionals in central government, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,39732.09,,
"FRA","France","COMP_JP_ESC","Average employers'social contributions of junior professionals in central government, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,21579.19,,
"FRA","France","COMP_JP_WT","Average working time correction of junior professionals in central government, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,18913.2,,
"FRA","France","RCSP_GDP","Average annual compensation of senior professionals in central government, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Unités",,,2.31,,
"FRA","France","RCJP_GDP","Average annual compensation of junior professionals in central government, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Unités",,,1.64,,
"FRA","France","COMP_SEC","Average annual compensation of employees in secretarial positions, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,72078.27,,
"FRA","France","COMP_SEC_WS","Average wages and salaries of employees in secretarial positions, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,33584.98,,
"FRA","France","COMP_SEC_ESC","Average employers'social contributions of employees in secretarial positions, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,21500.59,,
"FRA","France","COMP_SEC_WT","Average working time correction of employees in secretarial positions, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,16992.7,,
"FRA","France","RCSEC_GDP","Average annual compensation of employees in secretarial positions, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Unités",,,1.47,,
"FRA","France","COMP_PI_DET","Average annual compensation of employees in service delivery occupations, police inspectors and detectives, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,117723.63,,
"FRA","France","COMP_PO","Average annual compensation of employees in service delivery occupations, police officers, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,82355.1,,
"FRA","France","COMP_TI","Average annual compensation of employees in service delivery occupations, tax inspectors, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,85357.63,,
"FRA","France","RCPI_DET_GDP","Average annual compensation of central government police inspectors and detectives relative to GDP per capita","2015","2015","RATIO","Ratio","0","Unités",,,2.41,,
"FRA","France","RCPO_GDP","Average annual compensation of central government police officers relative to GDP per capita","2015","2015","RATIO","Ratio","0","Unités",,,1.68,,
"FRA","France","RCTI_GDP","Average annual compensation of central government tax inspectors relative to GDP per capita","2015","2015","RATIO","Ratio","0","Unités",,,1.74,,
"FRA","France","TS_15Y_LE","Teachers' salaries in public institutions, 15 years of experience, lower secondary education, USD PPP","2014","2014","USD","Dollar des États-Unis","0","Unités",,,36814,,
"FRA","France","TS_SS_LE","Teachers' starting salaries in public institutions, lower secondary education, USD PPP","2014","2014","USD","Dollar des États-Unis","0","Unités",,,30532,,
"FRA","France","TS_TS_LE","Teachers' top of scale salaries in public institutions, lower secondary education, USD PPP","2014","2014","USD","Dollar des États-Unis","0","Unités",,,52981,,
"FRA","France","RTS_TEW","Ratio of teachers’ salaries to the earnings of tertiary-educated workers","2014","2014","RATIO","Ratio","0","Unités",,,0.77,,
"DEU","Allemagne","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2007","2007","PC","Pourcentage","0","Unités",,,11.33,,
"DEU","Allemagne","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2008","2008","PC","Pourcentage","0","Unités",,,11.21,,
"DEU","Allemagne","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2009","2009","PC","Pourcentage","0","Unités",,,11.32,,
"DEU","Allemagne","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2010","2010","PC","Pourcentage","0","Unités",,,11.35,,
"DEU","Allemagne","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2011","2011","PC","Pourcentage","0","Unités",,,10.96,,
"DEU","Allemagne","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2012","2012","PC","Pourcentage","0","Unités",,,10.76,,
"DEU","Allemagne","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2013","2013","PC","Pourcentage","0","Unités",,,10.68,,
"DEU","Allemagne","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2014","2014","PC","Pourcentage","0","Unités",,,10.64,,
"DEU","Allemagne","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2015","2015","PC","Pourcentage","0","Unités",,,10.57,,
"DEU","Allemagne","EMPGG","Employment in general government","2007","2007","PER","Personnes","3","Milliers",,,4568,,
"DEU","Allemagne","EMPGG","Employment in general government","2008","2008","PER","Personnes","3","Milliers",,,4578,,
"DEU","Allemagne","EMPGG","Employment in general government","2009","2009","PER","Personnes","3","Milliers",,,4631,,
"DEU","Allemagne","EMPGG","Employment in general government","2010","2010","PER","Personnes","3","Milliers",,,4656,,
"DEU","Allemagne","EMPGG","Employment in general government","2011","2011","PER","Personnes","3","Milliers",,,4555,,
"DEU","Allemagne","EMPGG","Employment in general government","2012","2012","PER","Personnes","3","Milliers",,,4524,,
"DEU","Allemagne","EMPGG","Employment in general government","2013","2013","PER","Personnes","3","Milliers",,,4521,,
"DEU","Allemagne","EMPGG","Employment in general government","2014","2014","PER","Personnes","3","Milliers",,,4539,,
"DEU","Allemagne","EMPGG","Employment in general government","2015","2015","PER","Personnes","3","Milliers",,,4549,,
"DEU","Allemagne","DGEM_S1311","Central government employment as a percentage of general government employment","2009","2009","PER","Personnes","0","Unités",,,13.2,,
"DEU","Allemagne","DGEM_S1311","Central government employment as a percentage of general government employment","2014","2014","PER","Personnes","0","Unités",,,10.62,,
"DEU","Allemagne","DGEM_SNG","Sub-central government employment as a percentage of general government employment","2014","2014","PER","Personnes","0","Unités",,,80.69,,
"DEU","Allemagne","DGEM_S1314","Social security government employment as a percentage of general government employment","2014","2014","PER","Personnes","0","Unités",,,8.69,,
"DEU","Allemagne","EMP_AGE_18_34","Share of people employed in the central government aged 18-34 years old","2015","2015","PER","Personnes","0","Unités",,,30.03,,
"DEU","Allemagne","EMP_AGE_35_44","Share of people employed in the central government aged 35-54 years old","2015","2015","PER","Personnes","0","Unités",,,49.89,,
"DEU","Allemagne","EMP_AGE_55","Share of people employed in the central government aged 55 years or older","2010","2010","PER","Personnes","0","Unités",,,17.29,,
"DEU","Allemagne","EMP_AGE_55","Share of people employed in the central government aged 55 years or older","2015","2015","PER","Personnes","0","Unités",,,20.08,,
"DEU","Allemagne","EMPWPS","Share of public employment filled by women","2009","2009","PER","Personnes","0","Unités",,,51.52,,
"DEU","Allemagne","EMPWPS","Share of public employment filled by women","2015","2015","PER","Personnes","0","Unités",,,54.5,,
"DEU","Allemagne","EMPWCG","Share of central government employment filled by women","2015","2015","PER","Personnes","0","Unités",,,44.68,,
"DEU","Allemagne","EMPW_PARL","Share of women parliamentarians","2015","2015","PC","Pourcentage","0","Unités",,,36.5,,
"DEU","Allemagne","EMPW_MIN","Share of women ministers","2015","2015","PC","Pourcentage","0","Unités",,,33.3,,
"DEU","Allemagne","EMPW_SC","Share of women in supreme courts","2014","2014","PC","Pourcentage","0","Unités",,,24,,
"DEU","Allemagne","COMP_D1","Average annual compensation of central government senior managers, D1 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,282679.91,,
"DEU","Allemagne","COMP_D1_WS","Average wages and salaries of central government senior managers, D1 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,180883.61,,
"DEU","Allemagne","COMP_D1_ESC","Average employers'social contributions of central government senior managers, D1 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,59510.48,,
"DEU","Allemagne","COMP_D1_WT","Average working time correction of central government senior managers, D1 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,42285.82,,
"DEU","Allemagne","COMP_D2","Average annual compensation of central government senior managers, D2 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,245995.76,,
"DEU","Allemagne","COMP_D2_WS","Average wages and salaries of central government senior managers, D2 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,157409.84,,
"DEU","Allemagne","COMP_D2_ESC","Average employers'social contributions of central government senior managers, D2 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,51787.64,,
"DEU","Allemagne","COMP_D2_WT","Average working time correction of central government senior managers, D2 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,36798.27,,
"DEU","Allemagne","RCD1_GDP","Average annual compensation of central government senior officials, D1 position, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Unités",,,5.34,,
"DEU","Allemagne","RCD2_GDP","Average annual compensation of central government senior officials, D2 position, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Unités",,,4.65,,
"DEU","Allemagne","COMP_D3","Average annual compensation of central government middle managers, D3 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,175414.9,,
"DEU","Allemagne","COMP_D3_WS","Average wages and salaries of central government middle managers, D3 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,112245.97,,
"DEU","Allemagne","COMP_D3_ESC","Average employers'social contributions of central government middle managers, D3 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,36928.78,,
"DEU","Allemagne","COMP_D3_WT","Average working time correction of central government middle managers, D3 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,26240.15,,
"DEU","Allemagne","COMP_D4","Average annual compensation of central government middle managers, D4 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,183552.61,,
"DEU","Allemagne","COMP_D4_WS","Average wages and salaries of central government middle managers, D4 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,117453.19,,
"DEU","Allemagne","COMP_D4_ESC","Average employers'social contributions of central government middle managers, D4 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,38641.96,,
"DEU","Allemagne","COMP_D4_WT","Average working time correction of central government middle managers, D4 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,27457.46,,
"DEU","Allemagne","RCD3_GDP","Average annual compensation of central government middle officials, D3 position, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Unités",,,3.31,,
"DEU","Allemagne","RCD4_GDP","Average annual compensation of central government middle officials, D4 position, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Unités",,,3.47,,
"DEU","Allemagne","COMP_SP","Average annual compensation of senior professionals in central government, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,130582.42,,
"DEU","Allemagne","COMP_SP_WS","Average wages and salaries of senior professionals in central government, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,85647.14,,
"DEU","Allemagne","COMP_SP_ESC","Average employers'social contributions of senior professionals in central government, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,28177.8,,
"DEU","Allemagne","COMP_SP_WT","Average working time correction of senior professionals in central government, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,16757.48,,
"DEU","Allemagne","COMP_JP","Average annual compensation of junior professionals in central government, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,107498.22,,
"DEU","Allemagne","COMP_JP_WS","Average wages and salaries of junior professionals in central government, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,70506.54,,
"DEU","Allemagne","COMP_JP_ESC","Average employers'social contributions of junior professionals in central government, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,23196.56,,
"DEU","Allemagne","COMP_JP_WT","Average working time correction of junior professionals in central government, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,13795.11,,
"DEU","Allemagne","RCSP_GDP","Average annual compensation of senior professionals in central government, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Unités",,,2.53,,
"DEU","Allemagne","RCJP_GDP","Average annual compensation of junior professionals in central government, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Unités",,,2.08,,
"DEU","Allemagne","COMP_SEC","Average annual compensation of employees in secretarial positions, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,69485.73,,
"DEU","Allemagne","COMP_SEC_WS","Average wages and salaries of employees in secretarial positions, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,45574.69,,
"DEU","Allemagne","COMP_SEC_ESC","Average employers'social contributions of employees in secretarial positions, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,14994.02,,
"DEU","Allemagne","COMP_SEC_WT","Average working time correction of employees in secretarial positions, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,8917.02,,
"DEU","Allemagne","RCSEC_GDP","Average annual compensation of employees in secretarial positions, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Unités",,,1.35,,
"DEU","Allemagne","TS_15Y_LE","Teachers' salaries in public institutions, 15 years of experience, lower secondary education, USD PPP","2014","2014","USD","Dollar des États-Unis","0","Unités",,,69431,,
"DEU","Allemagne","TS_SS_LE","Teachers' starting salaries in public institutions, lower secondary education, USD PPP","2014","2014","USD","Dollar des États-Unis","0","Unités",,,57131,,
"DEU","Allemagne","TS_TS_LE","Teachers' top of scale salaries in public institutions, lower secondary education, USD PPP","2014","2014","USD","Dollar des États-Unis","0","Unités",,,75422,,
"DEU","Allemagne","RTS_TEW","Ratio of teachers’ salaries to the earnings of tertiary-educated workers","2014","2014","RATIO","Ratio","0","Unités",,,1.01,,
"GRC","Grèce","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2007","2007","PC","Pourcentage","0","Unités",,,17.99,,
"GRC","Grèce","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2008","2008","PC","Pourcentage","0","Unités",,,17.65,,
"GRC","Grèce","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2009","2009","PC","Pourcentage","0","Unités",,,17.58,,
"GRC","Grèce","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2010","2010","PC","Pourcentage","0","Unités",,,18.27,,
"GRC","Grèce","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2011","2011","PC","Pourcentage","0","Unités",,,18.86,,
"GRC","Grèce","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2012","2012","PC","Pourcentage","0","Unités",,,18.72,,
"GRC","Grèce","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2013","2013","PC","Pourcentage","0","Unités",,,18.58,,
"GRC","Grèce","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2014","2014","PC","Pourcentage","0","Unités",,,18.08,,
"GRC","Grèce","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2015","2015","PC","Pourcentage","0","Unités",,,17.98,,
"GRC","Grèce","EMPGG","Employment in general government","2007","2007","PER","Personnes","3","Milliers",,,862.62,,
"GRC","Grèce","EMPGG","Employment in general government","2008","2008","PER","Personnes","3","Milliers",,,857.29,,
"GRC","Grèce","EMPGG","Employment in general government","2009","2009","PER","Personnes","3","Milliers",,,848.74,,
"GRC","Grèce","EMPGG","Employment in general government","2010","2010","PER","Personnes","3","Milliers",,,859.58,,
"GRC","Grèce","EMPGG","Employment in general government","2011","2011","PER","Personnes","3","Milliers",,,826.27,,
"GRC","Grèce","EMPGG","Employment in general government","2012","2012","PER","Personnes","3","Milliers",,,768.44,,
"GRC","Grèce","EMPGG","Employment in general government","2013","2013","PER","Personnes","3","Milliers",,,742.74,,
"GRC","Grèce","EMPGG","Employment in general government","2014","2014","PER","Personnes","3","Milliers",,,722.92,,
"GRC","Grèce","EMPGG","Employment in general government","2015","2015","PER","Personnes","3","Milliers",,,722.92,,
"GRC","Grèce","DGEM_S1311","Central government employment as a percentage of general government employment","2009","2009","PER","Personnes","0","Unités",,,74.42,,
"GRC","Grèce","DGEM_S1311","Central government employment as a percentage of general government employment","2014","2014","PER","Personnes","0","Unités",,,77.09,,
"GRC","Grèce","DGEM_SNG","Sub-central government employment as a percentage of general government employment","2014","2014","PER","Personnes","0","Unités",,,20.01,,
"GRC","Grèce","DGEM_S1314","Social security government employment as a percentage of general government employment","2014","2014","PER","Personnes","0","Unités",,,2.9,,
"GRC","Grèce","EMP_AGE_18_34","Share of people employed in the central government aged 18-34 years old","2015","2015","PER","Personnes","0","Unités",,,4,,
"GRC","Grèce","EMP_AGE_35_44","Share of people employed in the central government aged 35-54 years old","2015","2015","PER","Personnes","0","Unités",,,68.93,,
"GRC","Grèce","EMP_AGE_55","Share of people employed in the central government aged 55 years or older","2015","2015","PER","Personnes","0","Unités",,,27.07,,
"GRC","Grèce","EMP_AGE_55S","Share of people employed in the central government aged 55 years or older, senior managers","2015","2015","PER","Personnes","0","Unités",,,66.79,,
"GRC","Grèce","EMP_AGE_55P","Share of people employed in the central government aged 55 years or older, professionals","2015","2015","PER","Personnes","0","Unités",,,23.99,,
"GRC","Grèce","EMPWPS","Share of public employment filled by women","2009","2009","PER","Personnes","0","Unités",,,45.67,,
"GRC","Grèce","EMPWPS","Share of public employment filled by women","2015","2015","PER","Personnes","0","Unités",,,46.84,,
"GRC","Grèce","EMPLWTOT","Share of employed women in total employment","2009","2009","PER","Personnes","0","Unités",,,39.76,,
"GRC","Grèce","EMPLWTOT","Share of employed women in total employment","2015","2015","PER","Personnes","0","Unités",,,42.2,,
"GRC","Grèce","EMPWCG","Share of central government employment filled by women","2015","2015","PER","Personnes","0","Unités",,,51.71,,
"GRC","Grèce","EMPW_SM","Share of central government employment filled by women by occupation groups, senior management","2015","2015","PER","Personnes","0","Unités",,,50.63,,
"GRC","Grèce","EMPW_MM","Share of central government employment filled by women by occupation groups, middle management","2015","2015","PER","Personnes","0","Unités",,,53.97,,
"GRC","Grèce","EMPW_P","Share of central government employment filled by women by occupation groups, professionals","2015","2015","PER","Personnes","0","Unités",,,51.54,,
"GRC","Grèce","EMPW_PARL","Share of women parliamentarians","2015","2015","PC","Pourcentage","0","Unités",,,23,,
"GRC","Grèce","EMPW_MIN","Share of women ministers","2015","2015","PC","Pourcentage","0","Unités",,,10,,
"GRC","Grèce","EMPW_PJ","Share of professional judges that are women","2012","2012","PC","Pourcentage","0","Unités",,,68,,
"GRC","Grèce","EMPW_PJ","Share of professional judges that are women","2014","2014","PC","Pourcentage","0","Unités",,,72,,
"GRC","Grèce","EMPW_CFI","Share of women in courts of first instance","2014","2014","PC","Pourcentage","0","Unités",,,76,,
"GRC","Grèce","EMPW_AC","Share of women in appeal courts","2014","2014","PC","Pourcentage","0","Unités",,,71,,
"GRC","Grèce","EMPW_SC","Share of women in supreme courts","2014","2014","PC","Pourcentage","0","Unités",,,50,,
"GRC","Grèce","COMP_D1","Average annual compensation of central government senior managers, D1 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,120561.76,,
"GRC","Grèce","COMP_D1_WS","Average wages and salaries of central government senior managers, D1 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,68892.01,,
"GRC","Grèce","COMP_D1_ESC","Average employers'social contributions of central government senior managers, D1 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,34560,,
"GRC","Grèce","COMP_D1_WT","Average working time correction of central government senior managers, D1 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,17109.86,,
"GRC","Grèce","COMP_D2","Average annual compensation of central government senior managers, D2 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,81244.03,,
"GRC","Grèce","COMP_D2_WS","Average wages and salaries of central government senior managers, D2 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,46424.87,,
"GRC","Grèce","COMP_D2_ESC","Average employers'social contributions of central government senior managers, D2 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,23289.19,,
"GRC","Grèce","COMP_D2_WT","Average working time correction of central government senior managers, D2 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,11529.97,,
"GRC","Grèce","RCD1_GDP","Average annual compensation of central government senior officials, D1 position, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Unités",,,4.47,,
"GRC","Grèce","RCD2_GDP","Average annual compensation of central government senior officials, D2 position, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Unités",,,3.01,,
"GRC","Grèce","COMP_D3","Average annual compensation of central government middle managers, D3 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,85996.84,,
"GRC","Grèce","COMP_D3_WS","Average wages and salaries of central government middle managers, D3 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,49140.75,,
"GRC","Grèce","COMP_D3_ESC","Average employers'social contributions of central government middle managers, D3 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,24651.61,,
"GRC","Grèce","COMP_D3_WT","Average working time correction of central government middle managers, D3 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,12204.48,,
"GRC","Grèce","COMP_D4","Average annual compensation of central government middle managers, D4 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,68333.62,,
"GRC","Grèce","COMP_D4_WS","Average wages and salaries of central government middle managers, D4 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,39047.54,,
"GRC","Grèce","COMP_D4_ESC","Average employers'social contributions of central government middle managers, D4 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,19588.32,,
"GRC","Grèce","COMP_D4_WT","Average working time correction of central government middle managers, D4 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,9697.76,,
"GRC","Grèce","RCD3_GDP","Average annual compensation of central government middle officials, D3 position, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Unités",,,3.19,,
"GRC","Grèce","RCD4_GDP","Average annual compensation of central government middle officials, D4 position, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Unités",,,2.53,,
"GRC","Grèce","COMP_SP","Average annual compensation of senior professionals in central government, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,54533.66,,
"GRC","Grèce","COMP_SP_WS","Average wages and salaries of senior professionals in central government, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,31161.9,,
"GRC","Grèce","COMP_SP_ESC","Average employers'social contributions of senior professionals in central government, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,15632.46,,
"GRC","Grèce","COMP_SP_WT","Average working time correction of senior professionals in central government, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,7739.3,,
"GRC","Grèce","COMP_JP","Average annual compensation of junior professionals in central government, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,44630.92,,
"GRC","Grèce","COMP_JP_WS","Average wages and salaries of junior professionals in central government, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,25503.22,,
"GRC","Grèce","COMP_JP_ESC","Average employers'social contributions of junior professionals in central government, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,12793.77,,
"GRC","Grèce","COMP_JP_WT","Average working time correction of junior professionals in central government, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,6333.92,,
"GRC","Grèce","RCSP_GDP","Average annual compensation of senior professionals in central government, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Unités",,,2.02,,
"GRC","Grèce","RCJP_GDP","Average annual compensation of junior professionals in central government, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Unités",,,1.65,,
"GRC","Grèce","COMP_SEC","Average annual compensation of employees in secretarial positions, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,45448.73,,
"GRC","Grèce","COMP_SEC_WS","Average wages and salaries of employees in secretarial positions, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,25970.54,,
"GRC","Grèce","COMP_SEC_ESC","Average employers'social contributions of employees in secretarial positions, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,13028.21,,
"GRC","Grèce","COMP_SEC_WT","Average working time correction of employees in secretarial positions, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,6449.98,,
"GRC","Grèce","RCSEC_GDP","Average annual compensation of employees in secretarial positions, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Unités",,,1.68,,
"GRC","Grèce","COMP_PO","Average annual compensation of employees in service delivery occupations, police officers, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,59485.94,,
"GRC","Grèce","COMP_IO","Average annual compensation of employees in service delivery occupations, immigration officers, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,46575.15,,
"GRC","Grèce","COMP_CI","Average annual compensation of employees in service delivery occupations, customs inspectors, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,63562.12,,
"GRC","Grèce","RCPO_GDP","Average annual compensation of central government police officers relative to GDP per capita","2015","2015","RATIO","Ratio","0","Unités",,,2.2,,
"GRC","Grèce","RCIO_GDP","Average annual compensation of central government immigration officers relative to GDP per capita","2015","2015","RATIO","Ratio","0","Unités",,,1.73,,
"GRC","Grèce","RCCI_GDP","Average annual compensation of central government customs inspectors relative to GDP per capita","2015","2015","RATIO","Ratio","0","Unités",,,2.36,,
"GRC","Grèce","TS_15Y_LE","Teachers' salaries in public institutions, 15 years of experience, lower secondary education, USD PPP","2014","2014","USD","Dollar des États-Unis","0","Unités",,,24712,,
"GRC","Grèce","TS_SS_LE","Teachers' starting salaries in public institutions, lower secondary education, USD PPP","2014","2014","USD","Dollar des États-Unis","0","Unités",,,18408,,
"GRC","Grèce","TS_TS_LE","Teachers' top of scale salaries in public institutions, lower secondary education, USD PPP","2014","2014","USD","Dollar des États-Unis","0","Unités",,,34776,,
"GRC","Grèce","RTS_TEW","Ratio of teachers’ salaries to the earnings of tertiary-educated workers","2014","2014","RATIO","Ratio","0","Unités",,,1.04,,
"HUN","Hongrie","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2007","2007","PC","Pourcentage","0","Unités",,,18.81,,
"HUN","Hongrie","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2008","2008","PC","Pourcentage","0","Unités",,,18.52,,
"HUN","Hongrie","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2009","2009","PC","Pourcentage","0","Unités",,,19.64,,
"HUN","Hongrie","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2010","2010","PC","Pourcentage","0","Unités",,,21.1,,
"HUN","Hongrie","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2011","2011","PC","Pourcentage","0","Unités",,,20.43,,
"HUN","Hongrie","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2012","2012","PC","Pourcentage","0","Unités",,,20.7,,
"HUN","Hongrie","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2013","2013","PC","Pourcentage","0","Unités",,,21.37,,
"HUN","Hongrie","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2014","2014","PC","Pourcentage","0","Unités",,,21.61,,
"HUN","Hongrie","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2015","2015","PC","Pourcentage","0","Unités",,,21.87,,
"HUN","Hongrie","EMPGG","Employment in general government","2007","2007","PER","Personnes","3","Milliers",,,789.45,,
"HUN","Hongrie","EMPGG","Employment in general government","2008","2008","PER","Personnes","3","Milliers",,,762.05,,
"HUN","Hongrie","EMPGG","Employment in general government","2009","2009","PER","Personnes","3","Milliers",,,788.23,,
"HUN","Hongrie","EMPGG","Employment in general government","2010","2010","PER","Personnes","3","Milliers",,,837.65,,
