pays,annee,nom,value
France,2018,"Maires, part des des femmes par rapport aux hommes",-66.7
Auvergne-Rhône-Alpes,2018,"Mairie - adjoint·es et conseiller·es, part des des femmes par rapport aux hommes",-13.4
Bourgogne-Franche-Comté,2018,"Mairie - adjoint·es et conseiller·es, part des des femmes par rapport aux hommes",-23.8
Bretagne,2018,"Mairie - adjoint·es et conseiller·es, part des des femmes par rapport aux hommes",-7
Centre-Val de Loire,2018,"Mairie - adjoint·es et conseiller·es, part des des femmes par rapport aux hommes",-14.3
Corse,2018,"Mairie - adjoint·es et conseiller·es, part des des femmes par rapport aux hommes",-23.7
Grand Est,2018,"Mairie - adjoint·es et conseiller·es, part des des femmes par rapport aux hommes",-24.3
Hauts-de-France,2018,"Mairie - adjoint·es et conseiller·es, part des des femmes par rapport aux hommes",-19.4
Ile-de-France,2018,"Mairie - adjoint·es et conseiller·es, part des des femmes par rapport aux hommes",-7.1
Normandie,2018,"Mairie - adjoint·es et conseiller·es, part des des femmes par rapport aux hommes",-18.6
Nouvelle-Aquitaine,2018,"Mairie - adjoint·es et conseiller·es, part des des femmes par rapport aux hommes",-14.4
Occitanie,2018,"Mairie - adjoint·es et conseiller·es, part des des femmes par rapport aux hommes",-17.5
Pays de la Loire,2018,"Mairie - adjoint·es et conseiller·es, part des des femmes par rapport aux hommes",-8.6
Provence-Alpes-Côte d'Azur,2018,"Mairie - adjoint·es et conseiller·es, part des des femmes par rapport aux hommes",-10.4
France métropolitaine hors Ile-de-France,2018,"Mairie - adjoint·es et conseiller·es, part des des femmes par rapport aux hommes",-17
France métropolitaine,2018,"Mairie - adjoint·es et conseiller·es, part des des femmes par rapport aux hommes",-16.5
Guadeloupe,2018,"Mairie - adjoint·es et conseiller·es, part des des femmes par rapport aux hommes",-1.1
Martinique,2018,"Mairie - adjoint·es et conseiller·es, part des des femmes par rapport aux hommes",-2.5
Guyane,2018,"Mairie - adjoint·es et conseiller·es, part des des femmes par rapport aux hommes",-1.1
Réunion,2018,"Mairie - adjoint·es et conseiller·es, part des des femmes par rapport aux hommes",-3.1
Mayotte,2018,"Mairie - adjoint·es et conseiller·es, part des des femmes par rapport aux hommes",-3.3
DOM y compris Mayotte,2018,"Mairie - adjoint·es et conseiller·es, part des des femmes par rapport aux hommes",-2.2
France,2018,"Mairie - adjoint·es et conseiller·es, part des des femmes par rapport aux hommes",-16.4
