1a - Average number of hours spent on domestic chores and care work  by sex  age and location

Indicator Name,Region,Country Code,Country,Year,Sex,Age,Location,Occupation,Value,LowerBound,UpperBound,Unit,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,276,Germany,2013,Female,25 to 44 years old,Urban,-,4.296,-,-,Percentage,Country data,-,Unpaid domestic work includes "Other activities in the fields of housekeeping and family care" and "travel related to other activities in regard to housekeeping and care of family members" which are overlapping categories and (might) include a certain amount of time belonging to both categories (unpaid domestic work and unpaid care work as well).,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,276,Germany,2013,Female,25 to 44 years old,Rural,-,4.728,-,-,Percentage,Country data,-,Unpaid domestic work includes "Other activities in the fields of housekeeping and family care" and "travel related to other activities in regard to housekeeping and care of family members" which are overlapping categories and (might) include a certain amount of time belonging to both categories (unpaid domestic work and unpaid care work as well).,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,276,Germany,2013,Female,25 to 44 years old,All areas,-,4.392,-,-,Percentage,Country data,-,Unpaid domestic work includes "Other activities in the fields of housekeeping and family care" and "travel related to other activities in regard to housekeeping and care of family members" which are overlapping categories and (might) include a certain amount of time belonging to both categories (unpaid domestic work and unpaid care work as well).,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,276,Germany,2013,Male,15 years old and over,Urban,-,2.472,-,-,Percentage,Country data,-,Unpaid domestic work includes "Other activities in the fields of housekeeping and family care" and "travel related to other activities in regard to housekeeping and care of family members" which are overlapping categories and (might) include a certain amount of time belonging to both categories (unpaid domestic work and unpaid care work as well).,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,276,Germany,2013,Male,15 years old and over,Rural,-,2.52,-,-,Percentage,Country data,-,Unpaid domestic work includes "Other activities in the fields of housekeeping and family care" and "travel related to other activities in regard to housekeeping and care of family members" which are overlapping categories and (might) include a certain amount of time belonging to both categories (unpaid domestic work and unpaid care work as well).,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,276,Germany,2013,Male,15 years old and over,All areas,-,2.496,-,-,Percentage,Country data,-,Unpaid domestic work includes "Other activities in the fields of housekeeping and family care" and "travel related to other activities in regard to housekeeping and care of family members" which are overlapping categories and (might) include a certain amount of time belonging to both categories (unpaid domestic work and unpaid care work as well).,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,276,Germany,2013,Male,65 years old and over,Urban,-,3.456,-,-,Percentage,Country data,-,Unpaid domestic work includes "Other activities in the fields of housekeeping and family care" and "travel related to other activities in regard to housekeeping and care of family members" which are overlapping categories and (might) include a certain amount of time belonging to both categories (unpaid domestic work and unpaid care work as well).,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,276,Germany,2013,Male,65 years old and over,Rural,-,3.336,-,-,Percentage,Country data,-,Unpaid domestic work includes "Other activities in the fields of housekeeping and family care" and "travel related to other activities in regard to housekeeping and care of family members" which are overlapping categories and (might) include a certain amount of time belonging to both categories (unpaid domestic work and unpaid care work as well).,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,276,Germany,2013,Male,65 years old and over,All areas,-,3.432,-,-,Percentage,Country data,-,Unpaid domestic work includes "Other activities in the fields of housekeeping and family care" and "travel related to other activities in regard to housekeeping and care of family members" which are overlapping categories and (might) include a certain amount of time belonging to both categories (unpaid domestic work and unpaid care work as well).,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,276,Germany,2013,Male,10 years old and over,Urban,-,2.4,-,-,Percentage,Country data,-,Unpaid domestic work includes "Other activities in the fields of housekeeping and family care" and "travel related to other activities in regard to housekeeping and care of family members" which are overlapping categories and (might) include a certain amount of time belonging to both categories (unpaid domestic work and unpaid care work as well).,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,276,Germany,2013,Male,10 years old and over,Rural,-,2.448,-,-,Percentage,Country data,-,Unpaid domestic work includes "Other activities in the fields of housekeeping and family care" and "travel related to other activities in regard to housekeeping and care of family members" which are overlapping categories and (might) include a certain amount of time belonging to both categories (unpaid domestic work and unpaid care work as well).,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,276,Germany,2013,Male,10 years old and over,All areas,-,2.4,-,-,Percentage,Country data,-,Unpaid domestic work includes "Other activities in the fields of housekeeping and family care" and "travel related to other activities in regard to housekeeping and care of family members" which are overlapping categories and (might) include a certain amount of time belonging to both categories (unpaid domestic work and unpaid care work as well).,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,276,Germany,2013,Male,15 to 24 years old,Urban,-,1.008,-,-,Percentage,Country data,-,Unpaid domestic work includes "Other activities in the fields of housekeeping and family care" and "travel related to other activities in regard to housekeeping and care of family members" which are overlapping categories and (might) include a certain amount of time belonging to both categories (unpaid domestic work and unpaid care work as well).,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,276,Germany,2013,Male,15 to 24 years old,Rural,-,1.056,-,-,Percentage,Country data,-,Unpaid domestic work includes "Other activities in the fields of housekeeping and family care" and "travel related to other activities in regard to housekeeping and care of family members" which are overlapping categories and (might) include a certain amount of time belonging to both categories (unpaid domestic work and unpaid care work as well).,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,276,Germany,2013,Male,15 to 24 years old,All areas,-,1.032,-,-,Percentage,Country data,-,Unpaid domestic work includes "Other activities in the fields of housekeeping and family care" and "travel related to other activities in regard to housekeeping and care of family members" which are overlapping categories and (might) include a certain amount of time belonging to both categories (unpaid domestic work and unpaid care work as well).,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,276,Germany,2013,Male,45 to 54 years old,Urban,-,2.544,-,-,Percentage,Country data,-,Unpaid domestic work includes "Other activities in the fields of housekeeping and family care" and "travel related to other activities in regard to housekeeping and care of family members" which are overlapping categories and (might) include a certain amount of time belonging to both categories (unpaid domestic work and unpaid care work as well).,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,276,Germany,2013,Male,45 to 54 years old,Rural,-,2.568,-,-,Percentage,Country data,-,Unpaid domestic work includes "Other activities in the fields of housekeeping and family care" and "travel related to other activities in regard to housekeeping and care of family members" which are overlapping categories and (might) include a certain amount of time belonging to both categories (unpaid domestic work and unpaid care work as well).,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,276,Germany,2013,Male,45 to 54 years old,All areas,-,2.544,-,-,Percentage,Country data,-,Unpaid domestic work includes "Other activities in the fields of housekeeping and family care" and "travel related to other activities in regard to housekeeping and care of family members" which are overlapping categories and (might) include a certain amount of time belonging to both categories (unpaid domestic work and unpaid care work as well).,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,276,Germany,2013,Male,55 to 64 years old,Urban,-,2.688,-,-,Percentage,Country data,-,Unpaid domestic work includes "Other activities in the fields of housekeeping and family care" and "travel related to other activities in regard to housekeeping and care of family members" which are overlapping categories and (might) include a certain amount of time belonging to both categories (unpaid domestic work and unpaid care work as well).,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,276,Germany,2013,Male,55 to 64 years old,Rural,-,3,-,-,Percentage,Country data,-,Unpaid domestic work includes "Other activities in the fields of housekeeping and family care" and "travel related to other activities in regard to housekeeping and care of family members" which are overlapping categories and (might) include a certain amount of time belonging to both categories (unpaid domestic work and unpaid care work as well).,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,276,Germany,2013,Male,55 to 64 years old,All areas,-,2.736,-,-,Percentage,Country data,-,Unpaid domestic work includes "Other activities in the fields of housekeeping and family care" and "travel related to other activities in regard to housekeeping and care of family members" which are overlapping categories and (might) include a certain amount of time belonging to both categories (unpaid domestic work and unpaid care work as well).,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,276,Germany,2013,Male,25 to 44 years old,Urban,-,2.328,-,-,Percentage,Country data,-,Unpaid domestic work includes "Other activities in the fields of housekeeping and family care" and "travel related to other activities in regard to housekeeping and care of family members" which are overlapping categories and (might) include a certain amount of time belonging to both categories (unpaid domestic work and unpaid care work as well).,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,276,Germany,2013,Male,25 to 44 years old,Rural,-,2.424,-,-,Percentage,Country data,-,Unpaid domestic work includes "Other activities in the fields of housekeeping and family care" and "travel related to other activities in regard to housekeeping and care of family members" which are overlapping categories and (might) include a certain amount of time belonging to both categories (unpaid domestic work and unpaid care work as well).,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,276,Germany,2013,Male,25 to 44 years old,All areas,-,2.352,-,-,Percentage,Country data,-,Unpaid domestic work includes "Other activities in the fields of housekeeping and family care" and "travel related to other activities in regard to housekeeping and care of family members" which are overlapping categories and (might) include a certain amount of time belonging to both categories (unpaid domestic work and unpaid care work as well).,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,300,Greece,2014,Female,15 years old and over,Urban,-,4.2333,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,300,Greece,2014,Female,15 years old and over,Rural,-,4.9000008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,300,Greece,2014,Female,15 years old and over,All areas,-,4.35,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,300,Greece,2014,Female,65 years old and over,Urban,-,4.4667,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,300,Greece,2014,Female,65 years old and over,Rural,-,4.9999992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,300,Greece,2014,Female,65 years old and over,All areas,-,4.6333008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,300,Greece,2014,Female,10 years old and over,Urban,-,4.0167,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,300,Greece,2014,Female,10 years old and over,Rural,-,4.7500008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,300,Greece,2014,Female,10 years old and over,All areas,-,4.2,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,300,Greece,2014,Female,15 to 24 years old,Urban,-,1.2,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,300,Greece,2014,Female,15 to 24 years old,Rural,-,2.2666992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,300,Greece,2014,Female,15 to 24 years old,All areas,-,1.3666992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,300,Greece,2014,Female,45 to 54 years old,Urban,-,4.95,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,300,Greece,2014,Female,45 to 54 years old,Rural,-,5.1499992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,300,Greece,2014,Female,45 to 54 years old,All areas,-,4.9999992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,300,Greece,2014,Female,55 to 64 years old,Urban,-,5.2833,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,300,Greece,2014,Female,55 to 64 years old,Rural,-,5.6667,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,300,Greece,2014,Female,55 to 64 years old,All areas,-,5.3500008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,300,Greece,2014,Female,25 to 44 years old,Urban,-,4.2166992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,300,Greece,2014,Female,25 to 44 years old,Rural,-,5.0332992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,300,Greece,2014,Female,25 to 44 years old,All areas,-,4.3666992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,300,Greece,2014,Male,15 years old and over,Urban,-,1.5832992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,300,Greece,2014,Male,15 years old and over,Rural,-,2.0332992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,300,Greece,2014,Male,15 years old and over,All areas,-,1.6833,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,300,Greece,2014,Male,65 years old and over,Urban,-,2.1333,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,300,Greece,2014,Male,65 years old and over,Rural,-,2.8000008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,300,Greece,2014,Male,65 years old and over,All areas,-,2.3167008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,300,Greece,2014,Male,10 years old and over,Urban,-,1.5333,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,300,Greece,2014,Male,10 years old and over,Rural,-,1.95,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,300,Greece,2014,Male,10 years old and over,All areas,-,1.6000008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,300,Greece,2014,Male,15 to 24 years old,Urban,-,0.4666992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,300,Greece,2014,Male,15 to 24 years old,Rural,-,1.4167008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,300,Greece,2014,Male,15 to 24 years old,All areas,-,0.7000008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,300,Greece,2014,Male,45 to 54 years old,Urban,-,1.8,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,300,Greece,2014,Male,45 to 54 years old,Rural,-,1.8667008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,300,Greece,2014,Male,45 to 54 years old,All areas,-,1.8166992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,300,Greece,2014,Male,55 to 64 years old,Urban,-,2.1,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,300,Greece,2014,Male,55 to 64 years old,Rural,-,2.2833,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,300,Greece,2014,Male,55 to 64 years old,All areas,-,2.1333,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,300,Greece,2014,Male,25 to 44 years old,Urban,-,1.4667,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,300,Greece,2014,Male,25 to 44 years old,Rural,-,1.4500008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,300,Greece,2014,Male,25 to 44 years old,All areas,-,1.4833008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,348,Hungary,2000,Female,15 years old and over,All areas,-,4.6833,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,348,Hungary,2000,Male,15 years old and over,All areas,-,2.6500008,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,348,Hungary,2010,Female,15 years old and over,Urban,-,4.0426992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,348,Hungary,2010,Female,15 years old and over,Rural,-,4.3954008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,348,Hungary,2010,Female,15 years old and over,All areas,-,4.1464008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,348,Hungary,2010,Female,65 years old and over,Urban,-,4.2777,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,348,Hungary,2010,Female,65 years old and over,Rural,-,4.1791992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,348,Hungary,2010,Female,65 years old and over,All areas,-,4.251,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,348,Hungary,2010,Female,10 years old and over,Urban,-,3.8749992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,348,Hungary,2010,Female,10 years old and over,Rural,-,4.2229992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,348,Hungary,2010,Female,10 years old and over,All areas,-,3.978,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,348,Hungary,2010,Female,15 to 24 years old,Urban,-,1.9254,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,348,Hungary,2010,Female,15 to 24 years old,Rural,-,1.9672992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,348,Hungary,2010,Female,15 to 24 years old,All areas,-,1.9396992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,348,Hungary,2010,Female,45 to 54 years old,Urban,-,3.8140008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,348,Hungary,2010,Female,45 to 54 years old,Rural,-,4.371,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,348,Hungary,2010,Female,45 to 54 years old,All areas,-,3.9775008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,348,Hungary,2010,Female,55 to 64 years old,Urban,-,4.4098008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,348,Hungary,2010,Female,55 to 64 years old,Rural,-,4.6663008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,348,Hungary,2010,Female,55 to 64 years old,All areas,-,4.4788008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,348,Hungary,2010,Female,25 to 44 years old,Urban,-,4.5922008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,348,Hungary,2010,Female,25 to 44 years old,Rural,-,5.5045992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,348,Hungary,2010,Female,25 to 44 years old,All areas,-,4.8706008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,348,Hungary,2010,Male,15 years old and over,Urban,-,1.8978,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,348,Hungary,2010,Male,15 years old and over,Rural,-,1.9536,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,348,Hungary,2010,Male,15 years old and over,All areas,-,1.9150992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,348,Hungary,2010,Male,65 years old and over,Urban,-,2.4355992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,348,Hungary,2010,Male,65 years old and over,Rural,-,2.0719008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,348,Hungary,2010,Male,65 years old and over,All areas,-,2.3406,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,348,Hungary,2010,Male,10 years old and over,Urban,-,1.8189,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,348,Hungary,2010,Male,10 years old and over,Rural,-,1.8790008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,348,Hungary,2010,Male,10 years old and over,All areas,-,1.8375,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,348,Hungary,2010,Male,15 to 24 years old,Urban,-,0.7974,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,348,Hungary,2010,Male,15 to 24 years old,Rural,-,0.9393,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,348,Hungary,2010,Male,15 to 24 years old,All areas,-,0.8464992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
