5 - Proportion of employed who are contributing family workers  by sex

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Proportion of employed who are contributing family workers  by sex,Developed regions,203,Czech Republic,2015,Male,0.26,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,203,Czech Republic,2015,Both sexes,0.6,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,203,Czech Republic,2016,Female,0.93,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,203,Czech Republic,2016,Male,0.21,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,203,Czech Republic,2016,Both sexes,0.53,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,203,Czech Republic,2017,Female,0.84,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,203,Czech Republic,2017,Male,0.18,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,203,Czech Republic,2017,Both sexes,0.47,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,1999,Female,1.92,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,1999,Male,0.25,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,1999,Both sexes,1.02,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2003,Female,1.3,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2003,Male,0.23,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2003,Both sexes,0.72,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2008,Female,0.52,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2008,Male,0.3,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2008,Both sexes,0.41,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2000,Female,1.82,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2000,Male,0.17,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2000,Both sexes,0.94,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2005,Female,1.39,-,-,Country data,National,Repository: Eurostat special tabulation,Break in series: Methodology revised,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2005,Male,0.27,-,-,Country data,National,Repository: Eurostat special tabulation,Break in series: Methodology revised,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2005,Both sexes,0.79,-,-,Country data,National,Repository: Eurostat special tabulation,Break in series: Methodology revised,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2007,Female,0.8,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2007,Male,0.4,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2007,Both sexes,0.59,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2009,Female,0.52,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2009,Male,0.27,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2009,Both sexes,0.39,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2010,Female,0.47,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2010,Male,0.12,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2010,Both sexes,0.29,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,1996,Female,1.82,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,1996,Male,0.3,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,1996,Both sexes,0.98,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,1998,Female,2.43,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,1998,Male,0.27,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,1998,Both sexes,1.26,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2001,Female,1.47,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2001,Male,0.32,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2001,Both sexes,0.86,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2004,Female,1.5,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2004,Male,0.3,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2004,Both sexes,0.86,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2006,Female,1.2,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2006,Male,0.25,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2006,Both sexes,0.69,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,1995,Female,2.28,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,1995,Male,0.28,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,1995,Both sexes,1.17,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2011,Female,0.37,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2011,Male,0.15,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2011,Both sexes,0.26,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,1997,Female,2.16,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,1997,Male,0.27,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,1997,Both sexes,1.13,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2002,Female,1.45,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2002,Male,0.28,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2002,Both sexes,0.83,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2012,Female,0.38,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2012,Male,0.14,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2012,Both sexes,0.26,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2013,Female,0.25,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2013,Male,0.1,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2013,Both sexes,0.17,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2014,Female,0.25,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2014,Male,0.16,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2014,Both sexes,0.21,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2015,Female,0.34,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2015,Male,0.27,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2015,Both sexes,0.3,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2016,Female,0.86,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2016,Male,0.7,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2016,Both sexes,0.78,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2017,Female,0.47,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2017,Male,0.33,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,208,Denmark,2017,Both sexes,0.4,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,1999,Female,0.98,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,1999,Male,0.58,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,1999,Both sexes,0.78,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2003,Female,0.15,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2003,Male,0.24,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2003,Both sexes,0.2,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2008,Female,0.22,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2008,Male,0.07,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2008,Both sexes,0.14,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2000,Female,0.44,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2000,Male,0.42,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2000,Both sexes,0.43,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2005,Female,0.2,-,-,Country data,National,Repository: Eurostat special tabulation,Break in series: Methodology revised,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2005,Male,0.24,-,-,Country data,National,Repository: Eurostat special tabulation,Break in series: Methodology revised,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2005,Both sexes,0.22,-,-,Country data,National,Repository: Eurostat special tabulation,Break in series: Methodology revised,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2007,Female,0.3,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2007,Male,0.13,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2007,Both sexes,0.22,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2009,Female,0.18,-,-,Country data,National,Repository: Eurostat special tabulation,Break in series: Methodology revised,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2009,Male,0.18,-,-,Country data,National,Repository: Eurostat special tabulation,Break in series: Methodology revised,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2009,Both sexes,0.18,-,-,Country data,National,Repository: Eurostat special tabulation,Break in series: Methodology revised,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2010,Female,0.13,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2010,Male,0.24,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2010,Both sexes,0.18,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,1996,Female,1.99,-,-,Country data,National,Repository: OECD,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,1996,Male,1.04,-,-,Country data,National,Repository: OECD,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,1996,Both sexes,1.51,-,-,Country data,National,Repository: OECD,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,1998,Female,1.14,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,1998,Male,0.64,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,1998,Both sexes,0.89,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2001,Female,0.31,-,-,Country data,National,Repository: Eurostat special tabulation,Break in series: Methodology revised,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2001,Male,0.72,-,-,Country data,National,Repository: Eurostat special tabulation,Break in series: Methodology revised,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2001,Both sexes,0.52,-,-,Country data,National,Repository: Eurostat special tabulation,Break in series: Methodology revised,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2004,Female,0.21,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2004,Male,0.69,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2004,Both sexes,0.45,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2006,Female,0.17,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2006,Male,0.17,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2006,Both sexes,0.17,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,1995,Female,1.86,-,-,Country data,National,Repository: OECD,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,1995,Male,0.95,-,-,Country data,National,Repository: OECD,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,1995,Both sexes,1.41,-,-,Country data,National,Repository: OECD,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2011,Female,0.23,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2011,Male,0.3,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2011,Both sexes,0.26,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,1997,Female,1.91,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,1997,Male,1.19,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,1997,Both sexes,1.54,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2002,Female,0.17,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2002,Male,0.57,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2002,Both sexes,0.37,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2012,Female,0.34,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2012,Male,0.26,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2012,Both sexes,0.3,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2013,Female,0.26,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2013,Male,0.26,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2013,Both sexes,0.26,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2014,Female,0.22,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2014,Male,0.21,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2014,Both sexes,0.21,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2015,Female,0.19,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2015,Male,0.06,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2015,Both sexes,0.13,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2016,Female,0.06,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2016,Male,0.14,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2016,Both sexes,0.1,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2017,Female,0.19,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2017,Male,0.22,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,233,Estonia,2017,Both sexes,0.21,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,246,Finland,1999,Female,0.76,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,246,Finland,1999,Male,0.85,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,246,Finland,1999,Both sexes,0.81,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
